#,ÉvÉçÉWÉFÉNÉg,ÉgÉâÉbÉJÅ[,êeÉ`ÉPÉbÉg,ÉXÉeÅ[É^ÉX,óDêÊìx,ëËñº,çÏê¨é“,íSìñé“,çXêVì˙,ÉJÉeÉSÉä,ëŒè€ÉoÅ[ÉWÉáÉì,äJénì˙,ä˙ì˙,ó\íËçHêî,êiíªó¶,çÏê¨ì˙,èIóπì˙,ä÷òAÇ∑ÇÈÉ`ÉPÉbÉg,Resolution,Affected version,ê‡ñæ
14146,Redmine,Defect,"",Closed,Normal,Error 500 after ruby upgrade,Jonathan-Marc Lapointe,"",2013-05-24 22:53,"","","","","",0,2013-05-24 20:48,2013-05-24 22:53,"",Invalid,2.3.1,"I all.

I was running Redmine version 2.2.1 on ruby 1.8.7 under ubuntu 12.04.

I first upgraded Redmine to version 2.3.1 and all worked fine.

But then I tried to install the redmine_ckeditor plugin and one of the required gems needed ruby 1.9.3 or more.

So I decided to upgrade ruby to version 1.9.3P0 wich is available in Ubuntu 12.04.

I installed ruby 1.9.3 packages and removed the 1.8.7 ones.

After that I installed re installed all required gems and did a bundle install in redmine root directory to make shure every thing is installed.

But since I did than, every time I login to Redmine, I get an error 500 and the following text in the production.log file:

@
Started GET ""/"" for 206.167.74.200 at 2013-05-24 14:41:21 -0400
Processing by WelcomeController#index as HTML
  Current user: jmlapointe (id=1)
  Rendered news/_news.html.erb (8.5ms)
  Rendered welcome/index.html.erb within layouts/base (11.5ms)
Completed 500 Internal Server Error in 31ms

ActionView::Template::Error (incompatible character encodings: ASCII-8BIT and UTF-8):
    3: <%= ""(#{l(:label_x_comments, :count => news.comments_count)})"" if news.comments_count > 0 %>
    4: <br />
    5: <% unless news.summary.blank? %><span class=""summary""><%=h news.summary %></span><br /><% end %>
    6: <span class=""author""><%= authoring news.created_on, news.author %></span></p>
  app/views/news/_news.html.erb:6:in `_app_views_news__news_html_erb___2290100326373296824_55141120'
  app/views/welcome/index.html.erb:8:in `_app_views_welcome_index_html_erb___362569893366366198_54759680'
@

Here is the list of the gems that are installed on my server:

@
actionmailer (3.2.13)
actionpack (3.2.13)
activemodel (3.2.13)
activerecord (3.2.13)
activeresource (3.2.13)
activesupport (3.2.13)
arel (3.0.2)
builder (3.0.4, 3.0.0)
bundler (1.3.5)
capybara (2.0.3)
childprocess (0.3.9)
climate_control (0.0.3)
cocaine (0.5.1)
coderay (1.0.9)
daemon_controller (1.1.4)
erubis (2.7.0)
ffi (1.8.1)
hike (1.2.2)
i18n (0.6.1)
journey (1.0.4)
jquery-rails (2.0.3)
json (1.8.0)
kaminari (0.14.1)
mail (2.5.4)
metaclass (0.0.1)
mime-types (1.23)
mocha (0.13.3)
multi_json (1.7.3)
mysql (2.9.1, 2.8.1)
mysql2 (0.3.11)
net-ldap (0.3.1)
nokogiri (1.5.9)
paperclip (3.4.2)
passenger (4.0.2)
pg (0.15.1)
polyglot (0.3.3)
rack (1.4.5)
rack-cache (1.2)
rack-openid (1.3.1)
rack-raw-upload (1.1.1)
rack-ssl (1.3.3)
rack-test (0.6.2)
rails (3.2.13)
railties (3.2.13)
rake (10.0.4)
rdoc (3.12.2)
rich (1.4.6)
rmagick (2.13.2)
ruby-openid (2.1.8)
rubyzip (0.9.9)
sass (3.2.9)
sass-rails (3.2.6)
selenium-webdriver (2.32.1)
shoulda (3.3.2)
shoulda-context (1.0.2)
shoulda-matchers (1.4.1)
sprockets (2.2.2)
sqlite3 (1.3.7)
thor (0.18.1)
tilt (1.4.1)
treetop (1.4.12)
tzinfo (0.3.37)
websocket (1.0.7)
xpath (1.0.0)
yard (0.8.6.1)
@

I'm using Apache2 and Passenger 4.

Any help would be appreciated.

Thanx!"
14145,Redmine,Patch,"",Closed,Normal,German translation of x_hours,Filou Centrinov,"",2013-07-10 21:08,Translations,2.3.2,"","","",0,2013-05-24 18:30,2013-05-25 09:30,ä÷òAÇµÇƒÇ¢ÇÈ #14148,"","",German translation of <code>x_hours</code>.
14142,Redmine,Defect,"",Needs feedback,Normal,Upgrading Redmin 1.2.0 to 2.3.1,Gernot Riedel,"",2013-05-27 07:44,Database,"","","","",0,2013-05-24 15:35,"","","",2.3.1,"I'm using  the following parts:
ruby 1.8.7 (2011-12-28 patchlevel 357) [x86_64-linux]
rake, version 10.0.4
rubygem-rails Version: 2.3.14-0.3.1
redmine 2.3.1
MySQL-Server version: 5.1.63-log SUSE MySQL RPM
OS: openSUSE 11.4 (x86_64
No Plugins installed.

When i do the command 
rake db:migrate RAILS_ENV=production 
in the redmine root-folder  i will get the following (with --trace):
** Invoke db:migrate (first_time)
** Invoke environment (first_time)
** Execute environment
rake aborted!
Child already added
/redmine-2.3.1/redmine-2.3.1/lib/redmine/menu_manager.rb:345:in `add_at'
/redmine-2.3.1/redmine-2.3.1/lib/redmine/menu_manager.rb:362:in `add'
/redmine-2.3.1/redmine-2.3.1/lib/redmine/menu_manager.rb:280:in `push'
/redmine-2.3.1/redmine-2.3.1/lib/redmine.rb:200
/redmine-2.3.1/redmine-2.3.1/lib/redmine/menu_manager.rb:212:in `map'
/redmine-2.3.1/redmine-2.3.1/lib/redmine.rb:199
/usr/lib64/ruby/gems/1.8/gems/activesupport-3.2.13/lib/active_support/dependencies.rb:251:in `require'
/usr/lib64/ruby/gems/1.8/gems/activesupport-3.2.13/lib/active_support/dependencies.rb:251:in `require'
/usr/lib64/ruby/gems/1.8/gems/activesupport-3.2.13/lib/active_support/dependencies.rb:236:in `load_dependency'
/usr/lib64/ruby/gems/1.8/gems/activesupport-3.2.13/lib/active_support/dependencies.rb:251:in `require'
/redmine-2.3.1/redmine-2.3.1/config/initializers/30-redmine.rb:4
/usr/lib64/ruby/gems/1.8/gems/activesupport-3.2.13/lib/active_support/dependencies.rb:245:in `load'
/usr/lib64/ruby/gems/1.8/gems/activesupport-3.2.13/lib/active_support/dependencies.rb:245:in `load'
/usr/lib64/ruby/gems/1.8/gems/activesupport-3.2.13/lib/active_support/dependencies.rb:236:in `load_dependency'
/usr/lib64/ruby/gems/1.8/gems/activesupport-3.2.13/lib/active_support/dependencies.rb:245:in `load'
/usr/lib64/ruby/gems/1.8/gems/railties-3.2.13/lib/rails/engine.rb:588
/usr/lib64/ruby/gems/1.8/gems/railties-3.2.13/lib/rails/engine.rb:587:in `each'
/usr/lib64/ruby/gems/1.8/gems/railties-3.2.13/lib/rails/engine.rb:587
/usr/lib64/ruby/gems/1.8/gems/railties-3.2.13/lib/rails/initializable.rb:30:in `instance_exec'
/usr/lib64/ruby/gems/1.8/gems/railties-3.2.13/lib/rails/initializable.rb:30:in `run'
/usr/lib64/ruby/gems/1.8/gems/railties-3.2.13/lib/rails/initializable.rb:55:in `run_initializers'
/usr/lib64/ruby/gems/1.8/gems/railties-3.2.13/lib/rails/initializable.rb:54:in `each'
/usr/lib64/ruby/gems/1.8/gems/railties-3.2.13/lib/rails/initializable.rb:54:in `run_initializers'
/usr/lib64/ruby/gems/1.8/gems/railties-3.2.13/lib/rails/application.rb:136:in `initialize!'
/usr/lib64/ruby/gems/1.8/gems/railties-3.2.13/lib/rails/railtie/configurable.rb:30:in `send'
/usr/lib64/ruby/gems/1.8/gems/railties-3.2.13/lib/rails/railtie/configurable.rb:30:in `method_missing'
/redmine-2.3.1/redmine-2.3.1/config/environment.rb:14
/usr/lib64/ruby/gems/1.8/gems/railties-3.2.13/lib/rails/application.rb:103:in `require'
/usr/lib64/ruby/gems/1.8/gems/railties-3.2.13/lib/rails/application.rb:103:in `require_environment!'
/usr/lib64/ruby/gems/1.8/gems/railties-3.2.13/lib/rails/application.rb:297:in `initialize_tasks'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/task.rb:246:in `call'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/task.rb:246:in `execute'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/task.rb:241:in `each'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/task.rb:241:in `execute'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/task.rb:184:in `invoke_with_call_chain'
/usr/lib64/ruby/1.8/monitor.rb:242:in `synchronize'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/task.rb:177:in `invoke_with_call_chain'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/task.rb:205:in `invoke_prerequisites'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/task.rb:203:in `each'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/task.rb:203:in `invoke_prerequisites'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/task.rb:183:in `invoke_with_call_chain'
/usr/lib64/ruby/1.8/monitor.rb:242:in `synchronize'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/task.rb:177:in `invoke_with_call_chain'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/task.rb:170:in `invoke'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/application.rb:143:in `invoke_task'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/application.rb:101:in `top_level'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/application.rb:101:in `each'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/application.rb:101:in `top_level'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/application.rb:110:in `run_with_threads'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/application.rb:95:in `top_level'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/application.rb:73:in `run'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/application.rb:160:in `standard_exception_handling'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/lib/rake/application.rb:70:in `run'
/usr/lib64/ruby/gems/1.8/gems/rake-10.0.4/bin/rake:33
/usr/bin/rake:23:in `load'
/usr/bin/rake:23
Tasks: TOP => db:migrate => environment

The same output by 
RAILS_ENV=production rake about --trace.

I do the upgrade like discribed in 
http://www.redmine.org/projects/redmine/wiki/RedmineUpgrade

All i found were answers and fixes for problems with plugins,
but i do not use plugins. 
"
14141,Redmine,Defect,"",Needs feedback,Normal,Error when loading default data to SQL,Andrew Dugrenier,"",2013-07-16 15:44,Database,"","","","",0,2013-05-24 13:48,"","","",2.3.1,"I'm Running on a Windows Server.
Redmine V2.3.1 
Ruby 1.8.7
MS SQL Server 2008R2
everything seems to be installing OK.
after running rake db:migrate, I ran rake redmine:load_defautl_data
I received the error message:
Error: TinyTds::Error: Invalid column name 'builtin'. EXEC sp_executesql N'SELECT
TOP (1) 1 AS one FROM [roles] WHERE [roles].[builtin] = 0'
default configuration data not loaded.

"
14139,Redmine,Defect,"",Closed,High,Issue Via Email With Image Attachments and Embeded Images Breaks Issue Page,David Leimbach,"",2013-05-25 12:32,"","","","","",0,2013-05-24 10:27,2013-05-25 12:32,"",Invalid,"","When an issue is created or updated with an image attachment or image embedded in the email the page for that issue responds with an Error 500.  

This problem seems to be caused by the view template not handling nulls in the DB.  Specifically records in the attachments table with a null value in the description field caused this Error 500.

We did manage a temporary workaround that may point to a solution. In mysql we made description field have a default of 'email attachment' and not null.
mysql workaround:
alter table attachments change description description varchar(255) not null default 'email attachment';

This solved the problem but this should most likely be best fixed in the code, not in the database and there could of course be side effects we're unaware of (thought it seems unlikely).

Environment:
About your application's environment
Ruby version              1.8.7 (x86_64-linux)
RubyGems version          2.0.0
Rack version              1.4
Rails version             3.2.12
Active Record version     3.2.12
Action Pack version       3.2.12
Active Resource version   3.2.12
Action Mailer version     3.2.12
Active Support version    3.2.12
Middleware                Rack::Cache, ActionDispatch::Static, Rack::Lock, #<ActiveSupport::Cache::Strategy::LocalCache::Middleware:0x7f741a176200>, Rack::Runtime, Rack::MethodOverride, ActionDispatch::RequestId, Rails::Rack::Logger, ActionDispatch::ShowExceptions, ActionDispatch::DebugExceptions, ActionDispatch::RemoteIp, ActionDispatch::Callbacks, ActiveRecord::ConnectionAdapters::ConnectionManagement, ActiveRecord::QueryCache, ActionDispatch::Cookies, ActionDispatch::Session::CookieStore, ActionDispatch::Flash, ActionDispatch::ParamsParser, ActionDispatch::Head, Rack::ConditionalGet, Rack::ETag, ActionDispatch::BestStandardsSupport, OpenIdAuthentication
Environment               production
Database adapter          mysql
Database schema version   20121026003537

Log:
MailHandler: issue #1170 created by xxxxxxx
398758   Rendered text template (0.0ms)
398759 Completed 201 Created in 1882ms (Views: 1.5ms | ActiveRecord: 61.6ms)
398760 Started GET ""/projects/cms/issues"" for 10.1.20.1 at Thu May 23 18:54:06 +0300 2013
398761 Processing by IssuesController#index as HTML
398762   Parameters: {""project_id""=>""cms""}
398763   Current user: xxxxx (id=4)
398764   Rendered queries/_filters.html.erb (78.5ms)
398765   Rendered queries/_columns.html.erb (6.8ms)
398766   Rendered issues/_list.html.erb (712.7ms)
398767   Rendered issues/_sidebar.html.erb (36.9ms)
398768   Rendered issues/index.html.erb within layouts/base (861.1ms)
398769 Completed 200 OK in 1339ms (Views: 887.0ms | ActiveRecord: 58.2ms)
398770 Started GET ""/issues/1170"" for 10.1.20.1 at Thu May 23 18:54:09 +0300 2013
398771 Processing by IssuesController#show as HTML
398772   Parameters: {""id""=>""1170""}
398773   Current user: xxxxxx (id=4)
398774   Rendered issues/_action_menu.html.erb (12.7ms)
398775   Rendered plugins/redmine_apijs/app/views/attachments/_links.html.erb (6.9ms)
398776   Rendered issues/show.html.erb within layouts/base (95.9ms)
398777 Completed 500 Internal Server Error in 489ms
398778 
398779 ActionView::Template::Error (private method `gsub' called for nil:NilClass):
398780     10:                 <% slideshowJ += 1 %>
398781     11:             <% elsif attachment.image? && attachment.readable? %>
398782     12:                 <% img = Magick::Image::read(attachment.diskfile).first %>
398783     13:                 <a href=""<%= url_for({:controller => 'attachments', :action => 'show', :id => attachment, :filename => attachment.filename}) %>"" type=""<%= attachment.content_type %>"" onclick=""retu
398784     14:                 <% slideshowJ += 1 %>
398785     15:             <% else %>
398786     16:                 <%= link_to_attachment(attachment, :class => 'icon icon-attachment', :download => true) %>
398787   app/helpers/attachments_helper.rb:31:in `link_to_attachments'
398788   app/views/issues/show.html.erb:89:in `_app_views_issues_show_html_erb___672880400_70115128691420'
398789   app/controllers/issues_controller.rb:119:in `show'
398790   app/controllers/issues_controller.rb:116:in `show'
"
14138,Redmine,Patch,"",Closed,Normal,Output changeset comment in html title,Toshi MARUYAMA,"",2013-05-31 02:13,SCM,2.4.0,"","","",0,2013-05-24 09:38,2013-05-31 02:13,"","","","<pre><code class=""diff"">
diff --git a/app/views/repositories/revision.html.erb b/app/views/repositories/revision.html.erb
--- a/app/views/repositories/revision.html.erb
+++ b/app/views/repositories/revision.html.erb
@@ -94,4 +94,8 @@
 <%= stylesheet_link_tag ""scm"" %>
 <% end %>
 
-<% html_title(""#{l(:label_revision)} #{format_revision(@changeset)}"") -%>
+<%
+  title = ""#{l(:label_revision)} #{format_revision(@changeset)}""
+  title << "" #{truncate(@changeset.comments, :length => 80)}""
+  html_title(title)
+ -%>
</code></pre>"
14135,Redmine,Defect,"",New,High,Problems with rights in a role,sandra ro,"",2013-05-23 15:36,Permissions and roles,"","","","",0,2013-05-23 15:15,"",éüÇÃÉ`ÉPÉbÉgÇ™èdï° #14165,"","","Hello,

i have 2 Roles. 1 Administrator and another, who can create Projects. If I do not gave the second Role Administrator rights, so I can't create Projects although I gave him the right to create Projects. Is this a bug? (I like to have a Role without Administrator rights who can create new Projects)

Thank you!"
14134,Redmine,Defect,"",Closed,High,Redmine Demo Site cannot add a New Value in Administration > Enumerations,Peter Wang,Jean-Philippe Lang,2013-06-04 18:39,Website (redmine.org),"","","","",0,2013-05-23 11:01,2013-06-04 18:39,"",Fixed,2.2.3,"I register an account to have my own Redmine Demo website

http://arcrcsdsw3.m.redmine.org

I found it always failed to add a New Value in Administration > Enumerations

It always returned a error page as attached
!redmine-error.jpg!

This caused that the New issue cannot be created because Priority is a MUST field to an issue"
14128,Redmine,Defect,"",Closed,Low,Internal Error after installing 2.3  on Ubuntu 10.4,Bhasker Nayini,"",2015-04-07 14:43,Issues,"","","","",0,2013-05-22 23:36,2015-04-07 14:43,"",No feedback,2.3.0,"Installed Redmine 2.3 on Ubuntu and when trying to launch http://my.domain.com/redmine I get the following error:

Internal error

An error occurred on the page you were trying to access.
If you continue to experience problems please contact your redMine administrator for assistance.

There were no errors during the installation.  
Log file shows:


Processing WelcomeController#index (for xxx.xxx.xxx.xxx at 2013-05-22 14:25:42) [GET]
  Parameters: {""controller""=>""welcome"", ""action""=>""index""}


NoMethodError (undefined method `[]' for nil:NilClass):
    /app/models/setting.rb:100:in `value='
    /vendor/rails/activerecord/lib/active_record/base.rb:2589:in `send'
    /vendor/rails/activerecord/lib/active_record/base.rb:2589:in `attributes='
    /vendor/rails/activerecord/lib/active_record/base.rb:2585:in `each'
    /vendor/rails/activerecord/lib/active_record/base.rb:2585:in `attributes='
    /vendor/rails/activerecord/lib/active_record/base.rb:2285:in `initialize'
    /app/models/setting.rb:166:in `new'
    /app/models/setting.rb:166:in `find_or_default'
    /app/models/setting.rb:107:in `[]'

Appreciate of any help

"
14127,Redmine,Defect,"",Closed,Normal,Email not working with HTML format from Outlook,John W,"",2015-09-11 09:13,Email receiving,"","","","",0,2013-05-22 21:49,2015-08-23 17:15,"",No feedback,2.3.0,"I have been testing the incoming email feature using Outlook.  Clicking ""new"" email the message has the following in the title bar ""Untitled - Message (HTML)"".  Setting any fields - priority, status, custom field(s) etc are ignored.  Here one example of what is captured in the description ""I have an issue Priority: Critical Hello World 17 ="".  

Note the attempt to set _priority_ to *critical*.

The issue is created but the priority is set to ""normal"".

Now if I create a new email message via ""Actions -> New Email Message Using -> Plain Text"" and repeat the input as above the fields are parsed as expected.

Does anyone know what needs to be done so that an HTML email message can be parsed correctly?  I can't expect my users to create and email as Plain Text.

Thanks in advance for any and all help"
