#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
17486,Redmine,Defect,"",Closed,Normal,Error when removing user from group,Roland Lezuo,Jean-Philippe Lang,2014-09-13 12:08,Groups,2.5.3,"","","",0,2014-07-16 18:46,2014-09-13 12:08,"",Fixed,2.5.1,"Trying to remove certain users from certain groups raises and redmine error.

i.e.: deleting ""foo"" from group ""bar"" (using Administration->Groups)
leads to the following trace in production.log:

Started DELETE ""/redmine/groups/207/users/211"" for 192.168.122.1 at 2014-07-16 18:36:28 +0200
Processing by GroupsController#remove_user as JS
 Parameters: {""id""=>""207"", ""user_id""=>""211""}
 Current user: xxx (id=608)
Completed 500 Internal Server Error in 21.8ms

NoMethodError (undefined method `id' for nil:NilClass):
 app/models/member.rb:87:in `set_issue_category_nil'
 app/models/member_role.rb:42:in `remove_member_if_empty'
 app/models/group.rb:68:in `block in user_removed'
 app/models/group.rb:67:in `user_removed'
 app/controllers/groups_controller.rb:103:in `remove_user'


Some users were successfully deleted, but some others consistently raise this error."
17484,Redmine,Defect,"",Closed,Normal,"Custom fields added to ""spent time"" don't show in context menu",Roland Giesler,Jean-Philippe Lang,2014-08-21 08:56,Time tracking,2.6.0,"","","",0,2014-07-16 17:17,2014-07-29 19:53,"",Fixed,2.3.2,"I have added a custom field to ""spent time"" as shown in the attached file.

!Screenshot from 2014-07-16 16:46:19.png!

I also have a custom field in ""issues"" as shown in the next attached file.

When I right click the issue in the list, I get a context menu which allow easy setting of the fields.  I can tick something invoiced or not.  See the next attachment.

However, when I right click the detail of ""spent time"", the menu doesn't show all the fields and also not the custom field.  Se the fourth attachment.

This seems to be a defect, but it could be by design.  If it is by design, then I'll change this to a feature request.  However, in either case, this cannot be to difficult to fix or what?

Thank you!"
17481,Redmine,Defect,"",Closed,Normal,Increase Redmine custom field name text size ,Muditha Jayawardana,"",2014-08-15 02:54,Custom fields,"","","","",0,2014-07-16 13:45,2014-07-16 14:07,"",Invalid,"",As to our project requirements we need create custom filed with more than 30 chars. I have tried with modifying custom_fields table name column def to varchar(30) to varchar(60). but it didn't worked. Is there any way to do this. please be kind enough to provide feed back for this.
17478,Redmine,Defect,"",Closed,Urgent,redmine_loader in redmine 2.4.2-1 ,Indra Veni,"",2014-07-16 14:07,"","","","","",0,2014-07-16 11:47,2014-07-16 14:07,"",Invalid,2.4.2,"I have installed redmine_loader in redmine 2.4.2-1 version in ubuntu linux system. After Installation and configuration I see a new tab with MS Project in my project, but when I click it gives me 404 page not found error.

Logs are also not having any useful information.

could some one please help me in resolving this."
17477,Redmine,Defect,"",Closed,High,"Edit page picture can not upload, only 2 exclamation mark",yali liu,"",2014-07-16 14:04,"","","","","",0,2014-07-16 11:11,2014-07-16 14:04,"",Invalid,2.5.2,"Edit page picture can not upload, only 2 exclamation mark

!!!!!!!!!!!!!!!!!!!!!!!!

Click the picture, is full of exclamation mark."
17459,Redmine,Defect,"",Closed,Normal,Duplicate attachments in the History Field,Dmitriy Dranenko,"",2014-08-09 07:49,Attachments,"","","","",0,2014-07-14 14:05,2014-08-09 07:49,"",Invalid,1.4.6,"Hi All,

I have issue with: duplicate attachments in the History Field.
How can I fix this?
"
17456,Redmine,Patch,"",Closed,Normal,Japanese translation change (custom fields),Go MAEDA,"",2014-07-16 06:40,Translations,2.6.0,"","","",0,2014-07-14 05:29,2014-07-16 06:40,"","","","Improved 5 strings more clear, concise."
17453,Redmine,Defect,"",Closed,Normal,Linking to page on same domain...,Friedrich Schiller,"",2014-07-13 02:48,Wiki,"","","","",0,2014-07-12 19:04,2014-07-13 02:44,"",Invalid,"","Hi there!

Normally, when using
<pre>
""Link to projects"":/projects
</pre>

p((. results in:
 ""Link to projects"":/projects &nbsp;&nbsp;&nbsp;(@www.redmineserver.org/projects@)

@
@

However, if redmine-website is located under say 
&nbsp;&nbsp;&nbsp;  *@www.redmineserver.org/redm/@*

then 
<pre>
""Link to projects"":/projects
</pre>
*will +incorrectly+ link to* 
&nbsp;&nbsp;&nbsp;@www.redmineserver.org/projects@

It *should actually* link to
&nbsp;&nbsp;&nbsp;@www.redmineserver.org/redm/projects@

@
@

The problem is there, even if I have set 
_Administration->Settings->General_
* Host name and path: @redmineserver.org/redm@

@
@

*Suggestion:*
Perhaps a new syntax is needed...

<pre>
""link"":/projects    # links to <Host name and path>/projects
""link""::/otherpage  # links to <Host name>/otherpage

                    #          <Host name and path>
                    #          as set under:
                    #          Administration->Settings->General
</pre>"
17451,Redmine,Patch,"",Closed,Normal,Bulgarian translation (r13217),Ivan Cenov,"",2014-07-13 02:50,Translations,2.5.3,"","","",0,2014-07-12 06:04,2014-07-13 02:50,"","","","Translated:
* label_radio_buttons"
17446,Redmine,Defect,"",Closed,Normal,Error when editing custom field with blank min_length or max_length,R Sonnenberg,Jean-Philippe Lang,2014-07-14 17:52,Time tracking,2.4.7,"","","",0,2014-07-11 09:51,2014-07-14 17:52,"",Fixed,2.4.2,"Hi,

after adding a custom field to my time tracking, adding and editing time entries always fails _when this custom field has been filled_.
I've tried 2 different custom field, both lead to the exact same error:

* Custom field of type 'Integer', not mandatory, added to Spent Time
* Custom field of type 'Boolean', not mandatory (obviously), added to Spent Time

I can add the fields without any issue, and when I leave them empty, I can still add time entries, but when either (or both) custom field is filled, I get an 500 internal server error.

The error log shows the following details:

<pre>
Started PUT ""/projects/l-t-media/time_entries/46"" for 213.127.211.250 at 2014-07-11 09:29:00 +0200
Processing by TimelogController#update as HTML
  Parameters: {""utf8""=>""?"", ""authenticity_token""=>""<removed for security reasons>"", ""back_url""=>""http://<removed for security reasons>/projects/myproject/time_entries"", ""time_entry""=>{""issue_id""=>"""", ""spent_on""=>""2014-07-10"", ""hours""=>""1.0"", ""comments""=>""Reistijd Nijmegen-Arnhem-Nijmegen"", ""activity_id""=>""12"", ""custom_field_values""=>{""6""=>""64""}}, ""commit""=>""Bewaren"", ""project_id""=>""myproject"", ""id""=>""47""}
  Current user: Rinck (id=1)
Completed 500 Internal Server Error in 11.7ms

NoMethodError (undefined method `>' for nil:NilClass):
  app/models/custom_field.rb:355:in `validate_field_value_format'
  app/models/custom_field.rb:334:in `validate_field_value'
  app/models/custom_field_value.rb:46:in `validate_value'
  lib/plugins/acts_as_customizable/lib/acts_as_customizable.rb:126:in `each'
  lib/plugins/acts_as_customizable/lib/acts_as_customizable.rb:126:in `validate_custom_field_values'
  app/controllers/timelog_controller.rb:155:in `update'
</pre>

<pre>
Environment:
  Redmine version                2.4.2.stable
  Ruby version                   1.9.3-p0 (2011-10-30) [x86_64-linux]
  Rails version                  3.2.16
  Environment                    production
  Database adapter               Mysql2
SCM:
  Filesystem                     
Redmine plugins:
  no plugin installed</pre>

Additional info:
* I am using the Dutch language version of Redmine
* I am using the A1 theme (http://redminecrm.com/pages/a1-theme)

Since I installed Redmine from the default Ubuntu 12.04 repositories, it is not easy for me to upgrade to the latest version to test it there. I do have an older version of Redmine running on a different server (running redmine 1.3.2) and that instance has the exact same custom fields and it works like a charm.

Hoping someone can get this fixed! :)"
