#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
24073,Redmine,Defect,"",Closed,Normal,Redmine requires Bundler 1.5.0 or higher (you're using 1.3.5).,Marlon Ferreira Minotti,"",2016-10-15 05:25,"","","","","",0,2016-10-14 21:34,2016-10-15 05:25,"",Invalid,"","WEB:

Redmine requires Bundler 1.5.0 or higher (you're using 1.3.5).

Server:
#:/usr/share/redmine-3.3$ sudo bundler -v
Bundler version 1.13.4

1.13.4 is greater than 1.5.0
1.13.4 > 1.5.0

if (1.13.4 > 1.5.0){
   echo true;
}

Output: TRUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUE; VERY TRUE;

GOD, 1.13.4 IS GREATER THAN 1.5.0. SO, WHAT'S HAPPEN?

HELP ME PLEASE. I'M LOSING MONTHS OF LIFE BECAUSE OF THIS.

REDMINE VERSION: 3.3.1
UBUNTU VERSION: 14.04
"
24072,Redmine,Patch,"",New,Normal,Added formatting for email notifications,Bryan Settles,"",2016-10-15 06:28,Email notifications,"","","","",0,2016-10-14 21:10,"","","","","This is meant to allow email notifications to show due date, and separate the issues that are past due from the ones that are due in the next (custom amount) of days"
24066,Redmine,Defect,"",Closed,Normal,Issue after upgrading to MariaDB 10.1.18,heykel limaiem,"",2016-10-14 05:38,"","","","","",0,2016-10-14 05:12,2016-10-14 05:38,"",Invalid,"","After upgrading my local MariaDB version i can't run redmine anymore; after checking the log i found out this:

<pre>
[ 2016-10-13 21:33:36.2518 2319/7f763b7fe700 age/Cor/Con/CheckoutSession.cpp:285 ]: [Client 2-3] Cannot checkout session because a spawning error occurred. The identifier of the error is 4f8ea207. Please see earlier logs for details about the error.
App 6817 stdout: 
App 6817 stdout: 
[ 2016-10-13 22:09:26.5580 2319/7f76401f1700 age/Cor/App/Implementation.cpp:304 ]: Could not spawn process for application /var/...../bugs: An error occurred while starting up the preloader.
  Error ID: 3ada3e39
  Error details saved to: /tmp/passenger-error-KQidBu.html
  Message from application: There was an error while trying to load the gem 'mysql2'. (Bundler::GemRequireError)
  /usr/local/share/gems/gems/bundler-1.11.2/lib/bundler/runtime.rb:80:in `rescue in block (2 levels) in require'
  /usr/local/share/gems/gems/bundler-1.11.2/lib/bundler/runtime.rb:76:in `block (2 levels) in require'
  /usr/local/share/gems/gems/bundler-1.11.2/lib/bundler/runtime.rb:72:in `each'
  /usr/local/share/gems/gems/bundler-1.11.2/lib/bundler/runtime.rb:72:in `block in require'
  /usr/local/share/gems/gems/bundler-1.11.2/lib/bundler/runtime.rb:61:in `each'
  /usr/local/share/gems/gems/bundler-1.11.2/lib/bundler/runtime.rb:61:in `require'
  /usr/local/share/gems/gems/bundler-1.11.2/lib/bundler.rb:99:in `require'
  /var/www/vhosts/f.....bugs/config/application.rb:5:in `<top (required)>'
  /var/www/vhosts/.....bugs/config/environment.rb:2:in `require'
  /var/www/vhosts/.....bugs/config/environment.rb:2:in `<top (required)>'
  config.ru:3:in `require'
  config.ru:3:in `block in <main>'
  /usr/share/gems/gems/rack-1.6.4/lib/rack/builder.rb:55:in `instance_eval'
  /usr/share/gems/gems/rack-1.6.4/lib/rack/builder.rb:55:in `initialize'
  config.ru:1:in `new'
  config.ru:1:in `<main>'
  /usr/share/passenger/helper-scripts/rack-preloader.rb:110:in `eval'
  /usr/share/passenger/helper-scripts/rack-preloader.rb:110:in `preload_app'
  /usr/share/passenger/helper-scripts/rack-preloader.rb:156:in `<module:App>'
  /usr/share/passenger/helper-scripts/rack-preloader.rb:30:in `<module:PhusionPassenger>'
  /usr/share/passenger/helper-scripts/rack-preloader.rb:29:in `<main>'


[ 2016-10-13 22:09:26.5675 2319/7f763affd700 age/Cor/Con/CheckoutSession.cpp:285 ]: [Client 3-3] Cannot checkout session because a spawning error occurred. The identifier of the error is 3ada3e39. Please see earlier logs for details about the error.
</pre>"
24062,Redmine,Patch,"",Closed,Normal,Allow only vertical reorderingin sortable lists,Vincent Robert,Jean-Philippe Lang,2016-12-03 09:42,UI,3.3.2,"","","",0,2016-10-13 12:13,2016-12-03 09:42,関連している #12909,"","","Here is a patch which allows only vertical reordering for positioned items:

<pre><code class=""diff"">
From: Vincent Robert <vincent.robert@nanego.com>
Date: Thu, 13 Oct 2016 12:04:01 +0200
Subject: Vertical reordering only

---
 public/javascripts/application.js | 1 +
 1 file changed, 1 insertion(+)

diff --git a/public/javascripts/application.js b/public/javascripts/application.js
index 087d3de..b303702 100644
--- a/public/javascripts/application.js
+++ b/public/javascripts/application.js
@@ -597,6 +597,7 @@ function beforeShowDatePicker(input, inst) {
     }, options );

     return this.sortable($.extend({
+      axis: 'y',
       handle: "".sort-handle"",
       helper: function(event, ui){
         ui.children('td').each(function(){
--
</code></pre>

Thank you for considering this tiny contribution ;)"
24061,Redmine,Defect,"",New,Normal,Tickets can be watched by users who are not available in specific tracker,Maxim Kru?ina,"",2016-10-13 04:30,Issues,"","","","",0,2016-10-12 21:49,"","関連している #23172, 関連している #16133","",3.3.1,"It's basically the same as solved here: #23172 - but now it's not about assignee but about watchers.
In 3.3.1 assignee list is fixed, so now can be issues assigned only to users available in selected tracker.
The same shoud be fixed for watchers. Now we can add watchers which are not available in specific tracker - the list of possible watchers shoul be limited only to users available in selected tracker."
24052,Redmine,Defect,"",Closed,Normal,"Unable to select columns in Administration, Settings, Issue Tracking, Default columns displayed on the issue list",Eric Ross,"",2016-10-18 05:29,Administration,"","","","",0,2016-10-11 22:04,2016-10-18 05:29,"",Invalid,3.3.0,"I recently installed 3.3.0.stable on Centos 7 on Amazon EC2.  Everything seems to work except for 2 issues - selecting the default columns and importing.  Initially, some columns were showing under ""Selected columns"".  All could be removed except for ""Priority"".  Now no columns can be added.

There are no errors in the Apache logs or production.log.  Clicking on the arrows in the Issue Tracking screen does not trigger any logging either in production.log.



Redmine 3.3.0.stable - checked
Default administrator account changed - checked
Attachments directory writable  - checked
Plugin assets directory writable (./public/plugin_assets) - checked
RMagick available (optional) - checked 	
ImageMagick convert available (optional) - checked

Here are the version numbers:

Database: MariaDB-server-10.1.18-1.el7

Environment:
  Redmine version                3.3.0.stable
  Ruby version                   2.3.1-p112 (2016-04-26) [x86_64-linux]
  Rails version                  4.2.6
  Environment                    production
  Database adapter               Mysql2
SCM:
  Git                            1.8.3.1
  Filesystem                     
Redmine plugins:
  redhopper                      1.0.4

"
24051,Redmine,Patch,"",Resolved,Normal,"As a non-admin user using API, I want to be able to filter users by their username without getting forbidden exception",David C?t?-Tremblay,"",2016-11-02 17:51,REST API,"","","","",0,2016-10-11 20:36,"",関連している #7773,"","","We created an Odoo -> Redmine connector for uploading time spent from Redmine to HR tools in Odoo (https://github.com/savoirfairelinux/connector-redmine/tree/ddufresne_port_to_8_0).

When we call that function from a superuser API key, all works well, but when it is normal user API key, it does return a forbidden exception : 

<pre>
redmine_api.user.filter(name=""SOMEUSERNAME"")
</pre>

I think that to reinforce security by not giving superuser Redmine API key to Odoo would be interesting.

That would be possible by allowing standard Redmine users to use API to filter users by their username instead of throwing an exception."
24049,Redmine,Defect,"",Closed,Low,Records in table time_entries with null value at field issue_id,Miguel Salcedo Menendez,"",2016-12-11 03:25,Time tracking,"","","","",0,2016-10-11 16:42,2016-12-11 03:25,次のチケットと重複 #24577,Duplicate,3.3.1,It appears records at the table time_entries with an empty issue_id. I think this is not correct. Generaly it occurs when a user modify a time imputation for example to change de issue id.
24047,Redmine,Defect,"",Closed,Low,Problem with api plugin,Yen Ho,"",2016-10-11 13:05,"","","","","",0,2016-10-11 11:42,2016-10-11 13:05,"",Invalid,"","Before I writed some APIs in plugins folder, they work well with redmine version 2.5.2.
But after I upgraded redmine version 3.3.0 then these APIs don't still work. I don't know why?
Could you help me?"
24041,Redmine,Defect,"",Closed,Normal,"Issue subject is not updated when you select another issue in the new ""Log time"" page",Marius BALTEANU,Jean-Philippe Lang,2017-07-02 07:32,Time tracking,3.4.0,"","","",0,2016-10-10 23:46,2016-11-26 09:56,"",Fixed,3.3.1,"To reproduce:
# Open an issue
# Click ""Log time""
# Observe that the issue subject is displayed next to issue (issue_2.png)
# Select another issue in the issue field 
# Observe that the issue subject is still the same  (issue_3.png) even if I selected another issue

The attached patch fixes this issue. "
