#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
14527,Redmine,Patch,"",New,Normal,Git-smart-http authentication by repository,Ciprian Ciubotariu,"",2013-07-24 00:16,SCM extra,"","","","",0,2013-07-23 17:05,"","","","","This patch allows the repository name to differ from the project name.

We migrated to a multi-repository per project setup after the whole infrastructure (scripts, build servers etc.) was set up. At this point we considered that renaming all the repositories to match the project identifier is too time-consuming and error-prone.

The compromise we found is to path the authentication script so that is also looks at the pool of repository identifiers when authenticating a git-smart-http request:

# extract the project/repository identifier from the request URI
# if it is a project identifier, use that project to authenticate the request
# if it is a repository identifier, use the first project it belongs to authenticate the request.

While this patch does not represent a full solution to the multi-repository problem, I hope it helps others in the same situation as us."
14526,Redmine,Defect,"",Closed,Normal,Default Theme: Apparent strange behaviour with the main-menu when many submenus are added,Shmuel Levine,"",2013-07-23 22:01,Themes,"","","","",0,2013-07-23 16:56,2013-07-23 22:01,次のチケットと重複 #6624,Duplicate,2.3.2,"When using the Default Theme (may be true of others as well, but not yet tested), I have an issue that when plugins add many items to the main-menu, the main menu becomes unwieldly long and exceeds the width of the rest of the page.  

1) I would expect for the menu items to wrap nicely once they reach the screen width and not force me to scroll to see all of the items.  

2) To make things worse, because the overall background is white, the menu items are unreadable unless hovering over them.

3) The issue appears to be related to the main application.css stylesheet located in public/stylesheets.  #main-menu has set margin-right to be -500px.  When this is removed, everything works as expected.

-- Is there a reason for this setting in the stylesheet?  It would seem to cause some major formatting issues.
---> I do not want to manually change this on my system as it would then affect any future updates...
---> I know that I can make a custom theme that just overrides this item, and I will in the interim, but this seems to me to be an issue that other would be having as well."
14522,Redmine,Defect,"",Closed,High,"upgrade to 2.3, web site can't be running any more",Lynn Lin,"",2013-07-23 18:42,"","","","","",0,2013-07-23 11:14,2013-07-23 18:42,"",Invalid,"","The previous version is 1.4. I am on ubuntu 13.0 and upgrade to 2.3

it report 
A source file that the application requires, is missing.
It is possible that you didn't upload your application files correctly. Please check whether all your application files are uploaded.
A required library may not installed. Please install all libraries that this application requires.
Further information about the error may have been written to the application's log file. Please check it in order to analyse the problem.
Error message:
Please install the mysql2 adapter: `gem install activerecord-mysql2-adapter` (cannot load such file -- mysql2)

however I did install mysql2
see gem list output 
*** LOCAL GEMS ***

actionmailer (3.2.13)
actionpack (3.2.13)
activemodel (3.2.13)
activerecord (3.2.13)
activerecord-mysql2-adapter (0.0.3)
activeresource (3.2.13)
activesupport (3.2.13)
arel (3.0.2)
blankslate (2.1.2.4)
builder (3.2.0)
bundler (1.3.5)
coderay (1.0.9)
erubis (2.7.0)
hike (1.2.1)
i18n (0.6.1)
journey (1.0.4)
mail (2.5.4)
memcache-client (1.8.5)
mime-types (1.23)
multi_json (1.3.6)
mysql (2.8.2)
mysql2 (0.3.13)
net-http-persistent (2.8)
net-ldap (0.3.1)
polyglot (0.3.3)
rack (1.5.2)
rack-cache (1.2)
rack-openid (1.3.1)
rack-ssl (1.3.2)
rack-test (0.6.2)
rails (3.2.13)
railties (3.2.13)
rake (10.0.4)
rchardet (1.3)
rdoc (3.9.4)
ruby-hmac (0.4.0)
ruby-openid (2.1.8)
sprockets (2.4.3, 2.1.3)
thor (0.18.1)
tilt (1.3.3)
treetop (1.4.14)
tzinfo (0.3.33)
yajl-ruby (1.1.0)
"
14521,Redmine,Patch,"",Closed,Normal,Update Spanish translations for trunk and 2.3.x,Jorge L?pez,"",2013-07-24 15:47,Translations,"","","","",0,2013-07-23 10:38,2013-07-24 15:47,"","","","I have attached two diff files which can be applied against @2.3-stable@ and @trunk@ respectively.

They contain some strings that were not translated yet."
14518,Redmine,Defect,"",Closed,Normal,Plugin Anonymous watcher can not send email when update Redmine 2.3.1,Long Nguyen Hai,"",2017-09-25 21:58,Email notifications,"","","","",0,2013-07-23 09:50,2013-07-23 15:09,"",Invalid,2.3.1,"Hi all!

When I update redmine from 2.1.2 to 2.3.1, the Plugin ""Anonymous Watcher"":http://www.redmine.org/plugins/anonymous-watchers can not send email to anonymous. 
Something wrong here but i don't detect it. Please help me!

Info: 
* Redmine 2.3.1
* Ruby 1.9.3p194 (2012-04-20 revision 35410) [x86_64-linux]
* Gem 1.8.24
"
14517,Redmine,Defect,"",Closed,Normal,"Missing Html Tile on Admin (Groups, LDAP and Plugins)",Tide _,"",2013-07-28 13:50,UI,2.4.0,"","","",0,2013-07-23 05:29,2013-07-28 13:50,"",Fixed,"","The html tile is missing for the pages:
Admin/Groups
Admin/LDAP Authentication
Admin/Plugins"
14516,Redmine,Defect,"",Closed,Normal,Missing Sort Column Label and Center Align on Admin-Enumerations,Tide _,"",2013-07-28 13:53,UI,2.4.0,"","","",0,2013-07-23 05:25,2013-07-28 13:53,"",Fixed,2.3.2,"On the Enumerations page in the admin are the sort column is missing a label.

Also, the sort buttons are not center aligned."
14511,Redmine,Defect,"",Closed,Normal,warning: class variable access from toplevel on Ruby 2.0,Pascal H,"",2013-07-28 14:09,Ruby support,2.3.3,"","","",0,2013-07-22 00:17,2013-07-28 14:09,"",Fixed,2.3.2,"At each start this error message appears in httpd error_log:

<pre>
/path/to/redmine/lib/SVG/Graph/Graph.rb:3: warning: class variable access from toplevel
</pre>

Version information:
<pre>
Environment:
  Redmine version                2.3.2.stable
  Ruby version                   2.0.0-p247 (2013-06-27) [x86_64-linux]
  Rails version                  3.2.13
  Environment                    production
  Database adapter               Mysql2
Redmine plugins:
  no plugin installed
</pre>

<pre>
[root@localhost ~]# httpd -v
Server version: Apache/2.4.4 (Fedora)
Server built:   May 20 2013 09:27:20
</pre>

<pre>
[root@localhost ~]# passenger -v
Phusion Passenger version 4.0.10
</pre>"
14510,Redmine,Defect,"",Closed,Urgent,Video Flash ,carlos ponticelli,"",2013-07-22 05:47,Documentation,"","","","",0,2013-07-21 21:51,2013-07-22 05:47,"",Invalid,"",realizacion video flas hipeers 
14509,Redmine,Patch,"",New,Normal,Add view hook to associated revision partial,Andreas ?man,"",2016-12-30 09:25,Hook requests,"","","","",0,2013-07-21 16:41,"","","","","I have a plugin that decorates each associated revision with some extra data.

To achieve that I had to add this hook in the _changesets.html.erb partial and I'd like to get it upstream,

thanks
/Andreas
"
14507,Redmine,Defect,"",Closed,Normal,"why 2.1.4 DrawPrimitivesTest's ""ccPointSize(64);""  can't work?????",shijie huo,"",2013-07-20 16:46,"","","","","",0,2013-07-20 13:44,2013-07-20 16:46,"",Invalid,"","ccPointSize(64);
ccDrawColor4B(255,0,0,255);
glEnable(GL_VERTEX_PROGRAM_POINT_SIZE);  
ccDrawPoint( VisibleRect::center() );
glDisable(GL_VERTEX_PROGRAM_POINT_SIZE); 

the above is my code,but it's can't work, the point's size is not changed."
14506,Redmine,Defect,"",New,Normal,Multiple repositories not visible if main repository is empty,Matthias Lohr,"",2013-07-20 13:24,SCM,"","","","",0,2013-07-20 13:24,"","","",2.3.2,"If there are multiple repositories are configured (in my case both with git) and the main repository is empty, a 404 error is displayed - without the sidebar for selecting another repository."
14502,Redmine,Patch,"",Closed,Normal,Russian translation for 2.3-stable,Toshi MARUYAMA,"",2013-09-05 13:24,Translations,2.3.3,"","","",0,2013-07-19 18:01,2013-09-05 13:24,"","","",From #14501.
14501,Redmine,Patch,"",Closed,Normal,Russian translation for 'description_*' strings and new strings,Alex Stein,"",2013-07-20 05:35,Translations,"","","","",0,2013-07-19 17:09,2013-07-20 05:35,"","","","Fixed missed russian translation strings.

here in attach git-diff file for master branch commit 76ab4710a8a4fd6f2482fe84a1b3dea317f50965"
14500,Redmine,Defect,"",Closed,Normal,How to migrate database from Redmine 0.7.3 to 2.3.2 CentOS?,yuli georgiev,"",2013-07-19 17:00,"","","","","",0,2013-07-19 16:05,2013-07-19 17:00,"",Invalid,"","Hello,
I have old Redmine 0.7.3 on CentOS 4.8.
I installed new Redmine 2.3.2 on CentOS 5.9

How to migrate the old database Redmine to the new?
Please, give me detailed instruction.

Thanks in advanced. :)"
14496,Redmine,Defect,"",Closed,Normal,Permission check on an unused custom field leads to unwanted restriction for the ticket status,J?rgen Diez,"",2013-08-20 10:11,Permissions and roles,"","","","",0,2013-07-19 10:57,2013-08-20 10:11,"",Invalid,2.2.0,"We have several project with different custom fields.

For these custom fields we defined rules where it is required for a certain status.

However for some projects these custom fields are completely irrelevant and therefore deactivated in the project configuration. Now these field are not available in these project.

The problem is that we can't set the status of the ticket now, because the field is not available in that project but required in the projects where it is used.

The permissions for custom field should be changed to be checked only if a custom field is selected in a project."
14495,Redmine,Defect,"",Closed,Normal,Тест,Stas Butkeev,"",2013-07-19 09:13,"","","","","",0,2013-07-19 08:41,2013-07-19 09:13,"",Invalid,"",Бла бла бла
14491,Redmine,Defect,"",Closed,Normal,MailHandler: Unable to determine target project (when allow_override=project and project=unassigned is used),Deoren Moor,Jean-Philippe Lang,2014-10-20 08:38,Email receiving,2.6.0,"","","",0,2013-07-18 16:46,2014-10-20 08:38,"",Fixed,2.3.2,"We've had a problem with emails being rejected inexplicably for a long while now, but only recently did I realize that I could specify @RAILS_ENV=""development""@ to enable more detailed logging. That done, this is what the development.log file had to say:

<pre>
Receiving message 14135
  ^[[1m^[[35mUser Load (0.7ms)^[[0m  SELECT `users`.* FROM `users` WHERE `users`.`type` IN ('User', 'AnonymousUser') AND (LOWER(mail) = 'jdoe@example.com') LIMIT 1
  ^[[1m^[[36mProject Load (0.2ms)^[[0m  ^[[1mSELECT `projects`.* FROM `projects` WHERE `projects`.`identifier` IS NULL LIMIT 1^[[0m
MailHandler: missing information from John Doe: Unable to determine target project
</pre>

Here is the scraping script that we use:

<pre>
#!/bin/bash

# Purpose:   Fetch emails and import into Redmine
# Reference: http://www.redmine.org/projects/redmine/wiki/RedmineReceivingEmails

cd /opt/redmine

sudo -u www-data bundle exec rake -f /opt/redmine/Rakefile redmine:email:receive_imap \
    RAILS_ENV=""development"" \
    host=mail.example.com username=support@example.com password=PASSWORD \
    move_on_success=accepted_emails move_on_failure=rejected_emails \
    project=unassigned category=unassigned tracker=support \
    no_permission_check=1 unknown_user=accept port=993 ssl=1 \
    allow_override=project,tracker,status,priority,category,assigned_to,\
    fixed_version,start_date,due_date,estimated_hours,\
    done_ratio > /dev/null 2>&1
</pre>

What is odd is that I can mark the email as unread, place it back in the Inbox and let the script try again and 9/10 times it will successfully pick it on the 2nd try. I haven't been running the scraping process in development mode long enough to see what the other failures log."
14490,Redmine,Defect,"",Closed,Normal,Redmine Low Performance,Bishoy Medhat,"",2013-07-18 18:36,"","","","","",0,2013-07-18 16:25,2013-07-18 18:36,"",Invalid,2.1.2,"*+Dear All:+*

i Have Faced a problem of Low Performance while using Version *2.1.2* Installed on Windows Server 2003 and Database *mySql* and about 40 users only .. if i restarted the Sever it works well till 2 days maximum and return slow again .. please help me
"
14489,Redmine,Defect,"",Closed,Normal,Wrong CSS for large menu,Francesco V,"",2013-10-01 06:52,UI,"","","","",0,2013-07-18 14:30,2013-10-01 06:52,次のチケットと重複 #6624,Duplicate,2.3.1,"When I see project page in italian language very long menu, on right side, appairs like white text on white background (see attachment).
Page width is lesser than menu width, expecially for empty project.

Environment:
  Redmine version                          2.3.1.stable
  Ruby version                             1.9.3 (i686-linux)
  Rails version                            3.2.13
  Environment                              production
  Database adapter                         MySQL
Redmine plugins:
  no plugin installed"
