#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
26389,Redmine,Defect,"",Closed,Normal,summary issue list disappeared from project overview page,Randa Bustami,"",2017-07-10 07:57,"","","","","",0,2017-07-09 15:06,2017-07-10 07:57,次のチケットと重複 #26376,Duplicate,"","summary issue list disappeared from project overview page after upgrade to 3.4.0 for all users except admin
"
26388,Redmine,Defect,"",Closed,Normal,Remove unnecessary spaces from CHANGELOG,Go MAEDA,"",2017-07-09 09:24,Documentation,"","","","",0,2017-07-09 07:06,2017-07-09 09:24,"","","","Unnecessary spaces around a subject should be stripped when generating CHANGELOG (please see #25616#note-14).
These patches will fix the changelog generator and CHANGELOG."
26387,Redmine,Defect,"",Closed,Normal,Error displaying time entries filtered by Activity,Ulisse Bemer,Jean-Philippe Lang,2017-07-16 13:48,Time tracking,3.4.2,"","","",0,2017-07-08 22:02,2017-07-16 13:48,"",Fixed,3.4.1,"Hi,

first of all, thank you for developing this great project.

I noticed that when I'm going into the ""Time tracking"" section, if I add to the default Date filter also an Activity filter and then I apply it, a red band appears reading:
""An error occurred while executing the query and has been logged. Please report this error to your Redmine administrator.""

By reading the log, I tracked down the cause: a JOIN was missing in the time_entry_query that is used to calculate the sum of the hours (the missing JOIN was to the ""enumerations"" table, that's why it raised an error whenever I added an activity filter.

I solved by changing one line in the app/models/time_entry_query.rb file, from this:
>  map_total(scope.sum(:hours)) {|t| t.to_f.round(2)}
to this:
>  map_total(scope.includes(:activity).sum(:hours)) {|t| t.to_f.round(2)}

If it's correct, would you please commit the change to the current tree so that it makes it in the next release?
Thank you!
"
26386,Redmine,Defect,"",Closed,Normal,Mysql: Unable to update ticket with Emoji,Raju M,"",2017-07-08 08:29,"","","","","",0,2017-07-08 07:22,2017-07-08 08:28,"",Duplicate,"","Getting below error while updating ticket with emoji. Please help me to resolve the issue.


Completed 500 Internal Server Error in 61ms (ActiveRecord: 16.1ms)

ActiveRecord::StatementInvalid (Mysql2::Error: Incorrect string value: '\xF0\x9F\x98\x8A' for column 'notes' at row 1: INSERT INTO `journals` (`journalized_id`, `journalized_type`, `user_id`, `notes`, `created_on`) VALUES (5068, 'Issue', 4, 'Testing with emoji  ?', '2017-07-08 04:46:21')):
  app/models/journal.rb:67:in `save'
  app/models/issue.rb:1690:in `create_journal'
  app/models/issue.rb:210:in `create_or_update'
  app/controllers/issues_controller.rb:515:in `block in save_issue_with_child_records'
  app/controllers/issues_controller.rb:503:in `save_issue_with_child_records'
  app/controllers/issues_controller.rb:179:in `update'
  lib/redmine/sudo_mode.rb:63:in `sudo_mode'
"
26380,Redmine,Defect,"",Closed,Normal,Un-install  Redmine CRM plugin (Light version),Raju M,"",2017-07-07 14:30,"","","","","",0,2017-07-07 12:14,2017-07-07 14:30,"",Invalid,"","To uninstall plugin i used the following command but still showing in plugins list.
rake redmine:plugins NAME=redmine_contacts VERSION=0 RAILS_ENV=production 
rm -r vendor/plugins/redmine_contacts"
26379,Redmine,Defect,"",Closed,Normal,Fix thumbnail rendering for images with height >> width,Gabriel Cardoso,Jean-Philippe Lang,2017-07-16 13:49,Attachments,3.4.2,"","","",0,2017-07-07 12:05,2017-07-16 13:49,"",Fixed,3.4.0,"The ImageMagick format rule being `100x100>` (given 100 as thumbnail size in settings), when uploading images with a height much greater than the width (like websites templates) the thumbnail will have a height of 100px and a computed width so homothety is respected.

In the `thumbnail_tag` helper from `ApplicationHelper`, the width attribute is set width `Setting.thumbnails_size`. I suggest to remove this attribute from the image tag since the source thumbnail has the right size. 

Am I missing some cases where this change could have an important impact ?"
26377,Redmine,Defect,"",Closed,Normal,500 Internal Server Error while search in projects,Raju M,"",2017-07-07 11:04,Database,"","","","",0,2017-07-07 08:19,2017-07-07 11:04,"","","","Recently i migrated from windows to linux.
Getting below error in my production log while searching in projects.
And also, I am not able to update ticket with emoji symbol.
All other things are working fine.
Please help me how to resole the issue.

ActiveRecord::StatementInvalid (Mysql2::Error: Unknown column 'contacts.visibility' in 'where clause': SELECT DISTINCT `contacts`.`created_on`, `contacts`.`id` FROM `contacts` LEFT OUTER JOIN `contacts_projects` ON `contacts_projects`.`contact_id` = `contacts`.`id` LEFT OUTER JOIN `projects` ON `projects`.`id` = `contacts_projects`.`project_id` LEFT OUTER JOIN `addresses` ON `addresses`.`addressable_id` = `contacts`.`id` AND `addresses`.`address_type` = 'business' AND `addresses`.`addressable_type` = 'Contact' LEFT OUTER JOIN `notes` ON `notes`.`source_id` = `contacts`.`id` AND `notes`.`source_type` = 'Contact' WHERE ((projects.id <> -1 ) AND ((contacts.visibility = 1) OR ((1=0)) )) AND (((contacts.first_name LIKE '%asd%') OR (contacts.middle_name LIKE '%asd%') OR (contacts.last_name LIKE '%asd%') OR (contacts.company LIKE '%asd%') OR (contacts.email LIKE '%asd%') OR (addresses.full_address LIKE '%asd%') OR (contacts.background LIKE '%asd%') OR (notes.content LIKE '%asd%')))  ORDER BY `contacts`.`created_on` DESC, `contacts`.`id` DESC):
  lib/plugins/acts_as_searchable/lib/acts_as_searchable.rb:171:in `fetch_ranks_and_ids'
  lib/plugins/acts_as_searchable/lib/acts_as_searchable.rb:91:in `search_result_ranks_and_ids'
  lib/redmine/search.rb:127:in `block in load_result_ids'
  lib/redmine/search.rb:125:in `each'
  lib/redmine/search.rb:125:in `load_result_ids'
  lib/redmine/search.rb:115:in `block in load_result_ids_from_cache'
  lib/redmine/search.rb:114:in `load_result_ids_from_cache'
  lib/redmine/search.rb:99:in `result_ids'
  lib/redmine/search.rb:70:in `result_count'
  app/controllers/search_controller.rb:75:in `index'
  lib/redmine/sudo_mode.rb:63:in `sudo_mode'
"
26376,Redmine,Defect,"",Closed,Normal,Wrong issue counts and spent time on project overview,Serhiy Yefremenko,Jean-Philippe Lang,2017-07-24 19:42,Projects,3.4.1,"","","",0,2017-07-06 19:47,2017-07-08 14:57,"関連している #25828, 次のチケットが重複 #26084, 次のチケットが重複 #26389",Fixed,3.4.0,"After switching to 3.4.0 from 3.3.3 got the problem on project overview page. With non-admin user issue table is empty and total spent time is 0.0, even though ""all issues"" page and time report show correct data. 
I saw related issues posted here but open new one because another version is affected and also because it seems to me that I found the reason.
I was able to trace the bug to the method @User#project_ids_by_role@, which returned wrong data. The actual reason lives in :visible scope of Project:
<pre>
scope :visible, lambda {|*args| where(Project.visible_condition(args.shift || User.current, *args)) }
</pre>
Because of this method chain, any query to Project from @User#project_ids_by_role@ adds condition for parent id. So even if you place break point inside that method and call Project.first, you will get something like
<pre>
SELECT * FROM Project WHERE project.id = ? LIMIT 1
</pre>

Looks like it's a bug affecting ActiveRecord 4.2.8, discussed here:
https://github.com/rails/rails/issues/29445
https://github.com/rails/rails/issues/29338

The actual problem with missing issues and time can be solved commenting first line in @User#project_ids_by_role@ (result caching) but it's not a valid solution. Also 3.3.3 and 3.3.4 seem to do same things but the bug is not reproduced on our data so we stick with 3.3.4 for now."
26372,Redmine,Defect,"",Closed,Normal,Error when read issue details - thats right now,Rene Kolbe,"",2017-07-06 14:29,Issues,"","","","",0,2017-07-06 13:42,2017-07-06 14:29,"",Invalid,3.0.4,"Hello,
the next problem i have is a problem with showing issue details. I get this error:
<pre>
Started GET ""/issues/16823"" for 10.20.1.35 at 2017-07-06 13:27:43 +0200
Processing by IssuesController#show as HTML
  Parameters: {""id""=>""16823""}
  Current user: Rene.Kolbe (id=1080)
  Rendered issues/_action_menu.html.erb (46.8ms)
  Rendered issue_relations/_form.html.erb (0.0ms)
  Rendered issues/_relations.html.erb (156.3ms)
  Rendered issues/_history.html.erb (31.3ms)
  Rendered issues/_action_menu.html.erb (0.0ms)
  Rendered issues/_form.html.erb (125.0ms)
  Rendered issues/_edit.html.erb (281.3ms)
  Rendered issues/show.html.erb within layouts/base (1390.7ms)
Completed 500 Internal Server Error in 2203ms (ActiveRecord: 297.0ms)

ActionView::Template::Error (undefined method `consider_workflow?' for #<Role:0x94ae4b8>):
    1: <%= labelled_fields_for :issue, @issue do |f| %>
    2: <%= call_hook(:view_issues_form_details_top, { :issue => @issue, :form => f }) %>
    3: 
    4: <% if @issue.safe_attribute? 'is_private' %>
    5: <p style=""float:right; margin-right:1em;"">
    6:   <%= f.check_box :is_private, :no_label => true %><label class=""inline"" for=""issue_is_private"" id=""issue_is_private_label""><%= l(:field_is_private) %></label>
    7: </p>
  app/models/issue.rb:545:in `select'
  app/models/issue.rb:545:in `workflow_rule_by_attribute'
  app/models/issue.rb:516:in `read_only_attribute_names'
  app/models/issue.rb:424:in `safe_attribute_names'
  lib/redmine/safe_attributes.rb:66:in `safe_attribute?'
  app/views/issues/_form.html.erb:4:in `block in _app_views_issues__form_html_erb__415963202_78178788'
  app/helpers/application_helper.rb:1033:in `labelled_fields_for'
  app/views/issues/_form.html.erb:1:in `_app_views_issues__form_html_erb__415963202_78178788'
  app/views/issues/_edit.html.erb:8:in `block in _app_views_issues__edit_html_erb__611879031_78462012'
  app/helpers/application_helper.rb:1026:in `labelled_form_for'
  app/views/issues/_edit.html.erb:1:in `_app_views_issues__edit_html_erb__611879031_78462012'
  app/views/issues/show.html.erb:132:in `_app_views_issues_show_html_erb___861933822_80003988'
  app/controllers/issues_controller.rb:118:in `block (2 levels) in show'
  app/controllers/issues_controller.rb:115:in `show'
</pre>

What i've done? Install Redmine 3.0.4 on a new Windows Server 2012R2 and taking the existing Database of Redmine 2.3.3.

I hope anybody can help me - but i'm not a RoR Developer!

Thanks"
26371,Redmine,Defect,"",Closed,Normal,Error when read issue details,Rene Kolbe,"",2017-07-06 14:29,Issues,"","","","",0,2017-07-06 13:36,2017-07-06 14:29,"",Invalid,3.0.4,"Hello good People,

now i've the next problem and i hope somebody can help me:

<pre>
Started GET ""/custom_fields/32/edit"" for 10.20.1.35 at 2017-06-30 13:32:56 +0200
Processing by CustomFieldsController#edit as HTML
  Parameters: {""id""=>""32""}
  Current user: xx.xxx (id=1080)
  Rendered custom_fields/formats/_list.html.erb (15.6ms)
TinyTds::Error: A column has been specified more than once in the order by list. Columns in the order by list must be unique.: EXEC sp_executesql N'SELECT [roles].* FROM [roles] WHERE [roles].[builtin] = @0  ORDER BY roles.position ASC, roles.builtin ASC, roles.position ASC', N'@0 int', @0 = 0
  Rendered custom_fields/_form.html.erb (203.1ms)
  Rendered custom_fields/edit.html.erb within layouts/admin (203.1ms)
Completed 500 Internal Server Error in 219ms (ActiveRecord: 0.0ms)

ActionView::Template::Error (TinyTds::Error: A column has been specified more than once in the order by list. Columns in the order by list must be unique.: EXEC sp_executesql N'SELECT [roles].* FROM [roles] WHERE [roles].[builtin] = @0  ORDER BY roles.position ASC, roles.builtin ASC, roles.position ASC', N'@0 int', @0 = 0):
    44:               :data => {:enables => '.custom_field_role input'} %>
    45:         <%= l(:label_visibility_roles) %>:
    46:       </label>
    47:       <% Role.givable.sorted.each do |role| %>
    48:         <label class=""block custom_field_role"" style=""padding-left:2em;"">
    49:           <%= check_box_tag 'custom_field[role_ids][]', role.id, @custom_field.roles.include?(role), :id => nil %>
    50:           <%= role.name %>
  app/views/custom_fields/_form.html.erb:47:in `_app_views_custom_fields__form_html_erb___901772835_59902284'
  app/views/custom_fields/edit.html.erb:6:in `block in _app_views_custom_fields_edit_html_erb__233822614_60504744'
  app/helpers/application_helper.rb:1026:in `labelled_form_for'
  app/views/custom_fields/edit.html.erb:5:in `_app_views_custom_fields_edit_html_erb__233822614_60504744'
</pre>

My Config is:
Redmine version 3.0.4.stable
Ruby version 2.2.6-p396 (2016-11-15) [i386-mingw32]
Rails version 4.2.3
Environment production
Database adapter SQLServer

Please help me to find a solution - but i'm not a RoR Developer!

Best Regards

Ren?"
