#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
24348,Redmine,Defect,"",Closed,Normal,acts_as_versioned use old style (Rails 2.x) of method call for #all,Roman Shipiev,Jean-Philippe Lang,2016-11-26 10:02,Code cleanup/refactoring,3.2.5,"","","",0,2016-11-14 14:00,2016-11-26 10:02,関連している #19957,Fixed,"","@/lib/plugins/acts_as_versioned/lib/acts_as_versioned.rb@
<pre><code class=""ruby"">
          # Finds versions of a specific model.  Takes an options hash like <tt>find</tt>
          def find_versions(id, options = {})
            versioned_class.all({
              :conditions => [""#{versioned_foreign_key} = ?"", id],
              :order      => 'version' }.merge(options))
          end
</code></pre>"
24344,Redmine,Defect,"",Closed,Normal,Cannot upload file on an issue,Aniss El Amrani,"",2016-11-16 01:46,"","","","","",0,2016-11-14 10:58,2016-11-14 11:49,"",Invalid,3.0.7,"I got an error message while trying to upload a file into a redmine issue.
I had this in the log file:

----------------------------------
ActionView::Template::Error (5000540775 is out of range for ActiveRecord::Type::Integer with limit 4):
    1: <%= ""(#{l(:field_private_notes)}) "" if @journal.private_notes? -%><%= l(:text_issue_updated, :id => ""##{@issue.id}"", :author => @journal.user) %>
    2: 
    3: <% details_to_strings(@journal_details, true).each do |string| -%>
    4: <%= string %>
    5: <% end -%>
    6: 
  lib/redmine/hook.rb:61:in `block (2 levels) in call_hook'
  lib/redmine/hook.rb:61:in `each'
  lib/redmine/hook.rb:61:in `block in call_hook'
  lib/redmine/hook.rb:58:in `tap'
  lib/redmine/hook.rb:58:in `call_hook'
  lib/redmine/hook.rb:167:in `call_hook'
  app/helpers/issues_helper.rb:403:in `show_detail'
  app/helpers/issues_helper.rb:321:in `block in details_to_strings'
  app/helpers/issues_helper.rb:307:in `each'
  app/helpers/issues_helper.rb:307:in `details_to_strings'
  app/views/mailer/issue_edit.text.erb:3:in `_app_views_mailer_issue_edit_text_erb__1167367905_73751580'
  app/models/mailer.rb:435:in `block in mail'
  app/models/mailer.rb:434:in `mail'
  app/models/mailer.rb:83:in `issue_edit'
  app/models/mailer.rb:447:in `initialize'
  config/initializers/10-patches.rb:154:in `deliver'
  app/models/mailer.rb:95:in `block (2 levels) in deliver_issue_edit'
  app/models/issue.rb:891:in `each_notification'
  app/models/mailer.rb:94:in `block in deliver_issue_edit'
  app/models/journal.rb:90:in `block in each_notification'
  app/models/journal.rb:88:in `each'
  app/models/journal.rb:88:in `each_notification'
  app/models/mailer.rb:93:in `deliver_issue_edit'
  app/models/journal.rb:302:in `send_notification'
  app/models/journal.rb:67:in `save'
  app/models/issue.rb:1566:in `create_journal'
  app/models/issue.rb:175:in `create_or_update'
  app/controllers/issues_controller.rb:482:in `block in save_issue_with_child_records'
  app/controllers/issues_controller.rb:470:in `save_issue_with_child_records'
  app/controllers/issues_controller.rb:180:in `update'

----------------------------------

The file I tried to upload was named *5000540775.HTM*. 
I had to rename the file to *FILE5000540775.HTM* to be able to upload it.

Thanks in advance.

Regards,

Aniss
"
24335,Redmine,Defect,"",Closed,Normal,"Flawed display of the ""+"" dropdown menu tab.",Eric dLR,"",2016-11-14 02:21,UI,"","","","",0,2016-11-12 20:50,2016-11-14 02:21,"",Invalid,3.3.1,"When the settings ""Project menu tab for creating new objects"" is set to 'Display the ""+"" dropdown"", all the drop down menu items are displayed as tab.
Each 'new' option is working fine.
It happens after an update from 2.5.2.devel to 3.3.1.stable. and I see it on every browser i tried... and it's a lot of browser!

See the attached screenshot
<pre>
Environment:
  Redmine version                3.3.1.stable
  Ruby version                   2.1.5-p273 (2014-11-13) [x86_64-linux-gnu]
  Rails version                  4.2.7.1
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.8.10
  Mercurial                      3.1.2
  Git                            2.1.4
  Filesystem                     
Redmine plugins:
  no plugin installed
</pre>"
24323,Redmine,Patch,"",New,Normal,Improve exceptions handling,Pavel Rosick?,"",2016-11-11 11:06,REST API,"","","","",0,2016-11-11 11:06,"","","","","Hello,
I would like to improve REST api. Now you can use this request and specify requested format directly in the url like this:
<pre>
    $.ajax('/myurl.json', {
      method: 'POST',
      data: {}
...
</pre>

but I expect this should work aswell

<pre>
    $.ajax('/myurl', {
      method: 'POST',
      data: {}
      dataType: 'json'
...
</pre>

but the server responds with text (plain) 500 internal error - no builder for format

http://api.jquery.com/jQuery.ajax/
dataType (default: Intelligent Guess (xml, json, script, or html))
Type: String
The type of data that you're expecting back from the server.

before
status: 500
body: -
format: plain

patched
status: 422
body: {""errors"":[{""error"": ""Something is wrong""}]}
format: json


I have also improved the render_error method, now you'll get a proper error message according to the format you're asking for. For instance an api request (post /something.json):
before:
status: 422
body: -

patched:
status: 422
body: {""errors"":[{""error"": ""Something is wrong""}]}

  Environment:
  Redmine version                3.3.1.devel
  Ruby version                   2.1.5-p273 (2014-11-13) [x64-mingw32]
  Rails version                  4.2.7.1
  Environment                    production
  Database adapter               Mysql2
SCM:
  Git                            2.10.1
  Filesystem
Redmine plugins:
  no plugin installed"
24313,Redmine,Patch,"",Closed,Normal,"Use the regular ""icon icon-*"" classes for all elements with icons",Marius BALTEANU,Jean-Philippe Lang,2017-07-02 07:31,Code cleanup/refactoring,3.4.0,"","","",0,2016-11-09 22:27,2016-11-19 09:58,"","","","Working at #23980 we discovered that some links or other elements with icons (background image) doesn't use the regular ""icon icon-*"" classes.

I think that for consistency, better theme support and easier styling, we should add the ""icon icon-*"" also to these elements.  

The attached patch is a first patch that implements this for admin menu links."
24311,Redmine,Defect,"",Closed,Normal,Project field disappears when target project disallows user to edit the project,Luka L?dicke,Jean-Philippe Lang,2016-12-03 09:42,Issues,3.3.2,"","","",0,2016-11-09 16:58,2016-12-03 09:42,"",Fixed,3.3.1,"h1. Issue

# Editing the Project Field in an Issue reloads the form
# On Reloading / Rendering the project field is excluded if the user is not allowed to *change* the @project_id@ for issues in that project
# The field disappears when the user clicks on a project where changing the project field is not allowed
# The issue cannot be moved to the other project by that user, however: The list of target projects is calculated by the right to create issues in that project. This means that there is a mismatch.

h1. Goal

The project field should not disappear on selection of a project, either by showing the field more often (lax approach) or reducing the target projects list.

h1. Suggestion

My suggestion for the lax approach is:

<pre><code class=""diff"">
# app/views/issues/_form.html.erb
- <% if @issue.safe_attribute?('project_id') && (!@issue.new_record? || @project.nil? || @issue.copy?) %>
+ <% if (@issue.safe_attribute?('project_id') || @issue.allowed_target_projects.include?(@issue.project_id) ) && (!@issue.new_record? || @project.nil? || @issue.copy?) %>
  <p><%= f.select :project_id, project_tree_options_for_select(@issue.allowed_target_projects, :selected => @issue.project), {:required => true},
                  :onchange => ""updateIssueFrom('#{escape_javascript update_issue_form_path(@project, @issue)}', this)"" %></p>
  <% end %>
</code></pre>"
24309,Redmine,Defect,"",New,Normal,Horizontal scrollbar is missing,Dmitry Lisichkin,"",2016-11-23 11:41,UI,"","","","",0,2016-11-09 16:06,"","","","","Horizontall scroll bar is missed on settings page for repository.
Problem appears after #20632 (because @overflow: hidden;@ on @#wrapper@)

We can wrap repositories table with @.autoscroll@ ofcouse or even do it in @common/_tabs.html.erb@
But maybe it would be better to remove @overflow: hidden;@ from @#wrapper@?
I dont know what is the best way to fix this and want to discuss because this problem may affect many other pages.
I think that turning off horizontal scroll completely is not a good idea.

Similar problems:
#22336
#21808#note-5"
24308,Redmine,Defect,"",Closed,Normal,Allow Journal to return empty Array instead nil in Journal#attachments,Roman Shipiev,Jean-Philippe Lang,2016-11-18 09:43,Attachments,3.4.0,"","","",0,2016-11-09 14:54,2016-11-18 09:43,"",Fixed,"","If we journalize objects without @#attachments@ then take exception (@TypeError: no implicit conversion of nil into Array@) in @app/helpers/application_helper.rb@

<pre><code class=""ruby"">
  def parse_inline_attachments(text, project, obj, attr, only_path, options)
    ...
    attachments += obj.attachments if obj.respond_to?(:attachments)
    ...
  end
</code></pre>"
24303,Redmine,Defect,"",Needs feedback,Normal,Not able to move few issues to another project,Piyush Jain,"",2016-11-16 14:29,Issues,"","","","",0,2016-11-09 08:06,"","","",3.3.0,"I have a redmine installation and it is working fine except of few issues which i am not able to move to another project.

When i click on edit issue and select the project from drop down menu and click on submit it again returns to the same page and no action has been performed.

I have installed redmine on centOS 7. My installation details:

<pre>
Environment:
  Redmine version                3.3.0.stable
  Ruby version                   2.3.1-p112 (2016-04-26) [x86_64-linux]
  Rails version                  4.2.6
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.7.14
  Git                            1.8.3.1
  Filesystem                     
Redmine plugins:
  issue_charts                   1.3.0
  periodictask                   3.1.1
  redmine_checklists             3.1.3
  redmine_email_fetcher          0.3.1
  redmine_helpdesk               0.0.15
  redmine_issue_history          1.0.0
  redmine_omniauth_google        0.0.1
  simple_author_change           0.1.2
</pre>"
24300,Redmine,Defect,"",Closed,Normal,Calendar date selector disappears,John Burke,"",2016-11-09 02:12,"","","","","",0,2016-11-08 20:01,2016-11-09 02:12,"","",2.5.2,"When opening a new issue and changing trackers, the icon to select dates from a calendar disappears.

```
Environment:
  Redmine version                2.5.2.stable
  Ruby version                   1.9.3-p547 (2014-05-14) [amd64-freebsd9]
  Rails version                  3.2.19
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.8.11
  Git                            2.4.0
  Filesystem
Redmine plugins:
  a_common_libs                  2.1.8
  redmine_default_assign         0.4
  redmine_graphs                 0.1.0
  redmine_ical                   thegcat-trunk
  redmine_knowledgebase          2.3.0
  redmine_ldap_sync              2.0.7
  redmine_qa_contact             0.0.2
  redmine_redcarpet_formatter    2.0.1
  redmine_wiki_notes             0.0.1
  single_auth                    2.0.0
  stuff_to_do_plugin             0.4.1
```"
