#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
22646,Redmine,Defect,"",Closed,Normal,PostgreSQL: Exception in issue report view.,Lars Kanis,"",2016-04-28 15:18,Issues,"","","","",0,2016-04-27 17:44,2016-04-28 14:04,"",Invalid,"","The following exception is raised, when viewing /projects/projektmanagement/issues/report on PostgreSQL:

<pre>
ActiveRecord::StatementInvalid (PG::AmbiguousColumn: ERROR:  column reference ""status_id"" is ambiguous
LINE 1: SELECT COUNT(*) AS count_all, status_id AS status_id, is_clo...
                                      ^
: SELECT COUNT(*) AS count_all, status_id AS status_id, is_closed AS is_closed, tracker_id AS tracker_id FROM ""issues"" INNER JOIN ""projects"" ON ""projects"".""id"" = ""issues"".""project_id"" INNER JOIN ""issue_statuses"" ON ""issue_statuses"".""id"" = ""issues"".""status_id"" INNER JOIN ""trackers"" ON ""trackers"".""id"" = ""issues"".""tracker_id"" WHERE ((projects.id = 204) AND (projects.status <> 9 AND projects.id IN (SELECT em.project_id FROM enabled_modules em WHERE em.name='issue_tracking'))) GROUP BY ""issues"".""status_id"", ""is_closed"", ""issues"".""tracker_id""):
  app/models/issue.rb:1348:in `count_and_group_by'
  app/models/issue.rb:1305:in `by_tracker'
  app/controllers/reports_controller.rb:31:in `issue_report'
  lib/redmine/sudo_mode.rb:63:in `sudo_mode'
</pre>

The attached patch fixes this.
"
22638,Redmine,Defect,"",New,Normal,creating with REST API new issue on a project without any tracker enabled return misleading error message,Fabien Camous,"",2016-04-26 23:50,REST API,"","","","",0,2016-04-26 23:50,"",次のチケットが重複 #22195,"","","creating a new issue on an existing project without any tracker enabled give a misleading answer

request
!2016-04-26_10-43-11_Fiddler.png!

response
!2016-04-26_23-47-34_chrome.png!

however project is ""correctly""setup but no trackers were activated
!2016-04-26_23-42-20_chrome.png!

<pre>
  Redmine version                3.2.0.stable
  Ruby version                   2.1.8-p440 (2015-12-16) [x86_64-linux-gnu]
  Rails version                  4.2.5
  Environment                    production
  Database adapter               Mysql2
</pre>"
22635,Redmine,Defect,"",Closed,Normal,Get news notification even though unwatch,Johan Vervloet,Jean-Philippe Lang,2016-05-07 08:59,News,"","","","",0,2016-04-26 16:32,2016-05-07 08:59,関連している #2549,Wont fix,3.2.1,"I noticed that all my project members get e-mail notifications when I add a news item to the project. None of them have actually clicked 'Watch' on the news page though.

I would like to see the ability for project members to unwatch the news."
22630,Redmine,Defect,"",Closed,Normal,Time Logger for user,Marlon Ferreira Minotti,"",2016-04-26 04:58,Issues,"","","","",0,2016-04-25 16:02,2016-04-26 04:58,"",Invalid,"","My user, not administrator, can not start a task using the Time Logger. because? Permissions?"
22628,Redmine,Defect,"",Closed,Normal,Create issue with custom fields with ruby API,Marcin Garski,"",2016-04-25 15:17,REST API,"","","","",0,2016-04-25 13:28,2016-04-25 15:17,"","",3.2.0,"Hey!
I'm trying to create an issus in ruby script with one custom_field. I've created custom field (down drop list with 5 values) with web interface. I tried to do this according to wiki: [[Rest_api_with_ruby]], but I think this wiki page is out of date. I searched for older tickets, found that 'custom_field_values' isn't used anymore, the new approach is to do this with array 'custom_fields' and by update operation (get issue by id and set values in custom_fields array). 
The example given in wiki throws error: 
<pre>ActiveResource::BadRequest: Failed.  Response code = 400.  Response message = Bad Reques</pre>

The best solution would be to assign the right value while creating issue (one save operation), I don't want to create it in first step, and then set the right value of custom field with update method (two save operations).

Is it possible? Please, correct the wiki page if it's deprecated.

Thx for help. 
gary"
22618,Redmine,Defect,"",Closed,Normal,subject utf-8 char vs mysql2,Peter Peter,"",2016-04-22 15:49,Database,"","","","",0,2016-04-22 14:33,2016-04-22 15:49,"",Invalid,3.0.7,"we have some problem submitting an ""?"" character in the subject or in the body. without this char, the system working as intended.

*relevant info from production.log:* x.x.x.x at 2016-04-22 11:46:39 +0200
Processing by IssuesController#create as HTML
  Parameters: {""utf8""=>""?"", ""authenticity_token""=>""some_token"", ""issue""=>{""is_private""=>""0"", ""tracker_id""=>""2"", ""subject""=>""szerz?d?s"", ""description""=>""Az issue akkor z?rhat?, ha a szerz?d?s al??r?sra ker?lt."", ""status_id""=>""1"", ""priority_id""=>""2"", ""assigned_to_id""=>""1"", ""parent_issue_id""=>"""", ""start_date""=>""2016-04-22"", ""due_date""=>""2016-04-29"", ""estimated_hours""=>""2"", ""done_ratio""=>""70"", ""checklists_attributes""=>{""0""=>{""is_done""=>""0"", ""subject""=>""v?gleges aj?nlat egyeztet?se"", ""_destroy""=>""false"", ""position""=>""1"", ""id""=>""""}, ""1461318375687s""=>{""is_done""=>""0"", ""subject""=>""sz?ks?ges inform?ci?k megk?ld?se"", ""_destroy""=>""false"", ""position""=>""1"", ""id""=>""""}, ""1461318384837s""=>{""is_done""=>""0"", ""subject""=>""szerz?d?s megk?t?se"", ""_destroy""=>""false"", ""position""=>""1"", ""id""=>""""}}}, ""was_default_status""=>""1"", ""continue""=>""L?trehoz?s ?s folytat?s"", ""project_id""=>""xyz""}
  Current user: admin (id=1)
Mysql2::Error: Incorrect string value: '\xC5\x91d\xC3\xA9s' for column 'subject' at row 1: INSERT INTO `issues` (`project_id`, `author_id`, `start_date`, `tracker_id`, `status_id`, `subject`, `description`, `priority_id`, `assigned_to_id`, `due_date`, `estimated_hours`, `done_ratio`, `updated_on`, `created_on`, `lock_version`) VALUES (1, 1, '2016-04-22', 2, 1, 'szerz?d?s', 'Az issue akkor z?rhat?, ha a szerz?d?s al??r?sra ker?lt.', 2, 1, '2016-04-29', 2.0, 70, '2016-04-22 11:46:39', '2016-04-22 11:46:39', 0)
Completed 500 Internal Server Error in 87ms (ActiveRecord: 41.1ms)                                                                                                                                             

ActiveRecord::StatementInvalid (Mysql2::Error: Incorrect string value: '\xC5\x91d\xC3\xA9s' for column 'subject' at row 1: INSERT INTO `issues` (`project_id`, `author_id`, `start_date`, `tracker_id`, `status_id`, `subject`, `description`, `priority_id`, `assigned_to_id`, `due_date`, `estimated_hours`, `done_ratio`, `updated_on`, `created_on`, `lock_version`) VALUES (1, 1, '2016-04-22', 2, 1, 'szerz?d?s', 'Az issue akkor z?rhat?, ha a szerz?d?s al??r?sra ker?lt.', 2, 1, '2016-04-29', 2.0, 70, '2016-04-22 11:46:39', '2016-04-22 11:46:39', 0)):
  app/models/issue.rb:175:in `create_or_update'
  app/controllers/issues_controller.rb:141:in `create'</pre>

*environment:*

<pre>$ ruby bin/about

sh: 1: svn: not found
sh: 1: darcs: not found
sh: 1: hg: not found
sh: 1: cvs: not found
sh: 1: bzr: not found
Environment:
  Redmine version                3.0.7.stable
  Ruby version                   1.9.3-p551 (2014-11-13) [x86_64-linux]
  Rails version                  4.2.3
  Environment                    production
  Database adapter               Mysql2
SCM:
  Git                            2.1.4
  Filesystem                     
Redmine plugins:
  progressive_projects_list      2.0.1
  redmine_checklists             3.1.3
  redmine_lightbox2              0.2.4
  redmine_mentions               0.0.1
  redmine_slack                  0.1
  time_logger                    0.5.3</pre>

config:

<pre>production:
  adapter: mysql2
  database: xxx
  host: localhost
  username: xxx
  password: """"
  encoding: utf8</pre>"
22589,Redmine,Defect,"",Closed,Normal,J_Chat Plugin is not Working,Debojyoti Das,"",2016-04-20 13:55,"","","","","",0,2016-04-20 13:48,2016-04-20 13:55,"",Invalid,3.1.3,"I have Installed Redmine Latest Version i.e. Redmine 3.1.X, I need to Implement Chat Plugins There!!! But the plugins are now working there. Can anybody Help me related the Issue? Or Improve the Compatibility of the Plugin. Implement it for the Redmine Latest Version also else Tell the Alternative Way to Implement the Chat to Redmine."
22583,Redmine,Defect,"",Closed,Normal,CSV import delimiter detection broken,Jan from Planio www.plan.io,Jean-Philippe Lang,2016-04-24 17:14,Issues,3.2.2,"","","",0,2016-04-19 16:40,2016-04-24 17:14,"",Fixed,3.2.1,"When uploading a CSV file to import, the delimiter used in the CSV is supposed to be auto-detected.

However, ""@File.read@"":http://ruby-doc.org/core-2.2.0/IO.html#method-c-read seems to not be used properly: The third parameter may not be a string.

This is rescued in the block and therefore, the user does not see the error. However, the auto-detection does not work.

Attached is a simple patch that fixes this."
22581,Redmine,Defect,"",Closed,Normal,Version 3.2.1. and on Version 3.2.0. add new custom field creates internal server error,maximilian gablinger,"",2016-05-20 14:08,"","","","","",0,2016-04-19 14:34,2016-05-20 14:08,"",Cant reproduce,3.2.1,"When I try to add a custom_field the result is an internal server error.
Our production system is version 3.2.0. 
then I tried to upgrade this system from 3.2.0 to 3.2.1   in a testenvironment. It happened the same behavior. Again the internal Server error.

When I installed Version 3.2.1 native without our data then it works fine. But we need our data.
This is the redmine.log output:

<pre>
I, [2016-04-19T14:28:18.538655 #31226]  INFO -- : Started GET ""/custom_fields"" for 10.242.2.42 at 2016-04-19 14:28:18 +0200
I, [2016-04-19T14:28:18.540342 #31226]  INFO -- : Processing by CustomFieldsController#index as HTML
I, [2016-04-19T14:28:18.544275 #31226]  INFO -- :   Current user: max.gablinger (id=83)
I, [2016-04-19T14:28:18.547327 #31226]  INFO -- :   Rendered custom_fields/index.html.erb within layouts/admin (0.6ms)
I, [2016-04-19T14:28:18.552676 #31226]  INFO -- :   Rendered admin/_menu.html.erb (4.9ms)
I, [2016-04-19T14:28:18.568188 #31226]  INFO -- :   Rendered layouts/base.html.erb (15.2ms)
I, [2016-04-19T14:28:18.568614 #31226]  INFO -- : Completed 200 OK in 28ms (Views: 21.7ms | ActiveRecord: 1.6ms)
I, [2016-04-19T14:28:23.440563 #31226]  INFO -- : Started GET ""/custom_fields/new"" for 10.242.2.42 at 2016-04-19 14:28:23 +0200
I, [2016-04-19T14:28:23.442718 #31226]  INFO -- : Processing by CustomFieldsController#new as HTML
I, [2016-04-19T14:28:23.447456 #31226]  INFO -- :   Current user: max.gablinger (id=83)
I, [2016-04-19T14:28:23.451739 #31226]  INFO -- :   Rendered custom_fields/select_type.html.erb within layouts/admin (2.1ms)
I, [2016-04-19T14:28:23.457445 #31226]  INFO -- :   Rendered admin/_menu.html.erb (5.1ms)
I, [2016-04-19T14:28:23.474245 #31226]  INFO -- :   Rendered layouts/base.html.erb (16.3ms)
I, [2016-04-19T14:28:23.474717 #31226]  INFO -- : Filter chain halted as :build_new_custom_field rendered or redirected
I, [2016-04-19T14:28:23.474976 #31226]  INFO -- : Completed 200 OK in 32ms (Views: 24.8ms | ActiveRecord: 1.6ms)
I, [2016-04-19T14:28:27.375380 #31226]  INFO -- : Started GET ""/custom_fields/new?utf8=%E2%9C%93&type=IssueCustomField"" for 10.242.2.42 at 2016-04-19 14:28:27 +0200
I, [2016-04-19T14:28:27.377806 #31226]  INFO -- : Processing by CustomFieldsController#new as HTML
I, [2016-04-19T14:28:27.378009 #31226]  INFO -- :   Parameters: {""utf8""=>""?"", ""type""=>""IssueCustomField""}
I, [2016-04-19T14:28:27.383201 #31226]  INFO -- :   Current user: max.gablinger (id=83)
I, [2016-04-19T14:28:27.411212 #31226]  INFO -- :   Rendered custom_fields/formats/_regexp.html.erb (1.0ms)
I, [2016-04-19T14:28:27.413224 #31226]  INFO -- :   Rendered custom_fields/formats/_string.html.erb (3.2ms)
I, [2016-04-19T14:28:27.413394 #31226]  INFO -- :   Rendered custom_fields/_form.html.erb (6.2ms)
I, [2016-04-19T14:28:27.413677 #31226]  INFO -- :   Rendered custom_fields/new.html.erb within layouts/admin (7.5ms)
I, [2016-04-19T14:28:27.414061 #31226]  INFO -- : Completed 500 Internal Server Error in 36ms (ActiveRecord: 1.0ms)
F, [2016-04-19T14:28:27.417767 #31226] FATAL -- : 
ActionView::Template::Error (undefined method `accessor' for #<ActiveRecord::Type::Value:0x000000039f8320>):
    1: <%= render :partial => 'custom_fields/formats/regexp', :locals => {:f => f, :custom_field => custom_field} %>
    2: <p><%= f.check_box :text_formatting, {:label => :setting_text_formatting, :data => {:disables => '#custom_field_url_pattern'}}, 'full', '' %></p>
    3: <p><%= f.text_field(:default_value) %></p>
    4: <p><%= f.text_field :url_pattern, :size => 50, :label => :label_link_values_to %></p>
  lib/redmine/views/labelled_form_builder.rb:34:in `check_box'
  app/views/custom_fields/formats/_string.html.erb:2:in `_app_views_custom_fields_formats__string_html_erb__1606230260471594377_70355629062560'
  app/helpers/custom_fields_helper.rb:57:in `render_custom_field_format_partial'
  app/views/custom_fields/_form.html.erb:18:in `_app_views_custom_fields__form_html_erb__2568629039713508363_70355629215560'
  app/views/custom_fields/new.html.erb:6:in `block in _app_views_custom_fields_new_html_erb__1990438466245273424_70355629262800'
  app/helpers/application_helper.rb:1027:in `labelled_form_for'
  app/views/custom_fields/new.html.erb:5:in `_app_views_custom_fields_new_html_erb__1990438466245273424_70355629262800'
  lib/redmine/sudo_mode.rb:63:in `sudo_mode'
</pre>"
22575,Redmine,Patch,"",Closed,Normal,Enable updating private_notes property on journal edit form,Takenori TAKAKI,Jean-Philippe Lang,2016-07-10 13:17,Issues,"","","","",0,2016-04-18 03:42,2016-07-10 13:16,次のチケットと重複 #12706,"","","In current versions of Redmine, users can set 'private' flag when they add new notes, but they don't have any way of updating the flag of existing notes.
I have made the patch, enable to updating `private_notes` property on journal update form.

!updating_private_notes.jpg!

patch: attachment:enable_to_update_private_notes_trunk_r15336.patch"
