#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
27895,Redmine,Defect,"",New,Normal,"Trackers with ""Parent task"" field set to ""Read-only"" should not be shown when adding a new subtask",Go MAEDA,"",2018-01-04 14:17,Issues,"","","","",0,2018-01-04 14:17,"",関連している #22345,"","","If ""Parent task"" field of a tracker is set to read-only, the tracker should not be shown in the new issue form for subtasks because issues with such tracker cannot be a subtask.

Steps to reproduce:
# Set the ""Parent task"" field of the tracker (hereafter called ""Tracker-X"") to ""Read-only"" on ""Fields permissions"" tab on ""Workflow"" page.
# Create a parent issue.
# Go to the new issue form for subtasks by clicking ""Add"" in ""Subtasks"" area of the parent issue.
# You can select Tracker-X in the new issue form. But the newly created issue never be a subtask because ""Parent task"" field of Tracker-X is read-only."
27887,Redmine,Defect,"",Closed,Normal,Alertas redmine,Manuel Ulloa,"",2018-01-03 17:18,Email notifications,"","","","",0,2018-01-03 15:03,2018-01-03 17:18,"",Invalid,3.4.2,"Estimados, buenos d?as. (espero que alguien pueda ayudarme con esta consulta).

Tengo instalado redmine en una maquina windows y funciona sin problemas, estos son los datos de mi instalaci?n.

Environment:
  Redmine version                3.4.2.stable
  Ruby version                   2.3.3-p222 (2016-11-21) [i386-mingw32]
  Rails version                  4.2.8
  Environment                    production
  Database adapter               Mysql2
SCM:
  Filesystem                     
Redmine plugins:
  redmine_agile                  1.4.5
  redmine_checklists             3.1.10


Mi consulta es la siguiente. De que forma puedo activar alertas por correo sobre  peticiones ya vencidas. Por ejemplo, si una tarea vencio hace un d?a, que envie alertas por correo, o bien si una tarea esta proxima a vencer, que tambi?n envie un correo.


Desde ya agradezco su ayuda y estoy muy atento a ella.

"
27885,Redmine,Patch,"",New,Normal,"Empty email attachments are imported to Redmine, creating broken DB records",Felix Sch?fer,"",2018-01-05 05:17,Email receiving,3.3.6,"","","",0,2018-01-03 14:27,"","","","","Redmine generally disallows empty or 0-byte-sized attachments, this is not checked when importing attachments from emails through the @MailHandler@ though.

In the case of an empty email attachment, an @Attachment@ record is created, though without @disk_filename@, @disk_directory@ and @digest@. The attachment is then shown in the attachment list of the issue, but clicking on the attachment link to see the attachment or to download it leads to an error, as there is no file on disk for that attachment."
27884,Redmine,Defect,"",New,Normal,Support RTL Bidirection text,Hooman Valibeigi,"",2018-01-03 11:09,Text formatting,"","","","",0,2018-01-03 11:09,"","","",3.4.2,"The fix at #8121 is broken as stated in my last comment there.

My environment: Redmine 3.4.2, Google Chrome 63

1. `p(rtl).` maps to `class=""wiki-class-rtl""` in html, but there is no such class in application.css
2. `unicode-bidi:bidi-override` must be removed or set to `normal`
See https://www.w3schools.com/cssref/pr_text_unicode-bidi.asp
"
27881,Redmine,Defect,"",New,Normal,"No validation errors when entering an invalid ""Estimate hours"" value",Go MAEDA,"",2018-01-03 09:27,Issues,3.3.6,"","","",0,2018-01-03 08:36,"","関連している #12955, 関連している #2465","","","This problem was reported as a part of #12955 by ""Daniel Felix"":/users/61731 five years ago. I confirmed that the latest versions of Redmine (3.4 and trunk) are still affected.

> The helper for the estimated time doesn't check the correctness of the string. For example, you can define hours by 2h30m to get 2.5 or 3h5m to get 3.08 as timevalue. But if you enter abc or 3j (misstyped) the string isn't checked. The issue just returns ""update successfully"" and sets the estimated time to nil. The string should be checked and should raise some error, if the input isn't correct."
27878,Redmine,Defect,"",Closed,Normal,Internal error in administration (redmine v3.4.3),Van Phan,"",2018-01-03 11:25,"","","","","",0,2018-01-02 11:38,2018-01-03 11:25,"",Invalid,3.4.3,"Dear,

Occur below error when I try to access on editing user and settings in administratio

<pre>
Internal error
An error occurred on the page you were trying to access.
If you continue to experience problems please contact your Redmine administrator for assistance.

If you are the Redmine administrator, check your log files for details about the error.

Back
</pre>

Information
<pre>
Redmine 3.4.3.stable
Environment:
  Redmine version                3.4.3.stable
  Ruby version                   2.2.5-p319 (2016-04-26) [x86_64-linux]
  Rails version                  4.2.8
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.7.14
  Filesystem                     
Redmine plugins:
  no plugin installed
</pre>

Could you help me solution to resolve it asap.

Thank you!"
27871,Redmine,Defect,"",Closed,Normal,Failed to run plugins test,Tatsuya Saito,Go MAEDA,2018-01-02 11:19,Rails support,"","","","",0,2017-12-31 03:16,2018-01-01 11:35,関連している #23630,Fixed,"","I run plugins test with following, but failed it.

<pre>
/yyyyy/redmine/trunk $ bundle exec rake --trace redmine:plugins:test
** Invoke redmine:plugins:test (first_time)
** Execute redmine:plugins:test
** Invoke redmine:plugins:test:units (first_time)
** Invoke db:test:prepare (first_time)
** Invoke environment (first_time)
** Execute environment
** Invoke db:load_config (first_time)
** Execute db:load_config
** Execute db:test:prepare
** Invoke db:test:load (first_time)
** Invoke db:test:purge (first_time)
** Invoke environment 
** Invoke db:load_config 
** Invoke db:check_protected_environments (first_time)
** Invoke environment 
** Invoke db:load_config 
** Execute db:check_protected_environments
** Execute db:test:purge
** Execute db:test:load
** Invoke db:test:load_schema (first_time)
** Invoke db:test:purge 
** Execute db:test:load_schema
** Execute redmine:plugins:test:units
rake aborted!
NoMethodError: undefined method `rake_run' for Minitest:Module
/yyyyy/redmine/trunk/lib/tasks/redmine.rake:165:in `block (4 levels) in <top (required)>'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/task.rb:251:in `block in execute'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/task.rb:251:in `each'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/task.rb:251:in `execute'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/task.rb:195:in `block in invoke_with_call_chain'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/2.4.0/monitor.rb:214:in `mon_synchronize'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/task.rb:188:in `invoke_with_call_chain'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/task.rb:181:in `invoke'
/yyyyy/redmine/trunk/lib/tasks/redmine.rake:156:in `block (3 levels) in <top (required)>'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/task.rb:251:in `block in execute'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/task.rb:251:in `each'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/task.rb:251:in `execute'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/task.rb:195:in `block in invoke_with_call_chain'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/2.4.0/monitor.rb:214:in `mon_synchronize'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/task.rb:188:in `invoke_with_call_chain'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/task.rb:181:in `invoke'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/application.rb:160:in `invoke_task'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/application.rb:116:in `block (2 levels) in top_level'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/application.rb:116:in `each'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/application.rb:116:in `block in top_level'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/application.rb:125:in `run_with_threads'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/application.rb:110:in `top_level'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/application.rb:83:in `block in run'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/application.rb:186:in `standard_exception_handling'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/lib/rake/application.rb:80:in `run'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/rake-12.3.0/exe/rake:27:in `<top (required)>'
/xxxxx/.rbenv/versions/2.4.1/bin/rake:22:in `load'
/xxxxx/.rbenv/versions/2.4.1/bin/rake:22:in `<top (required)>'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/bundler-1.15.4/lib/bundler/cli/exec.rb:74:in `load'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/bundler-1.15.4/lib/bundler/cli/exec.rb:74:in `kernel_load'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/bundler-1.15.4/lib/bundler/cli/exec.rb:27:in `run'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/bundler-1.15.4/lib/bundler/cli.rb:362:in `exec'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/bundler-1.15.4/lib/bundler/vendor/thor/lib/thor/command.rb:27:in `run'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/bundler-1.15.4/lib/bundler/vendor/thor/lib/thor/invocation.rb:126:in `invoke_command'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/bundler-1.15.4/lib/bundler/vendor/thor/lib/thor.rb:387:in `dispatch'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/bundler-1.15.4/lib/bundler/cli.rb:22:in `dispatch'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/bundler-1.15.4/lib/bundler/vendor/thor/lib/thor/base.rb:466:in `start'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/bundler-1.15.4/lib/bundler/cli.rb:13:in `start'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/bundler-1.15.4/exe/bundle:30:in `block in <top (required)>'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/bundler-1.15.4/lib/bundler/friendly_errors.rb:121:in `with_friendly_errors'
/xxxxx/.rbenv/versions/2.4.1/lib/ruby/gems/2.4.0/gems/bundler-1.15.4/exe/bundle:22:in `<top (required)>'
/xxxxx/.rbenv/versions/2.4.1/bin/bundle:22:in `load'
/xxxxx/.rbenv/versions/2.4.1/bin/bundle:22:in `<main>'
Tasks: TOP => redmine:plugins:test:units
</pre>

This is caused by r16859 .
I tried to fix it and attach the patch.


**Environment**

<pre>
Environment:
  Redmine version                3.4.3.devel.17136
  Ruby version                   2.4.1-p111 (2017-03-22) [x86_64-darwin16]
  Rails version                  5.1.4
  Environment                    production
  Database adapter               SQLite
SCM:
  Subversion                     1.9.4
  Git                            2.14.3
  Filesystem                     
Redmine plugins:
  no plugin installed
</pre>
"
27865,Redmine,Defect,"",Closed,Normal,RailsBaseURI ignored while creating robots.txt,Grischa Zengel,"",2017-12-29 15:59,"",4.0.0,"","","",0,2017-12-28 20:27,2017-12-29 15:59,"",Fixed,3.4.3,"In my case I use
RailsBaseURI /redmine
which results to URLs like /redmine/issues but in robots.txt are URLs without the prefix /redmine:

<pre>
User-agent: *
Disallow: /projects/support/repository
Disallow: /projects/support/issues
Disallow: /projects/support/activity
Disallow: /issues/gantt
Disallow: /issues/calendar
Disallow: /activity
Disallow: /search
</pre>

The expected robots.txt must be

<pre>
User-agent: *
Disallow: /redmine/projects/support/repository
Disallow: /redmine/projects/support/issues
Disallow: /redmine/projects/support/activity
Disallow: /redmine/issues/gantt
Disallow: /redmine/issues/calendar
Disallow: /redmine/activity
Disallow: /redmine/search
</pre>

As a feature request, it would be nice to have some additional URLs which I could add in configuration.

Something like:

<pre>
User-agent: *
<% @projects.each do |p| -%>
Disallow: /projects/<%= p.to_param %>/repository
Disallow: /projects/<%= p.to_param %>/issues
Disallow: /projects/<%= p.to_param %>/activity
<% @config.robots_project.each do |u| -%>
Disallow: /projects/<%= p.to_param %>/<%= u.to_param %>
<% end -%>
<% end -%>
Disallow: /issues/gantt
Disallow: /issues/calendar
Disallow: /activity
Disallow: /search
<% @config.robots_main.each do |u| -%>
Disallow: /<%= u.to_param %>
<% end -%>
</pre>"
27863,Redmine,Defect,"",New,Urgent,If version is closed or locked  subtasks don't get copied ,Alessandro Zucchi,"",2017-12-28 14:48,Issues,"","","","",0,2017-12-28 14:48,"","","",3.3.5,"Hi,
if I tryed to copy an issue with subtasks only the parent task is copied if the source version is closed or locked.
Regards
Alessandro

"
27862,Redmine,Defect,"",New,Normal,Issue notes overflow when using pre,Kenan Dervisevic,"",2017-12-28 14:41,Issues,"","","","",0,2017-12-28 14:40,"","","",3.4.3,"If user uses *pre* in his note and the note has some long text, it overflows over the sidebar on the right.

"
