#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
26180,Redmine,Patch,"",Closed,Normal,"Change Russian translation for ""Estimated time""",Ivan Ilyukhin,"",2017-06-23 11:33,Translations,3.4.0,"","","",0,2017-06-16 16:34,2017-06-22 15:37,"","","",Fix translation for field_total_estimated_hours
26157,Redmine,Patch,"",Closed,Normal,Render all possible inline textile images,Holger Just,Jean-Philippe Lang,2017-06-17 09:45,Text formatting,3.4.0,"","","",0,2017-06-13 18:58,2017-06-17 09:45,"","","","In r15433, Redmine introduced a security measure to restrict embedding images to only those with valid schemes from Textile.

Now, if there are multiple images referenced on a page, with only one of them invalid, Redmine currently doesn't create @<img>@ tags for any of them since it would return from the replacement method too soon.

This patch fixes this behavior in that it still allows to embed all valid images and only refuses to embed the invalid ones by skipping the rest of the current @gsub@ iteration instead of the whole method. The patch was extracted from ""Planio"":https://plan.io/redmine-hosting/"
26156,Redmine,Defect,"",Closed,Normal,Spent time not working correctly with user's zone different from system's time zone,Martin Jungowski,"",2017-06-13 18:51,Time tracking,"","","","",0,2017-06-13 18:19,2017-06-13 18:51,次のチケットと重複 #16482,Duplicate,3.3.3,"I've found a weird bug after updating from Redmine 3.1.1 to 3.3.3: time tracking is broken and somehow dependent on individual time zone and language preference.

Our Redmine server is located in central Europe (CEST, or GMT+1), I am located in Texas (CT, or GMT-6). When I set my personal timezone accordingly in ""My account"", time entries under ""spent time"" are not showing up properly anymore. Instead, to see today's time entries I have to select ""yesterday"" from the dropdown menu, and to see this week's time entries I have to select ""last week"". And to make matters worse it somehow also depends on my personal language preference configured under ""My account"" as well:

# time zone GMT+1, language German
** all good; see attached screenshots 1_de_cest_today & 2_de_cest_thisweek. This is what I expect to see regardless of time zone and language.
# time zone GMT-6, language German
** today = yesterday; see 3_de_ct_today & 4_de_ct_yesterday,
** this week = broken, monday is missing and can be found in last week's view; see 5_de_ct_thisweek & 6_de_ct_lastweek
# time zone GMT-6, language English
** today = yesterday, same behavior as in 2
** this week = working, monday showing up as expected, see 7_en_ct_thisweek & 8_en_ct_lastweek

This has only started after the update from Redmine 3.1.1 to 3.3.3 yesterday, it was all working perfectly fine until just yesterday. I also have to add that this happens independent of time and date. The time and date, when those screenshots were taken:

CEST in Europe: 6/13/2017, 6:00pm
CT in Texas: 6/13/2017, 11:00am

I've tried this yesterday as well when it was around 10pm in Europe and 3pm in Texas, and later also when it was 6pm in Texas but already 1am the next day in Europe. Results were the same.

System info:

<pre>
sh: 1: svn: not found
sh: 1: darcs: not found
sh: 1: hg: not found
sh: 1: cvs: not found
sh: 1: bzr: not found
Environment:
  Redmine version                3.3.3.stable
  Ruby version                   2.3.1-p112 (2016-04-26) [x86_64-linux-gnu]
  Rails version                  4.2.7.1
  Environment                    production
  Database adapter               Mysql2
SCM:
  Git                            2.7.4
  Filesystem                     
Redmine plugins:
  localizable                    0.4.0
  projects_table                 0.0.4
  redmine_agile                  1.4.3
  redmine_base_deface            0.0.1
  redmine_base_select2           0.0.1
  redmine_contacts               4.0.2
  redmine_contacts_helpdesk      3.0.7
  redmine_multiprojects_issue    3.3.0
  redmine_theme_changer          0.2.0
  sidebar_hide                   0.0.8
</pre>

I've tested it with all plugins disabled and all themes removed, and it behaved the same. Something seems to be broken somewhere somehow."
26149,Redmine,Patch,"",Closed,Normal,Remove duplicate method shell_quote,Jens Kr?mer,Jean-Philippe Lang,2017-06-17 09:43,Code cleanup/refactoring,3.4.0,"","","",0,2017-06-13 08:38,2017-06-17 09:43,"","","","There are two identical methods @shell_quote@ declared in @Redmine::Utils::Shell@ and @Redmine::Scm::Adapters::AbstractAdapter@.

This patch removes the duplicate declaration from @AbstractAdapter@ and also extracts a generic @shell_quote_command@ method into @Redmine::Utils::Shell@."
26148,Redmine,Defect,"",Closed,Normal,Cannot import custom fields with multiple values in 3.3,kay_chen kay,"",2017-07-20 02:06,Importers,"","","","",0,2017-06-13 02:52,2017-07-19 19:12,関連している #16549,Wont fix,"","
hi,

I use the Redmine v3.3 import fucntion , the Custom field(List) value can not be set.

Seems to support only Text format ??? 

My inistall information

Environment:
  Redmine version                3.3.3.stable.16662
  Ruby version                   2.2.7-p470 (2017-03-28) [x86_64-linux]
  Rails version                  4.2.7.1
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.9.3
  Git                            2.13.0     "
26145,Redmine,Defect,"",Closed,Normal,Don't redirect anonymous users to the login form for disabled modules,Adam Clark,Jean-Philippe Lang,2017-09-30 17:55,Permissions and roles,4.0.0,"","","",0,2017-06-12 23:41,2017-06-26 23:09,"",Fixed,2.5.2,"The use case is that a project enables a module (the Files module is the one we encountered) but later turns it off. If there are stray links to that URL, these generate a 403 error, which for anonymous users redirects to the login/registration page.

In our case, we had projects that served files publicly, then moved these to another location and turned off the Files module. The result is we now get a lot of spurious registration requests from users who are trying to download these files, because to the user it looks like the site is asking them to register before they can access the files.

I was able to address our immediate problem by patching ApplicationController.authorize to check whether the request is associated with a disabled project module, and redirect to the main project page in that case. I'm not sure how correct this code is (I don't know the Redmine internals all that well) and I know that this doesn't work for some modules (eg. Issues) which apparently operate through some other method. So this code is just for illustration, I guess.

<pre><code class=""ruby"">
    def authorize_with_custom(ctrl = params[:controller], action = params[:action], global = false)
      allowed = User.current.allowed_to?({:controller => ctrl, :action => action}, @project || @projects, :global => global)
      if allowed
        true
      else
        if @project
          logger.debug 'Handling auth error for ' + ctrl + '/' + action

          # Figure out whether the permission for this path is handled by a module
          project_module = Redmine::AccessControl.permissions.select {|p| p.actions.include?(ctrl + '/' + action)}.first.try(:project_module)
          logger.debug 'Permission module is ' + project_module.to_s

          # If it is a module, and the module isn't enabled in this project, try to redirect to the main project page
          if project_module && !@project.module_enabled?(project_module)
            can_view_project = User.current.allowed_to?({:controller => :projects, :action => :show}, @project)
            logger.debug 'Can the user view the main project page? ' + can_view_project.to_s
            if can_view_project
              redirect_to project_path(@project)
              return false
            end
          end
        end
        if @project && @project.archived?
          render_403 :message => :notice_not_authorized_archived_project
        else
          deny_access
        end
      end
    end
</code></pre>"
26139,Redmine,Patch,"",Reopened,Normal,Follow Gemfile's plugin loader as #24007,Sho HASHIMOTO,Jean-Philippe Lang,2017-06-18 13:57,Plugin API,"","","","",0,2017-06-12 11:31,2017-06-17 09:31,"関連している #13927, ブロックしている #24007","","",Plugin's Gemfile can't settable from Redmine::Plugin.directory yet.
26136,Redmine,Patch,"",Closed,Normal,Japanese translation update (r16538),Go MAEDA,"",2017-06-12 06:01,Translations,"","","","",0,2017-06-12 02:32,2017-06-12 06:01,"","","",Translated setting_show_custom_fields_on_registration introduced in r16538.
26132,Redmine,Defect,"",Closed,Normal,Redmine site cannot be displayed in an iframe,CM Gui,"",2017-07-09 21:10,Administration,"","","","",0,2017-06-09 20:52,2017-06-10 07:04,"",Invalid,3.3.0,"We used to be able to display our Redmine site in an iframe.    But after upgrading to 3.3.0 last September, we are unable to display our site in an iframe.   We get this error from the browser: ""To help protect the security of information you enter into this website, the publisher of this content does not allow it to be displayed in a frame.""
Is there any way we can make our Redmine site display in an iframe again?
Thank you very much.
"
26130,Redmine,Patch,"",Closed,Normal,"Refactor ""multiple_values_detail"" struct creation",Thomas L?ber,Jean-Philippe Lang,2017-07-08 18:37,Code cleanup/refactoring,4.0.0,"","","",0,2017-06-09 14:42,2017-06-25 21:24,"","","","Hi,

In the ""IssuesHelper#details_to_strings"":/projects/redmine/repository/entry/trunk/app/helpers/issues_helper.rb method (source:trunk/app/helpers/issues_helper.rb@16387#L373) a new class (Struct) is created each time the method is called:

<pre><code class=""ruby"">
  multiple_values_detail = Struct.new(:property, :prop_key, :custom_field, :old_value, :value)
</code></pre>

Although classes are garbage collected in recent Ruby versions, it might be better to use a constant definition outside the method, like:

<pre><code class=""ruby"">
  MultipleValuesDetail = Struct.new(:property, :prop_key, :custom_field, :old_value, :value)
</code></pre>

Regards,
Thomas"
