#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
18032,Redmine,Defect,"",New,Normal,Continued numbered lists (#_) are not working as the textile syntax expects,Michel Behr,"",2015-08-07 19:00,Text formatting,"","","","",0,2014-10-04 23:06,"","関連している #6992, 関連している #18397, 関連している #24396","",2.5.2,"# Item 1

Some text

#_ Item 2 (counting continued from the last Item, with the #_ marker)

Some text

#_ Item 3 (counting continued from the last Item, with the #_ marker)

Each item should be rendered as 1, 2, 3, but this is not happening."
18018,Redmine,Defect,"",Closed,Normal,Project Sorting by Name broken (for large project lists) in v2.x,@ go2null,"",2015-04-29 21:56,Projects,"","","","",0,2014-10-02 20:30,2015-04-29 19:42,"",Wont fix,2.6.1,"Apparently, this is due to the removal, in v2.5, of the patched @awesome_nested_set@ plugin from the Redmine @lib/plugins@ directory.
http://www.redmine.org/projects/redmine/repository/show/tags/2.4.6/lib/plugins
http://www.redmine.org/projects/redmine/repository/show/tags/2.5.0/lib/plugins
http://www.redmine.org/projects/redmine/repository/show/branches/2.4-stable/lib/plugins
http://www.redmine.org/projects/redmine/repository/show/branches/2.5-stable/lib/plugins

The patched @awesome_nested_set@ is still available in @trunk@.
http://www.redmine.org/projects/redmine/repository/show/trunk/lib/plugins

*Note* that this either only affects large project lists (my Redmine has several hundreds) or old Redmine instances that were upgraded from pre-V2.5 and the @Project.rebuild_tree""!@ method fix was not applied.

*Workaround* (#6836#note-12) per ""Ken Zalewski"":/users/65030 still works.
<pre><code class=""diff"">
 set_left_and_rights = lambda do |node|
   # set left
   node[left_column_name] = indices[scope.call(node)] += 1
   # find
-  where([""#{quoted_parent_column_full_name} = ? #{scope.call(node)}"", node]).order(""#{quoted_left_column_full_name}, #{quoted_right_column_full_name}, id"").each{|n| set_left_and_rights.call(n) }
+  where([""#{quoted_parent_column_full_name} = ? #{scope.call(node)}"", node]).order(""#{quoted_left_column_full_name}, #{quoted_right_column_full_name}, name"").each{|n| set_left_and_rights.call(n) }
   # set right
   node[right_column_name] = indices[scope.call(node)] += 1
   node.save!(:validate => validate_nodes)
 end

 # Find root node(s)
-  root_nodes = where(""#{quoted_parent_column_full_name} IS NULL"").order(""#{quoted_left_column_full_name}, #{quoted_right_column_full_name}, id"").each do |root_node|
+  root_nodes = where(""#{quoted_parent_column_full_name} IS NULL"").order(""#{quoted_left_column_full_name}, #{quoted_right_column_full_name}, name"").each do |root_node|
   # setup index for this scope
   indices[scope.call(root_node)] ||= 0
   set_left_and_rights.call(root_node)
 end
</code></pre>

*Related issues* are:
* Feature #6836 _Sort project list by Name instead of identifier_
* Defect #12431 _Project.rebuild! sorts root projects by id instead of name_
* Defect #11508 _Projects not ordered alphabetically after renaming project_

"
18011,Redmine,Defect,"",Closed,Normal,Firefox: Value of a field not updated properly when hitting F5,Daniel Hger,"",2014-10-31 06:09,Issues,"","","","",0,2014-10-02 01:08,2014-10-31 06:09,次のチケットと重複 #15125,Duplicate,2.5.2,"This description was written by one of my redmine users. I was able to reproduce the issue and i think its a bug in redmine (or firefox, im not absolutly sure): 

I encountered a problem when using Firefox, in Opera it works properly. Because I know that some of you are using Firefox and some of you will work the same way as me (relying on many tabs when browsing) I will describe the issue here in order to inform about it.
The problem is that when you hit F5 or click the Reload button Firefox seems to update values of certain fields (see below which ones are affected) but when you click on the Update button in Redmine you still got old values to work with. Consequently when you are not careful you submit those old values to the system and overwriting newer values.

Steps to reproduce:
Computer A:
1. Open an existing ticket in Redmine.

Computer B:
2. Open the same ticket in Redmine.
3. Click on the Update button.
3. Change a value that is affected by the bug, e.g. Status and click the Submit button in order to send the changes to Redmine. In my example I changed the status from accepted to in progress.

Computer A:
4. Press F5 or click the Reload button in order to refresh the website.
5. Now in order to change something yourself you click on the Update button and as in my case suddenly the field Status retains the old value ""accepted"". Because not all values are affected you will see the notification

The following fields are affected by this behavior:
Status
Priority
Assignee
% Done
Category
Estimated time
Target version
Notes
Tracker

Not affected are:
Project
Subject
Description Edit
Parent Task
Start Date
Due Date

Workaround: 
Press Shift + Reload button (F5) or reenter the URL in the browser in Firefox
OR use the Opera web browser"
18009,Redmine,Defect,"",Closed,Low,model .rb file not matching model's class name in Alternativecustom_authentication_HowTo,Sylvain V,"",2014-10-04 09:51,Documentation,"","","","",0,2014-10-01 17:27,2014-10-04 09:51,"",Fixed,"","here: http://www.redmine.org/projects/redmine/wiki/Alternativecustom_authentication_HowTo

The doc said:

> Implement Your AuthSource Subclass
> Create a new file for your AuthSource subclass in app/models/, following the naming scheme of the existing auth_source.rb and auth_source_ldap.rb.
> 
> * Here we'll use -app/models/auth_source_myApp.rb-

The exact filename should match the Class name: AuthSourceMyCustomApp

Correct filename is: app/models/auth_source_my_custom_app.rb"
18002,Redmine,Patch,"",Closed,Normal,Traditional Chinese translation (to r13420),ChunChang Lo,"",2014-10-01 09:23,Translations,"","","","",0,2014-10-01 08:00,2014-10-01 09:23,"コピー元 #17421, コピー先 #18200","","","* New
** label_group_anonymous, label_group_non_member
"
18001,Redmine,Patch,"",New,Normal,Migration from highly customized Mantis 1.2.11 with inheritable categories in redmine,Konstantin Tkachenko,"",2014-09-30 12:12,Importers,"","","","",0,2014-09-30 12:12,"","","","","We are using Mantis in version 1.2.11 with inheritable versions and categories. 

I've experienced a number of issues during migration to remine.

First I had to modify the script a bit, to be able to migrate from our Mantis version (some small schema changes).
Second I had to find out, why a bunch of bugs from Mantis were not migrated to the redmine.

Thanks to Aaron Schroeder I've got some ideas where to search for reasons [[http://www.redmine.org/boards/2/topics/41796]].

Then I've modified the script to preserve project inheritance, to take over the inheritable versions, inheritable categories and versions closed status.

After all I've decided to add due_date to the redmine issues automatically based on the the last modification of the closed mantis bugs, because we haven't used due_date in mantis at all.

The Mantis knows three version fields (version, target_version and fixed_in_version) and I've modified the migration script to consider both fixed_in_version and target_version (to take the target_version if fixed_in_version is not set).

To be able to use inheritable categories I've applied a slightly modified patch #11898 to the 2.5-stable branch of redmine.
I've tried to modify the migration script to take over the inheritable categories in the way, that if you haven't applied a patch for inheritable categories, then the script should works as if it hasn't considered inheritable categories, but I haven't tested it appropriately.

I had to change a migration script to stay on the last failed saving of the issue and to output the occured errors to be able to find a reason of the failure. But I've reverted a change in the patch to not irritate an unexperienced users.
If I'll find a time to implement error logging in a smart way, then I'll add an updated patch to this post.

So here is my patch to the migration script:
"
17992,Redmine,Patch,"",Closed,Normal,Bulgarian translation (r13418),Ivan Cenov,"",2014-09-29 13:16,Translations,"","","","",0,2014-09-29 07:59,2014-09-29 13:16,"","","","Bulgarian translation of
* label_group_anonymous
* label_group_non_member

(related to #17976)"
17973,Redmine,Patch,"",Needs feedback,Normal,Portuguese jQuery Datepicker translation file,Rui Rebelo,"",2014-09-27 08:38,Translations,"","","","",0,2014-09-27 01:11,"",関連している #13584,"","",Portuguese Translation (pt-PT) file for the Date Picker.
17971,Redmine,Patch,"",New,Normal,Issue tables : highlight issues of level 0,J?r?me BATAILLE,"",2016-05-06 12:18,UI,"","","","",0,2014-09-26 16:57,"","","","","Make the font of the subkect bigger

Css :

<pre><code class=""css"">
.issues td.subject {
        font-weight:bold;
}

.issues tr[class*='idnt-'] td.subject {
        font-weight:normal;
}
</code></pre>"
17970,Redmine,Defect,"",Closed,Normal,Wiki PDF export doesn't render macros,Fabian Strasser,"",2014-09-26 12:05,PDF export,"","","","",0,2014-09-26 11:34,2014-09-26 12:05,次のチケットと重複 #13051,Duplicate,2.5.1,"This is something bugging me for quite some time now, but so far I haven't found a solution:

When you export a wiki site that uses macros to PDF the output doesn't show the rendered/parsed state but only the source-code which isn't useful at all (see attached images). The page should be rendered first, then be converted to PDF.


This is also related to another issue/feature request I have: #17238. There the same problems bugs me, but not for the PDF export, but for the search function."
