#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
28446,Redmine,Patch,"",Closed,Normal,Bulgarian translation,Ivan Cenov,Go MAEDA,2018-03-28 02:38,Translations,"","","","",0,2018-03-27 19:27,2018-03-28 02:38,"","","","Bulgarian translation of the following labels (#28000)

* error_can_not_delete_auth_source"
28440,Redmine,Defect,"",New,Normal,After commit missing file,Roman Shipiev,"",2018-04-28 09:28,Attachments,"","","","",0,2018-03-27 10:05,"","","","","<pre>
--- a/test/unit/attachment_transaction_test.rb
+++ b/test/unit/attachment_transaction_test.rb
@@ -73,4 +73,18 @@ class AttachmentTest < ActiveSupport::TestCase
     end
     assert File.exist?(diskfile)
   end
+
+  def test_after_commit_dont_missing_file
+    attachments =
+        ActiveRecord::Base.transaction do
+          (1..3).map do
+            Attachment.create!(
+                :file => 'anything',
+                :filename => 'filename.pdf',
+                :author => User.find(1)
+            )
+          end
+        end
+    assert attachments.reject { |a| File.exist?(a.diskfile) }.empty?
+  end
 end
</pre>"
28414,Redmine,Defect,"",New,High,Does Redmine compatible with MySQL 5.7 or not ?,Gena Makhomed,"",2018-04-11 09:51,Database,"","","","",0,2018-03-24 22:27,"","","",3.4.4,"
On page https://github.com/redmine/redmine/blob/master/doc/INSTALL 
we can read what Redmine tested with MySQL 5.7 and should work fine with this version.

But on page http://www.redmine.org/projects/redmine/wiki/RedmineInstall
we can read what Redmine is not compatible with MySQL 5.7

Does Redmine compatible with MySQL 5.7 or not ? On which page written truth?

If Redmine is not compatible with MySQL 5.7 - how it is possible to use Redmine with Ubuntu 16.04 ?
Ubuntu 16.04 was packaged with MySQL 5.7 and have no way to use older MySQL version 5.0 - 5.5

Can you please make Redmine fully compatible with MySQL 5.7 ?
"
28409,Redmine,Defect,"",New,Normal,Total estimated time value not visible when tracker has estimate time field disabled,Sebastian Paluch,"",2018-05-28 07:09,Issues,Candidate for next minor release,"","","",0,2018-03-23 16:15,"","","",3.4.4,"There is a tracker that does have estimate time field disabled. The issue of that tracker can have subtasks of different trackers that do have estimated time. The estiamted time for the parent issue is not shown at all, it should show total estimated time, in brackets. This works fine for spend time."
28404,Redmine,Defect,"",New,Normal,"""Cancel"" does not cancel a ticket update",Moritz Winter,"",2018-03-22 12:49,UI,"","","","",0,2018-03-22 12:49,"","","",3.4.3,"If I start to update a ticket (e.g. write some notes) and then hit the cancel button I would expect all my changes to be deleted. If I update the ticket again without reloading the page all previously made (but canceled) changes are still there.
This behavior caused some confusion among our users. Is there a possibility this could be fixed?

Redmine version: 3.4.3
Ruby version: 2.3.0
Rails version: 4.2.8"
28393,Redmine,Defect,"",Closed,Normal,Sort issue custom fields by position in tracker UI,Gregor Schmidt,Go MAEDA,2018-03-25 11:54,Custom fields,3.3.7,"","","",0,2018-03-21 14:40,2018-03-25 11:54,"",Fixed,"","When configuring issue custom fields for a single tracker, the custom fields are order by creation date. Instead they should be ordered by their position.

Attached you may find a patch, implementing the desired behavior. Furthermore, it's changing the line @IssueCustomField.all.sort@ to @IssueCustomField.sorted@ in the @TrackersController@. The latter will sort the records within the DB, which should be slightly faster."
28392,Redmine,Defect,"",New,Normal,"Styles for h4, h5 and h6 wiki headings are not defined",Go MAEDA,"",2018-03-22 14:12,Wiki,"","","","",0,2018-03-21 12:53,"",関連している #28331,"","","In the current versions of Redmine, styles for h4, h5, and h6 are not defined in application.css. As a result, you sometimes see an unnatural appearance of wiki pages. Please see the screenshot below.

!{border: 1px solid #ccc; width: 495px}.heading-styles-are-not-defined@2x.png!"
28383,Redmine,Defect,"",New,Normal,custom field filter on issues list requires other filters to be respected,Andreas Kohlbecker,"",2018-03-20 16:02,REST API,"","","","",0,2018-03-20 16:02,"","","",3.3.6,"Custom field filters included into _issues_ REST api request are not working as expected.


<pre>
/issues.json?cf_1=1234
</pre>


will return all issues not only those with the value @1234@ in the custom field with id 1. That is the filter is completely ignored.
The only case in which custom field filters are working is when the query string includes a @project_id@ filter.

<pre>
/issues.json?cf_1=1234&project_id=1
</pre>

This works. Only issues with the custom field 1 containing the value @1234@ are being returned.

In contrast to this adding the @status_id@ is not causing the custom field filter to be respected.

"
28372,Redmine,Patch,"",New,Normal,Czech localisation update,Karel Pi?man,"",2018-03-19 14:50,Translations,"","","","",0,2018-03-19 14:50,"","","","","An untranslated text translated
A typo fixed
Format unification"
28356,Redmine,Defect,"",New,Normal,Jump to a project not showing whole project name,Simon Tr?an,"",2018-03-18 12:11,UI,"","","","",0,2018-03-18 12:11,"","","",3.4.4,"When having nested projects or longer project names the drop down menu ""Jump to a project"" does not resize to content and project names are trimmed at the end.
It is impossible to distinguish projects from each other if the difference between project names is only at the end."
28354,Redmine,Defect,"",Closed,Normal,"Wrong menu option for enabling REST API in docs, can't fix it",Fabi?n Rodr?guez,"",2018-03-28 09:52,Documentation,"","","","",0,2018-03-16 15:33,2018-03-28 09:52,"",Fixed,"","It seems I can't edit this page:

* http://www.redmine.org/projects/redmine/wiki/Rest_api

It indicates:

> To enable the API-style authentication, you have to check Enable REST API in Administration -> Settings -> Authentication.

It should be:

> To enable the API-style authentication, you have to check Enable REST API in Administration -> Settings -> *API*.

If there's a way to update my editing rights to fix this, I'll fix it.

Thank you!"
28343,Redmine,Defect,"",New,High,Error to save custom query,Brice Beaumesnil,"",2018-03-28 09:37,Issues filter,"","","","",0,2018-03-15 10:50,"","","",3.4.4,"When i want to save a custom query, the sort_criteria saved in database is wrong.
And i have this error :

<pre>
ActionView::Template::Error (undefined method `+' for nil:NilClass):
    1: <%= hidden_field_tag 'set_filter', '1' %>
    2: <%= hidden_field_tag 'type', @query.type, :disabled => true, :id => 'query_type' %>
    3: <%= query_hidden_sort_tag(@query) %>
    4:
    5: <div id=""query_form_with_buttons"" class=""hide-when-print"">
    6: <div id=""query_form_content"">
  lib/redmine/sort_criteria.rb:35:in `block in to_param'
  lib/redmine/sort_criteria.rb:35:in `collect'
  lib/redmine/sort_criteria.rb:35:in `to_param'
  app/helpers/queries_helper.rb:372:in `query_hidden_sort_tag'
  app/views/queries/_query_form.html.erb:3:in `_3dab2d6c79ffe592a7e685bf7851a687'
  app/views/issues/index.html.erb:11:in `block in _f2c5feeaee6cbb1d8e600dad9df23bd6'
  app/views/issues/index.html.erb:10:in `_f2c5feeaee6cbb1d8e600dad9df23bd6'
  app/controllers/issues_controller.rb:51:in `block (2 levels) in index'
  app/controllers/issues_controller.rb:46:in `index'
  lib/redmine/sudo_mode.rb:63:in `sudo_mode'
</pre>

The value used to be : @--- []@
but i have :
<pre>
---
- - 
  - asc
- - 
  - asc
- - 
  - asc
</pre>

Or if i select just one sort item :
<pre>
---
- - id
  - desc
- - 
  - asc
- - 
  - asc
</pre>"
28340,Redmine,Defect,"",New,Low,Plugin Tutorial doesn't work,Grigoriy Vasilchenko,"",2018-05-10 10:22,Documentation,"","","","",0,2018-03-15 09:00,"","","",3.4.4,"Ruby 2.4.3
Rails 4.2.8
Redmine 3.4.4

Hello.

I tried to create plugin using step by step [[plugin tutorial]] and there were some problems. I had to make several corrections to make plugin working. Since I'm newbie to ruby, rails, redmine - there is no confidence in rightness of my adjustments.

Paragraph ""Extending the project menu"":
1. I replaced @@polls = Poll.find(:all)@ with @@polls = Poll.all@
<pre>
def index
  @project = Project.find(params[:project_id])
  @polls = Poll.find(:all) # @project.polls
end
</pre>
2. After clicking 'Yes' or 'No' error page was displaying. To solve this I  modified method 'vote' ('redirect_to' invocation) to:
<pre>
  def vote	
    poll = Poll.find(params[:id])
    poll.vote(params[:answer])
    if poll.save
      flash[:notice] = 'Vote saved.'
    end
		
    redirect_to :action => 'index', :project_id => params[:project_id]
  end
</pre>
and added 'project_id' parameter in 'link_to' index.html.erb: 
<pre>
<% @polls.each do |poll| %>
	<p>
		<%= poll.question %>?
		<%= link_to 'Yes', { :action => 'vote', :id => poll[:id], :answer => 'yes', :project_id => @project }, :method => :post %> <%= poll.yes %> /
		<%= link_to 'No', { :action => 'vote', :id => poll[:id], :answer => 'no', :project_id => @project }, :method => :post %> <%= poll.no %>
	</p>
<% end %>
</pre>"
28339,Redmine,Defect,"",New,Normal,Some parts are unseen with dark theme.,sergio .,"",2018-05-25 11:20,UI,"","","","",0,2018-03-15 02:11,"","","",3.4.4,"I'v just set dark theme for GTK:

export GTK_THEME=Adwaita:dark

and firefox uses it.

So by default all backgroud is dark and font is light. And it's OK while you changes both values (fg and bg) together and avoid change only one value. But really if your style is Light you should define all colors and avoid defaults!"
28337,Redmine,Defect,"",Closed,Normal,Problem when creating PDF with too many columns,Vincent Robert,"",2018-03-15 14:54,Third-party libraries,"","","","",0,2018-03-14 16:21,2018-03-15 14:54,次のチケットと重複 #23962,Duplicate,3.4.4,"The application does not respond if we try to export issues to PDF with too many columns (more than 60).

How to reproduce this bug:
1. Create many issue custom fields
    You can use this command in the console: (1..60).each { |i| CustomField.new(IssueCustomField.last.attributes.merge!({id:nil,name:""test-#{i}"", is_for_all: true})).save }
2. Go to /issues page
3. Choose to display every columns and apply the filter
4. Try to export to PDF

This bug seems to come from the RBPDF Gem. An infinite loop may appear in the ""Write"" method here:
https://github.com/naitoh/rbpdf/blob/0eff3fdae5a17ec111b63e3825b358a6b34c3f56/lib/rbpdf.rb#L4510
This infinite loop could overload the server and affect website availability."
28331,Redmine,Defect,"",Closed,Normal,"h4, h5 and h6 headings on wiki pages should have a paragraph mark",Mizuki ISHIKAWA,Go MAEDA,2018-03-28 11:25,Text formatting,3.3.7,"","","",0,2018-03-14 07:32,2018-03-28 11:15,"関連している #28392, 関連している #1647",Fixed,"","When you enter ""h1, h2, h3"" paragraph begins from there, and paragraph mark (¶) will be displayed by mouse hover.
!{width: 50%; border:1px solid #ccc}paragraph.png!
In case of ""h4, h5, h6"" There is a paragraph mark, but it is not displayed because there is no setting to display.

As ""h4, h5, h6"" is also the beginning of a paragraph like ""h1, h2, h3"", a paragraph mark should be displayed."
