#,ÉvÉçÉWÉFÉNÉg,ÉgÉâÉbÉJÅ[,êeÉ`ÉPÉbÉg,ÉXÉeÅ[É^ÉX,óDêÊìx,ëËñº,çÏê¨é“,íSìñé“,çXêVì˙,ÉJÉeÉSÉä,ëŒè€ÉoÅ[ÉWÉáÉì,äJénì˙,ä˙ì˙,ó\íËçHêî,êiíªó¶,çÏê¨ì˙,èIóπì˙,ä÷òAÇ∑ÇÈÉ`ÉPÉbÉg,Resolution,Affected version,ê‡ñæ
27072,Redmine,Defect,"",Closed,Normal,Can't update Redmine : [...] activesupport [...] `require': No such file to load -- ../lib/redmine/Pagination (LoadError),David BOUCHE,"",2017-09-27 12:29,"","","","","",0,2017-09-25 15:47,2017-09-27 12:29,"",Invalid,3.4.2,"Can update Redmine, here's the error : 

<pre>
2017-09-25T13:14:29.065Z: /home/************/vendor/bundle/ruby/2.3.0/gems/activesupport-4.2.7.1/lib/active_support/dependencies.rb:274:in `require': No such file to load -- ../lib/redmine/Pagination (LoadError)
</pre>

It seems that I'm not the only person to have this problem : https://stackoverflow.com/questions/46194782/redmine-erpmine-plug-in-error

My redmine installation : 

<pre>
Environment:
  Redmine version                3.3.3.stable
  Ruby version                   2.3.3-p222 (2016-11-21) [x86_64-linux]
  Rails version                  4.2.7.1
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.8.16
  Git                            2.13.3
  Filesystem                     
Redmine plugins:
  redmine_agile                  1.4.4
  redmine_contacts               4.1.1
  redmine_contacts_helpdesk      3.0.8
  redmine_wktime                 2.8
</pre>



How can we solve this and update our Redmine instances ?

Thanks for your support,
David"
27071,Redmine,Defect,"",New,High,"Error testing LDAPS Connection: ""Unable to connect (hostname X.X.X.X does not match the server certificate)""",Carlos Sim?,"",2017-10-20 09:59,LDAP,"","","","",0,2017-09-25 15:46,"","","",3.2.1,"I've migrated from a 2.4.2 Redmine server to a new 3.2.1. 
Everything is working OK but failing to test LDAPS (LDAP + SSL) connections (LDAP connections -without SSL- are working OK). 
I've tested with different users and different LDAP servers and always get the same result: auth_source form shows an error message: ""Unable to connect (hostname X.X.X.X does not match the server certificate)"".
I've not found relevant info in production.log file:

<pre>
Started PATCH ""/auth_sources/8"" for 172.19.12.124 at 2017-09-25 12:46:16 +0200
Processing by AuthSourcesController#update as HTML
  Parameters: {""utf8""=>""?"", ""authenticity_token""=>""Fa1QoVLFef+zngYYwypUipDda1/c0Yh0mqqGmtWThvA0D2zNmqqeDLiGUwN0pwgTWfklBjrZ73G4KpDo/53qTA=="", ""auth_source""=>{""name""=>""OpenLdap"", ""host""=>""X.X.X.X"", ""port""=>""636"", ""tls""=>""1"", ""account""=>""uid=xxxxxxx,ou=xxxxxx,dc=xxxxx,dc=xx"", ""base_dn""=>""ou=xxxxxx,dc=xxxxxx,dc=xx"", ""filter""=>"""", ""timeout""=>"""", ""onthefly_register""=>""0"", ""attr_login""=>""sAMAccountName"", ""attr_firstname""=>"""", ""attr_lastname""=>"""", ""attr_mail""=>""""}, ""dummy_password""=>""[FILTERED]"", ""commit""=>""Save"", ""id""=>""8""}
  SQL (4.3ms)  UPDATE `tokens` SET `tokens`.`updated_on` = '2017-09-25 12:46:16' WHERE `tokens`.`user_id` = 1 AND `tokens`.`value` = '932b09e00f3e76cd17f3b9b92f4dfacc77b0b3c2' AND `tokens`.`action` = 'session' AND (created_on > '2017-09-24 12:46:16.911570') AND (updated_on > '2017-09-25 00:46:16.911805')
   (0.3ms)  SELECT MAX(`settings`.`updated_on`) FROM `settings`
  User Load (0.3ms)  SELECT  `users`.* FROM `users` WHERE `users`.`type` IN ('User', 'AnonymousUser') AND `users`.`status` = 1 AND `users`.`id` = 1 LIMIT 1
  Current user: admin (id=1)
  AuthSource Load (0.2ms)  SELECT  `auth_sources`.* FROM `auth_sources` WHERE `auth_sources`.`id` = 8 LIMIT 1
   (0.1ms)  BEGIN
  AuthSource Exists (0.3ms)  SELECT  1 AS one FROM `auth_sources` WHERE (`auth_sources`.`name` = BINARY 'OpenLdap' AND `auth_sources`.`id` != 8) LIMIT 1
  SQL (0.2ms)  UPDATE `auth_sources` SET `port` = 636, `tls` = 1 WHERE `auth_sources`.`id` = 8
   (1.2ms)  COMMIT
Redirected to https://<my_server>/auth_sources
Completed 302 Found in 15ms (ActiveRecord: 6.8ms).
</pre>

I've tested from SSL connections with openssl to LDAP connection with ldapsearch, and it not seems to be anything wrong. 
Using the same users credentials and the same server connections (early configured into Redmine), with ldapseach goes everything OK.



Data about my environment:

root@asscc111s:/usr/share/redmine# ruby bin/about

<pre>
Environment:
  Redmine version                3.2.1.stable
  Ruby version                   2.3.1-p112 (2016-04-26) [x86_64-linux-gnu]
  Rails version                  4.2.6
  Environment                    production
  Database adapter               Mysql2
SCM:
  Git                            2.7.4
  Filesystem
Redmine plugins:
  no plugin installed
</pre>

root@asscc111s:/usr/share/redmine# mysql -V
mysql  Ver 14.14 Distrib 5.7.19, for Linux (x86_64) using  EditLine wrapper


Finally, all installed over a Ubuntu Server 16.04.



"
27067,Redmine,Defect,"",Needs feedback,Normal,Missed task for redmine:plugins:test,Eduard Panov,"",2017-09-25 05:44,"","","","","",0,2017-09-24 23:17,"",ä÷òAÇµÇƒÇ¢ÇÈ #21361,"",3.4.0,"Hi.
After the task for runs the plugins ui tests has been added need add invoke in redmine:plugins:test list also.

File ./lib/tasks/redmine.rake
"
27066,Redmine,Defect,"",Closed,Normal,issue parents is wrong,Randa Bustami,"",2017-09-27 13:35,"","","","","",0,2017-09-24 13:36,2017-09-27 12:24,"","","","i  added a sub task to a task but when i save it appeared under another task
example
under task  69759 i had added task 253921 but it appeared under task  69755 !
pls check  screen shots attached.
"
27064,Redmine,Defect,"",Closed,Normal,Migration plugin failed / question_plugin,Amauche Mandor,"",2017-09-24 06:12,"","","","","",0,2017-09-24 03:40,2017-09-24 06:12,"",Invalid,3.4.2,"Hi my plugins migration failed with this command.
<pre>
$> bundle exec rake redmine:plugins:migrate RAILS_ENV=production
</pre>

I have this output:

<pre>
rake aborted!
NameError: undefined method `all' for class `ActiveRecord::Relation'
/opt/redmine/redmine-3.4.2/plugins/question_plugin/lib/question_active_record_relation_patch.rb:13:in `alias_method'
/opt/redmine/redmine-3.4.2/plugins/question_plugin/lib/question_active_record_relation_patch.rb:13:in `block in included'
/opt/redmine/redmine-3.4.2/plugins/question_plugin/lib/question_active_record_relation_patch.rb:7:in `class_eval'
/opt/redmine/redmine-3.4.2/plugins/question_plugin/lib/question_active_record_relation_patch.rb:7:in `included'
/opt/redmine/redmine-3.4.2/plugins/question_plugin/init.rb:10:in `include'
/opt/redmine/redmine-3.4.2/plugins/question_plugin/init.rb:10:in `block in <top (required)>'
/var/lib/gems/2.3.0/gems/activesupport-4.2.8/lib/active_support/callbacks.rb:446:in `instance_exec'
/var/lib/gems/2.3.0/gems/activesupport-4.2.8/lib/active_support/callbacks.rb:446:in `block in make_lambda'
/var/lib/gems/2.3.0/gems/activesupport-4.2.8/lib/active_support/callbacks.rb:192:in `block in simple'
/var/lib/gems/2.3.0/gems/activesupport-4.2.8/lib/active_support/callbacks.rb:504:in `block in call'
/var/lib/gems/2.3.0/gems/activesupport-4.2.8/lib/active_support/callbacks.rb:504:in `each'
/var/lib/gems/2.3.0/gems/activesupport-4.2.8/lib/active_support/callbacks.rb:504:in `call'
/var/lib/gems/2.3.0/gems/activesupport-4.2.8/lib/active_support/callbacks.rb:92:in `__run_callbacks__'
/var/lib/gems/2.3.0/gems/activesupport-4.2.8/lib/active_support/callbacks.rb:778:in `_run_prepare_callbacks'
/var/lib/gems/2.3.0/gems/activesupport-4.2.8/lib/active_support/callbacks.rb:81:in `run_callbacks'
/var/lib/gems/2.3.0/gems/actionpack-4.2.8/lib/action_dispatch/middleware/reloader.rb:83:in `prepare!'
/var/lib/gems/2.3.0/gems/actionpack-4.2.8/lib/action_dispatch/middleware/reloader.rb:55:in `prepare!'
/var/lib/gems/2.3.0/gems/railties-4.2.8/lib/rails/application/finisher.rb:50:in `block in <module:Finisher>'
/var/lib/gems/2.3.0/gems/railties-4.2.8/lib/rails/initializable.rb:30:in `instance_exec'
/var/lib/gems/2.3.0/gems/railties-4.2.8/lib/rails/initializable.rb:30:in `run'
/var/lib/gems/2.3.0/gems/railties-4.2.8/lib/rails/initializable.rb:55:in `block in run_initializers'
/var/lib/gems/2.3.0/gems/railties-4.2.8/lib/rails/initializable.rb:54:in `run_initializers'
/var/lib/gems/2.3.0/gems/railties-4.2.8/lib/rails/application.rb:352:in `initialize!'
/opt/redmine/redmine-3.4.2/config/environment.rb:14:in `<top (required)>'
/var/lib/gems/2.3.0/gems/railties-4.2.8/lib/rails/application.rb:328:in `require'
/var/lib/gems/2.3.0/gems/railties-4.2.8/lib/rails/application.rb:328:in `require_environment!'
/var/lib/gems/2.3.0/gems/railties-4.2.8/lib/rails/application.rb:457:in `block in run_tasks_blocks'
/var/lib/gems/2.3.0/gems/rake-12.1.0/exe/rake:27:in `<top (required)>'
Tasks: TOP => redmine:plugins:migrate => environment
(See full trace by running task with --trace)
</pre>

My gem installed are this:

<pre>
*** LOCAL GEMS ***

actionmailer (4.2.8, 4.2.6)
actionpack (4.2.8, 4.2.6)
actionpack-action_caching (1.1.1)
actionpack-xml_parser (1.0.2)
actionview (4.2.8, 4.2.6)
activejob (4.2.8, 4.2.6)
activemodel (5.1.4, 4.2.8, 4.2.6)
activerecord (5.1.4, 4.2.8, 4.2.6)
activeresource (2.3.18)
activesupport (5.1.4, 4.2.8, 4.2.6, 2.3.18)
addressable (2.5.2, 2.4.0, 2.3.8)
arel (8.0.0, 6.0.4, 6.0.3)
atomic (1.1.16)
awesome_nested_set (3.0.0)
axiom-types (0.1.1)
bigdecimal (1.2.8)
binding_of_caller (0.7.2)
blankslate (3.1.3)
builder (3.2.3, 3.2.2)
bundler (1.11.2)
byebug (5.0.0)
coderay (1.1.2, 1.1.1)
coercible (1.0.0)
coffee-rails (4.1.0)
coffee-script (2.4.1)
coffee-script-source (1.9.1.1)
columnize (0.9.0)
concurrent-ruby (1.0.5)
contracts (0.16.0)
css_parser (1.6.0, 1.5.0, 1.3.6)
debug_inspector (0.0.2)
deface (1.2.0)
descendants_tracker (0.0.4)
did_you_mean (1.0.0)
equalizer (0.0.11)
erubis (2.7.0)
eventmachine (1.0.7)
execjs (2.6.0)
faraday (0.13.1)
ffi (1.9.10)
globalid (0.4.0, 0.3.6)
hike (1.2.1)
htmlentities (4.3.4, 4.3.3)
i18n (0.7.0)
ice_nine (0.11.2)
io-console (0.4.5)
issues (0.0.2)
jbuilder (2.3.1)
journal (0.0.7)
jquery-rails (4.0.5, 3.1.4)
json (1.8.3)
kanban (0.8.1)
layout (0.2.1)
listen (3.0.3)
lockfile (2.1.3)
loofah (2.0.3)
mail (2.6.6, 2.6.3)
mime-types (3.1, 2.6.1)
mime-types-data (3.2016.0521)
mimemagic (0.3.2)
mini_portile2 (2.1.0)
minitest (5.10.3, 5.8.4)
molinillo (0.4.3)
money (6.9.0)
multi_json (1.11.2)
multipart-post (2.0.0)
mysql2 (0.4.9, 0.4.3)
net-http-persistent (2.9.4)
net-ldap (0.12.1, 0.8.0)
net-telnet (0.1.1)
nokogiri (1.7.2, 1.6.7.2)
oj (2.12.10)
polyglot (0.3.5, 0.3.4)
power_assert (0.2.7)
protected_attributes (1.1.4, 1.1.3)
psych (2.0.17)
public_suffix (3.0.0)
rack (1.6.8, 1.6.4)
rack-openid (1.4.2)
rack-test (0.6.3)
rails (4.2.8, 4.2.6)
rails-deprecated_sanitizer (1.0.3)
rails-dom-testing (1.0.8, 1.0.6)
rails-html-sanitizer (1.0.3)
rails-observers (0.1.2)
railties (4.2.8, 4.2.6)
rainbow (2.2.2)
rake (12.1.0, 12.0.0, 10.5.0)
rb-inotify (0.9.7)
rbpdf (1.19.3, 1.19.2, 1.19.0)
rbpdf-font (1.19.1, 1.19.0)
rdoc (4.2.1)
redcarpet (3.4.0, 3.3.4)
redis (4.0.0, 3.3.3)
redmine_client (0.0.1)
request_store (1.3.0, 1.0.5)
rmagick (2.16.0, 2.15.4)
roadie (3.2.2, 3.1.1)
roadie-rails (1.1.1, 1.1.0)
ruby-hmac (0.4.0)
ruby-openid (2.7.0, 2.3.0)
sass (3.4.21)
sass-rails (5.0.4)
sdoc (0.4.1)
spring (1.3.6)
sprockets (3.7.1, 3.3.0)
sprockets-rails (3.2.1, 2.3.2)
sqlite3 (1.3.11)
test-unit (3.1.7)
thor (0.20.0, 0.19.1)
thread_safe (0.3.6, 0.3.5)
tilt (2.0.1)
treetop (1.6.3)
turbolinks (2.5.3)
tzinfo (1.2.3, 1.2.2)
uglifier (2.7.2)
virtus (1.0.5)
web-console (2.2.1)
</pre>

My Redmine, Ruby, Gem and Bundler version:
<pre>
Redmine 3.4.2
ruby 2.3.1p112 (2016-04-26) [x86_64-linux-gnu]
gem 2.5.1
Bundler version 1.11.2
</pre>

Thanks for your help,

Amauche,
"
27063,Redmine,Defect,"",Closed,Normal,"Tracker configuration, issue status field can't be updated",Hal Glenn,"",2017-10-02 08:20,"","","","","",0,2017-09-23 23:25,2017-10-02 08:20,"",Invalid,3.4.2,"h2. System Info

Ubuntu 14.04.5
sqlite 2.8.17
ruby 2.1.5
rails (4.2.8, 4.2.7.1, 4.2.5.2, 4.2.4, 3.2.22.2, 3.2.21) ?? from GEM list
Redmine 3.4.2

The plugins we are running are:

# Additionals
# Redmine Drawio plugin
# Image Clipboard Paste
# Redmine Lightbox 2
# Redmine Silencer 2
# Redmine Theme Changer plugin
# Redmine Wiki Lists plugin
# ERPmine
# Redmine Workflow Enhancements

h2. Tracker configuration issue

When configuring a tracker (we have about 35 of them), *all the fields will updated when save is pressed accept for any selected ""Issue statuses"".* Trackers that had ""Issue statuses"" set, are not changed, and new trackers can not have there ""Issue statuses"" set. We have about 80 issues statuses FWIW.

Looking at the redmine logs, here is the loged output from two ""Saves"", one with two issue status checked, one with non checked. regardless the ""Patch"" does not appear to affect the database. 

-----

*Save 1 with 2 issue statuses selected (ID's highlighted)*

Started PATCH ""/redmine/trackers/39"" for 192.168.50.254 at 2017-09-23 14:36:44 -0500
Processing by TrackersController#update as HTML
  Parameters: {""utf8""=>""?"", ""authenticity_token""=>""boE2LA057ubck5DzP5jXEpPWbSfjH+NVwm06uQaTwV1OIXpakRvbmbnD7AVPXmnGB2cxAAmnfvOecG+NGy2+Tw=="", ""tracker""=>{""name""=>""Actuator Connector"", ""default_status_id""=>""73"", ""is_in_roadmap""=>""1"", core_fields""=>[""assigned_to_id"", ""description"", """"], ""custom_field_ids""=>[""""], ""project_ids""=>[""61"", """"], *_""predef_issue_status_ids""=>[""14"", ""73""]}_*, ""commit""=>""Save"", ""id""=>""39""}
  Current user: hglenn (id=3)

*Save 2 with no issues status selected, (""predef_issue_status_ids"" missing from commit)*

Started PATCH ""/redmine/trackers/39"" for 192.168.50.254 at 2017-09-23 14:37:25 -0500
Processing by TrackersController#update as HTML
  Parameters: {""utf8""=>""?"", ""authenticity_token""=>""6Bmn2eE2l1aXKoX70yY1zd/Rmg2wXNK6QRqCq2dDCBrIueuvfRSiKfJ6+Q2j4IsZS2DGKlrkTxwdB9efev13CA=="", ""tracker""=>{""name""=>""Actuator Connector"", ""default_status_id""=>""73"", ""is_in_roadmap""=>""1"", ""core_fields""=>[""assigned_to_id"", ""description"", """"], ""custom_field_ids""=>[""""], ""project_ids""=>[""61"", """"]}, ""commit""=>""Save"", ""id""=>""39""}

-----

It appears the commit / PATCH is not updating the ""predef_issue_status_ids"" fields, but all other fields seem to work as expected. I looked through the database and could verify that *""tracker_statuses""* Table was not being updated after the PATCH.

This redmine instance is running redmine 3.4.2, but the issue also existed in 3.4.1. 

*I believe the issue started when we updated from 2.6.X to 3.4.1.* But we did not catch it right away.

I suppose it could also be a plugin issues, I have not disabled / removed them yet to see if it fixes it. If that could be helpful let me know and I will do so.

Thanks for an amazing system.

"
27049,Redmine,Defect,"",Closed,Normal,Error 500 Execution expired after login,Rene Kolbe,"",2017-09-21 14:58,"","","","","",0,2017-09-21 12:31,2017-09-21 14:58,"",Invalid,"","After login i get this Error:
<pre>
Started POST ""/login"" for 10.20.1.0 at 2017-09-21 12:25:41 +0200
Processing by AccountController#login as HTML
  Parameters: {""utf8""=>""?"", ""authenticity_token""=>""1E8xUtq1cfyH0cEsnvD+tDYff4311AWQ+e0bLWDGDnsWRln7JhDol5woTdfDNk8cpARxvUZRZ/MglBurp48D4g=="", ""back_url""=>""http://myServer.ourDomain.de:3000/"", ""username""=>""myName"", ""password""=>""[FILTERED]"", ""login""=>""Anmelden""}
  Current user: anonymous
An error occurred when authenticating rene.kolbe: execution expired
  Rendered common/error.html.erb within layouts/base (0.0ms)
  Rendered plugins/redmine_planning/app/views/hooks/_planning_scripts.html.erb (0.0ms)
Completed 500 Internal Server Error in 21046ms (Views: 18.1ms | ActiveRecord: 0.0ms)
</pre>

The Version of Redmine is: 3.4.2"
27048,Redmine,Defect,"",Closed,Normal,unable to update issues through API,Bharath Kumar Reddy,"",2017-10-31 12:05,Custom fields,"","","","",0,2017-09-21 09:56,2017-10-31 12:05,"",No feedback,"","CRM ID field not activate for this project
Completed 500 Internal Server Error in 2547ms

TypeError (can't convert Symbol into Integer):
  app/models/issue.rb:163:in `create_or_update'
  app/models/issue.rb:1075:in `block in save_issue_with_child_records'
  app/models/issue.rb:1062:in `save_issue_with_child_records'
  app/controllers/issues_controller.rb:179:in `update'

when trying update the issue through API, the above error generated in the log file"
27043,Redmine,Defect,"",New,Normal,SVN repos with spaces allow for browsing but not file viewing,Oliver Robson,"",2017-09-20 04:11,SCM,"","","","",0,2017-09-20 04:11,"",ä÷òAÇµÇƒÇ¢ÇÈ #7505,"",3.2.5,"Our Subversion repository naming structure incorporates spaces in it (@http://some.url/svn/repo with spaces/@), and it seems this is not working perfectly in Redmine. I can see the files within the repository, however if I try and view a file or the diff of a file, I get a ""404 The entry or revision was not found in the repository."". If I try the same thing with a different repository with no spaces in the name, it works as I believe it should (can view / diff files). Interestingly, if I go to a specific revision and 'View differences' it will do a diff of all of the changes in that revision perfectly fine, it's only upon diffing / viewing a single file that it fails.

I have tried replacing the spaces with %20, however this stops me being able to browse the repo at all. I have tried putting the repo string in quotes, however this is not accepted by Redmine as quotes are considered an invalid character in that box.

Having a space in a file name doesn't cause any issues with regards to viewing / diffing, it's just with the repo itself.

The resolution in #7505 shows the repo browsing to be working as intended (like it is for me), however upon attempting to view those files in Redmine is where the issue appears."
27038,Redmine,Defect,"",New,Normal,Lost Password link on login page is not accessible on iOS VoiceOver,Leon Blakey,"",2017-10-19 08:21,UI,"","","","",0,2017-09-19 17:51,"","","",3.4.2,"The forgot password link on the login page is not accessible to VoiceOver on iOS. When swiping left-right it just reads ""Password lost password"" but doesn't let you click on it. I have to hunt for the link with my finger. 

Even on Jaws on Windows the ""Lost Password"" link is not in the tab order. However it can be worked around since Jaws can find all links on the page. 

I believe it's because the <a> is inside the <label> for the password field. 

<pre>
Environment:
  Redmine version                3.4.2.stable
  Ruby version                   2.4.2-p198 (2017-09-14) [x86_64-linux]
  Rails version                  4.2.8
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.8.10
  Mercurial                      3.1.2
  Bazaar                         2.7.0
  Git                            2.1.4
  Filesystem                     
Redmine plugins:
  no plugin installed
</pre>"
