#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
21024,Redmine,Defect,"",Needs feedback,Normal,"can't upload file with ""["" in name",stephane pham,"",2015-11-06 05:30,Attachments,"","","","",0,2015-10-19 14:06,"","","","","Hi,

I work on redmine version 3.1.1 and i can't upload file with ""["" in name.

Thanks."
21023,Redmine,Defect,"",Closed,Normal,Data inconsistency when inserting time entry after editing activities list (no check for enumerator present in database),Sergey Startsev,"",2015-10-29 15:07,Issues,"","","","",0,2015-10-19 13:59,2015-10-29 15:07,"",Fixed,3.0.3,"steps:
open 2 browser windows (user and admin actions emulation):
window 1 (W1) - issue page
window 2 (W2) - enumerators administration page or project actions settings

# W1: open an issue page end press edit button to insert spent time
# W2: delete global action (in administration) or set project actions to default list
# W1: input and save workhours (choosing a deleted / reseted time entry action)
# W1: in time entries table the action cell of created report will be empty, but in DB there will be an ID of deleted action in action_id field"
21021,Redmine,Defect,"",Closed,Normal,Copying a Redmine issue does not allow change of Status,Roger Noble,"",2017-05-27 06:05,Issues,"","","","",0,2015-10-19 12:03,2017-05-27 06:05,関連している #23610,Fixed,3.0.1,"Although the form presented allows selection between existing status and default status, if the existing status is ""Closed"", the change is not accepted.  As a result, the new Issue is created with the Status = Closed and the changes to Subject and Description not done."
21019,Redmine,Patch,"",Closed,Normal,Traditional Chinese translation (to r14689),ChunChang Lo,"",2015-10-31 14:09,Translations,3.1.2,"","","",0,2015-10-19 06:29,2015-10-31 14:09,"","","",""
21013,Redmine,Defect,"",Needs feedback,Normal,Links not formatted in documents,Kai B?se,"",2015-11-02 15:38,Text formatting,"","","","",0,2015-10-17 22:37,"","","",3.1.1,"Using Documents, links with different display text get not formatted.

Text Used:
<pre>
**Technische Dokumentation**

1. Server und Enviroment
 * document#2
 * document#3
2. Extensions
 * ""Extension Builder"":https://docs.typo3.org/typo3cms/extensions/extension_builder

""Redmine web site"":http://www.redmine.org
</pre>

Please find attached screenshot.

Env Informarmation:
<pre>
Environment:
  Redmine version                3.1.1.stable
  Ruby version                   2.1.5-p273 (2014-11-13) [i386-linux-gnu]
  Rails version                  4.2.4
  Environment                    production
  Database adapter               Mysql2
SCM:
  Git                            2.1.4
  Filesystem                     
Redmine plugins:
  no plugin installed
</pre>"
21012,Redmine,Defect,"",Closed,Normal,Link custom fields with long URLs are distorting issue detail view,Maxim Kru?ina,Jean-Philippe Lang,2015-10-21 18:32,UI,3.2.0,"","","",0,2015-10-17 19:07,2015-10-21 18:22,"",Fixed,"","As you can see on screenshot, when using custom field , format Link, then when there is a long URL (can happen very often), layout of page is broken.
I believe, this can be solved by simply via CSS, also (for me) I think there can be visible only shortened part of URL, with full link in a href."
21011,Redmine,Defect,"",Closed,Normal,Watchers can not be deleted from a ticket,Thorsten H.,"",2016-08-30 06:20,Issues,"","","","",0,2015-10-17 01:05,2016-08-30 06:20,関連している #14325,Invalid,3.1.1,"Watchers can not be deleted from a ticket if Redmine 3.1.1 on Apache (mod_fcgi)/Passenger runs;
Over @/usr/bin/ruby bin/rails server webrick -e production@ watchers can be delete from a ticket
"
21010,Redmine,Defect,"",Closed,Normal,Beobachter k?nnen nicht gel?scht werden,Thorsten H.,"",2015-10-17 00:54,"","","","","",0,2015-10-17 00:37,2015-10-17 00:54,"",Invalid,3.1.1,"Beobachter k?nnen aus einem Ticket nicht gel?scht werden, wenn Redmine 3.1.1 ?ber Apache (mod_fcgi)/Passenger l?uft;
?ber /usr/bin/ruby bin/rails server webrick -e production klappt das problemlos

Environment:
  Redmine version                3.1.1.stable.14669
  Ruby version                   2.0.0-p598 (2014-11-13) [x86_64-linux]
  Rails version                  4.2.4
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.7.14
  Git                            1.8.3.1
  Filesystem
Redmine plugins:
  no plugin installed"
21000,Redmine,Defect,"",Closed,High,An unbalanced closing pre or code tag results in undefined method `casecmp' for nil:NilClass,Ricardo S,Jean-Philippe Lang,2015-11-12 04:39,Text formatting,"","","","",0,2015-10-15 19:19,2015-10-15 20:32,"",Fixed,"","After r14484, starting a wiki text with &lt;/code> or &lt;/pre> results in the error:
<pre>
An ActionView::Template::Error occurred in wiki#show: undefined method `casecmp' for nil:NilClass
app/helpers/application_helper.rb:612:in `parse_non_pre_blocks'
app/helpers/application_helper.rb:582:in `textilizable'
app/views/wiki/_content.html.erb:2:in `_app_views_wiki__content_html_erb___1050873637_98682770'
app/views/wiki/show.html.erb:44:in `_app_views_wiki_show_html_erb___219731868__628886978'
app/controllers/wiki_controller.rb:97:in `show'
lib/redmine/sudo_mode.rb:63:in `sudo_mode'
</pre>

My redmine environment:
<pre>
Environment:
  Redmine version                3.1.0.devel
  Ruby version                   2.2.3-p173 (2015-08-18) [i386-linux-gnu]
  Rails version                  4.2.3
  Environment                    production
  Database adapter               SQLServer
</pre>"
20997,Redmine,Defect,"",Closed,Normal,Redmine 3.1.1 API Rest and my account page,Franck Samson,Jean-Philippe Lang,2015-11-30 16:27,Accounts / authentication,"","","","",0,2015-10-15 10:53,2015-10-17 11:25,"","",3.1.1,"Hello, 
I use the latest version of redmine and when the API Rest is activated, I can't go to my account page I ve got this error : 

<pre>
Started GET ""/redmine/my/account"" for  at 2015-10-15 10:43:30 +0200
Processing by MyController#account as HTML
  Current user: ccc (id=5)
  Rendered users/_mail_notifications.html.erb (17.4ms)
  Rendered users/_preferences.html.erb (5.3ms)
  Rendered my/_sidebar.html.erb (4.7ms)
  Rendered my/account.html.erb within layouts/base (39.3ms)
Completed 500 Internal Server Error in 51ms (ActiveRecord: 4.5ms)

ActionView::Template::Error (No route matches {:action=>""show_api_key"", :controller=>""my""}):
    21: <% if Setting.rest_api_enabled? %>
    22: <h4><%= l(:label_api_access_key) %></h4>
    23: <div>
    24:   <%= link_to l(:button_show), {:action => 'show_api_key'}, :remote => true %>
    25:   <pre id='api-access-key' class='autoscroll'></pre>
    26: </div>
    27: <%= javascript_tag(""$('#api-access-key').hide();"") %>
  app/views/my/_sidebar.html.erb:24:in `_app_views_my__sidebar_html_erb___3604902527302737899_70242405852180'
  app/views/my/account.html.erb:56:in `block in _app_views_my_account_html_erb__883336876389597527_70242404894200'
  app/views/my/account.html.erb:55:in `_app_views_my_account_html_erb__883336876389597527_70242404894200'
  lib/redmine/sudo_mode.rb:63:in `sudo_mode'
</pre>

If the Rest Api is deactivated there is no probleme... 

Thank for help
 
"
20995,Redmine,Defect,"",Closed,Normal,Automatic done ratio calculation in issue tree is wrong in some cases,Felix Sch?fer,Jean-Philippe Lang,2015-11-14 10:59,Issues,3.2.0,"","","",0,2015-10-15 09:34,2015-11-14 10:59,関連している #23511,Fixed,"","Currently the done ratio of parent issues in an issue tree is calculated based on the average of done ratios of the _leaves_ bellow that issue source:/tags/3.1.1/app/models/issue.rb#L1491. This however can lead to inconsistencies in the automatically calculated done ratios.

For example: issue C with a done ratio of 50% and an open status, which is a subtask of issue B with a done ratio of 70% automatically set by its (open) status, which itself is a subtask of issue A, with a status that doesn't automatically set the done ratio. In that case, A will have an automatically calculated done ratio of 50% because it will be calculated based on the leaf's done ratios, i.e. from C, although its only direct child has a done ratio of 70%.

Is there any rationale to keeping the calculation of the done ratio based on the leaves? I would like to change it to be calculated based on the done ratios of the direct children. If this is an acceptable change I can work on a patch."
20994,Redmine,Defect,"",Closed,High, You can not change the priority of the parent issue,n endo,"",2017-12-11 17:36,Issues,"","","","",0,2015-10-15 03:25,2015-10-15 20:20,次のチケットと重複 #20992,Duplicate,3.1.1,"We're using Redmine3.1
Priority setting it is in the ""Independent of subtasks.""

It is no longer automatically calculated from the subtasks, but it can not be changed manually.
it read-only.

Is this would be specifications? What bugs?"
20993,Redmine,Defect,"",Closed,Low,auto-importing GPG signature file,Monty Cantsin,"",2015-10-15 04:31,Email receiving,"","","","",0,2015-10-15 01:31,2015-10-15 04:27,次のチケットと重複 #3413,Duplicate,"","When replying to a Redmine mail by e-mail, with a GPG signed mail, redmine automatically adds the attached signature file (siganture.asc) to the respective issue/task of the project.

For users using GPG signed e-mails by default, this ads a lot of unnecessary editing, - deleting of signature.asc files, - in Redmine.

Would be nice to have a filter within redmine that recognizes such files."
