#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
16122,Redmine,Defect,"",New,Normal,redmine:email:receive should not abort with buggy mail,Vedran Rodic,"",2015-01-07 17:58,Email receiving,"","","","",0,2014-02-18 14:52,"","次のチケットが重複 #16261, 次のチケットが重複 #18649","","","Hi

I'm testing issue creation via email with  redmine-2.4.3. It works fine when I have plain Ascii mails, but fails with Croatian characters. Gmail chooses to use latin2 for them, and that works fine in all other apps, but not with redmine 2.4.3 when receiving email. I've attached the .eml file that gmail sends to our mail server. 

I've also tried with patch in http://www.redmine.org/projects/redmine/repository/revisions/12474, but issue is still present.  

rake -f ~/redmine-2.4.3/Rakefile redmine:email:receive_imap RAILS_ENV=""production"" host=xxxxxxx username=xxxxx password=xxxx project=operativa tracker=Bug allow_override=tracker,priority

rake aborted!
""\xB9"" from ASCII-8BIT to UTF-8
/home/redmine/.rvm/gems/ruby-1.9.3-p484/gems/mail-2.5.4/lib/mail/fields/unstructured_field.rb:149:in `encode!'
/home/redmine/.rvm/gems/ruby-1.9.3-p484/gems/mail-2.5.4/lib/mail/fields/unstructured_field.rb:149:in `fold'
/home/redmine/.rvm/gems/ruby-1.9.3-p484/gems/mail-2.5.4/lib/mail/fields/unstructured_field.rb:103:in `wrapped_value'
/home/redmine/.rvm/gems/ruby-1.9.3-p484/gems/mail-2.5.4/lib/mail/fields/unstructured_field.rb:69:in `do_encode'
/home/redmine/.rvm/gems/ruby-1.9.3-p484/gems/mail-2.5.4/lib/mail/fields/unstructured_field.rb:51:in `encoded'
/home/redmine/.rvm/gems/ruby-1.9.3-p484/gems/mail-2.5.4/lib/mail/field.rb:167:in `method_missing'
/home/redmine/.rvm/gems/ruby-1.9.3-p484/gems/mail-2.5.4/lib/mail/header.rb:206:in `block in encoded'
/home/redmine/.rvm/gems/ruby-1.9.3-p484/gems/mail-2.5.4/lib/mail/header.rb:205:in `each'
/home/redmine/.rvm/gems/ruby-1.9.3-p484/gems/mail-2.5.4/lib/mail/header.rb:205:in `encoded'
/home/redmine/.rvm/gems/ruby-1.9.3-p484/gems/mail-2.5.4/lib/mail/message.rb:1801:in `encoded'
/home/redmine/.rvm/gems/ruby-1.9.3-p484/gems/actionmailer-3.2.16/lib/action_mailer/base.rb:434:in `set_payload_for_mail'
/home/redmine/.rvm/gems/ruby-1.9.3-p484/gems/actionmailer-3.2.16/lib/action_mailer/base.rb:403:in `block in receive'
/home/redmine/.rvm/gems/ruby-1.9.3-p484/gems/activesupport-3.2.16/lib/active_support/notifications.rb:123:in `block in instrument'
/home/redmine/.rvm/gems/ruby-1.9.3-p484/gems/activesupport-3.2.16/lib/active_support/notifications/instrumenter.rb:20:in `instrument'
/home/redmine/.rvm/gems/ruby-1.9.3-p484/gems/activesupport-3.2.16/lib/active_support/notifications.rb:123:in `instrument'
/home/redmine/.rvm/gems/ruby-1.9.3-p484/gems/actionmailer-3.2.16/lib/action_mailer/base.rb:401:in `receive'
/home/redmine/redmine-2.4.3/app/models/mail_handler.rb:46:in `receive'
/home/redmine/redmine-2.4.3/lib/redmine/imap.rb:35:in `block in check'
/home/redmine/redmine-2.4.3/lib/redmine/imap.rb:32:in `each'
/home/redmine/redmine-2.4.3/lib/redmine/imap.rb:32:in `check'
/home/redmine/redmine-2.4.3/lib/tasks/email.rake:125:in `block (3 levels) in <top (required)>'
/home/redmine/.rvm/gems/ruby-1.9.3-p484/bin/ruby_executable_hooks:15:in `eval'
/home/redmine/.rvm/gems/ruby-1.9.3-p484/bin/ruby_executable_hooks:15:in `<main>'
Tasks: TOP => redmine:email:receive_imap
(See full trace by running task with --trace)

Please tell if you need more data or testing. 

Issue looks very similar as the one here: http://stackoverflow.com/questions/19450199/redmine-receive-mail-field
"
16116,Redmine,Patch,"",Needs feedback,Normal,Sort of version options,Daniel Felix,Jean-Philippe Lang,2014-03-21 08:10,Roadmap,"","","","",0,2014-02-18 09:51,"","","","","Hi there,

currently all versions are just sorted by an array.

This causes that our version field results in an unsorted order. Either id nor name or date (all dates are nil) is respected.

This way could improve the version sort.

See source:trunk/app/models/issue.rb#L743

Replace this line with
<pre><code class=""ruby"">
@assignable_versions = versions.uniq.sort_by{|v| [v.effective_date, v.name]}
</code></pre>

This will sort the result in first place by effective date and otherwise by name.

Any regressions?

Best regards,
Daniel"
16111,Redmine,Defect,"",Closed,Normal,Redmine should accept changes to an issue even when an error prevents an attachment upload,Christopher Harwood,"",2016-05-10 10:04,Attachments,"","","","",0,2014-02-17 18:07,2016-05-10 10:04,関連している #3957,"",2.2.3,"I am working on an problem where users receive a 500 error page any time they attempt to attach documents to an issue using the files field. This is a new installation, so I suspect that problem is not related to Redmine itself. However, in addressing it I have noted that Redmine will lose any other updates that the user entered for that issue. Sometimes the lost effort is considerable.

It would be better if Redmine provided some error handling in this case, allowing the issue updates to pass through while signaling to the user that their attempt to upload a file was unsuccessful.

This is an issue that I would be happy to work on myself as time permits, but being new to both Ruby/Rails and Redmine it will take me awhile to figure out how all the pieces fit together. Not a professional programmer by any means."
16107,Redmine,Defect,"",Closed,Normal,"ApplicationController mishandles non-Basic authentication information, causing an internal error",Stephane Lapie,Jean-Philippe Lang,2014-02-23 09:20,Accounts / authentication,2.5.0,"","","",0,2014-02-17 10:26,2014-02-23 09:20,"",Fixed,"","I am currently using a 2.3.1 installation (running on Ruby 1.9.3, with a Postgres database), with the Redmine HTTP Auth plug-in, and a mod_auth_kerb setup based on AD, for authentication.

In some cases, accessing from Internet Explorer provokes the following error log :
<pre>
ActiveRecord::StatementInvalid (PG::Error: ERROR:  invalid byte sequence for encoding ""UTF8"": 0x82
: SELECT ""users"".* FROM ""users""  WHERE ""users"".""type"" IN ('User', 'AnonymousUser') AND ""users"".""login"" = '`<82>^Gj^F^F+^F^A^E^E^B?<82>^G^0<82>^GZ?00.^F *<86>H<82>÷^R^A^B^B^F   *<86>H<86>÷^R^A^B^B^F
+^F^A^D^A<82>7^B^B^^^F
+^F^A^D^A<82>7^B^B
?<82>^G$^D<82>^G `<82>^G^\^F    *<86>H<86>÷^R^A^B^B^A'):
  app/models/user.rb:352:in `find_by_login'
  app/models/user.rb:163:in `try_to_login'
  app/controllers/application_controller.rb:113:in `block in find_current_user'
  app/controllers/application_controller.rb:112:in `find_current_user'
  app/controllers/application_controller.rb:87:in `user_setup'
</pre>

I have retraced it succesfully to the find_current_user method in ""app/controllers/application_controller.rb"" (line 111) :
<pre><code class=""ruby"">
# HTTP Basic, either username/password or API key/random
authenticate_with_http_basic do |username, password|
  user = User.try_to_login(username, password) || User.find_by_api_key(username)
end
</code></pre>

The ""authenticate_with_http_basic"" code is provided by the actionpack gem, which will access the Authorization header and cut it to get what it thinks is the username and the password. The problem is, since I am not using Basic auth, but Negotiate auth, it is cutting through Kerberos ticket information, and therefore that the resulting [ username, password ] values will make no sense whatsoever.

After this, it will try using the username value (a binary blob at this point) to look for the corresponding User object, and it is at this point that the database refuses to process the SQL query (which would fail anyway), resulting in an internal error.

I could fix the code on my side with the following fix to app/models/user.rb :
<pre><code class=""diff"">
--- /usr/local/share/redmine/app/models/user.rb.orig	2014-02-17 16:36:21.246082730 +0900
+++ /usr/local/share/redmine/app/models/user.rb	2014-02-17 17:06:49.078946687 +0900
@@ -155,8 +155,12 @@
 
   # Returns the user that matches provided login and password, or nil
   def self.try_to_login(login, password)
-    login = login.to_s
-    password = password.to_s
+### IN-HOUSE PATCH BY STEPHANE LAPIE <stephane.lapie@asahinet.com> ON 2014/02/17
+# This patch here sanitizes the ""login"" and ""password"" information.
+# These are derived from parsing the Authorization request header, and they are valid only for Basic authentication.
+# If this info comes from a Negotiate (Kerberos) authentication attempt, they will contain mangled ticket information.
+    login = login.to_s.encode('UTF-8', :invalid => :replace, :undef => :replace)
+    password = password.to_s.encode('UTF-8', :invalid => :replace, :undef => :replace)
 
     # Make sure no one can sign in with an empty login or password
     return nil if login.empty? || password.empty?
</code></pre>

By sanitizing the variables like this, the SQL query goes through properly, and even though it fails, authentication is then handed over to the HTTP Auth plugin (using the name stored in the REMOTE_USER variable).

However, at the core, it sounds to me there is a problem in making the assumption that any HTTP auth attempt is going to be Basic, both in Redmine, and in Rails. It would probably be more sensible to check if we are using Basic auth (just check the first word of request.authorization), and if we are not, to right away consider we don't have valid user identification info as we would otherwise anyway, which is why I also patched app/controllers/application_controller.rb :
<pre><code class=""diff"">
--- /usr/local/share/redmine/app/controllers/application_controller.rb.orig	2014-02-17 18:21:53.497327785 +0900
+++ /usr/local/share/redmine/app/controllers/application_controller.rb	2014-02-17 18:21:32.605134171 +0900
@@ -109,8 +109,12 @@
         user = User.find_by_api_key(key)
       else
         # HTTP Basic, either username/password or API key/random
-        authenticate_with_http_basic do |username, password|
-          user = User.try_to_login(username, password) || User.find_by_api_key(username)
+        ### IN-HOUSE PATCH BY STEPHANE LAPIE <stephane.lapie@asahinet.com> ON 2014/02/17
+        # This patch ensures we don't try Basic authentication in cases where we use any other mechanism
+        if (request.authorization.split(' ') == ""Basic"")
+          authenticate_with_http_basic do |username, password|
+            user = User.try_to_login(username, password) || User.find_by_api_key(username)
+          end
         end
       end
       # Switch user if requested by an admin user
</code></pre>"
16106,Redmine,Defect,"",Closed,Normal,Ruby on Rails application could not be started,Carlos Roberto Feitoza de Melo,"",2014-02-16 22:28,"","","","","",0,2014-02-16 17:59,2014-02-16 22:28,"",Invalid,"","Hello !

After an attempt to update , I'm not strart with the application .

Error message :
undefined method ` add_engine_view_paths ' for class ` Rails :: Plugin :: Loader '

Exception class :
NameError

Application root:
/ usr / share / redmine

backtrace :
# File Line Location
0 / usr / share / redmine / vendor / rails / ActiveSupport / lib / active_support / core_ext / module / aliasing.rb alias_method 33 in ` '
1 / usr / share / redmine / vendor / rails / ActiveSupport / lib / active_support / core_ext / module / aliasing.rb alias_method_chain 33 in ` '
2 / usr / share / redmine / vendor / plugins / prepend_engine_views / 5 init.rb in ` included '
3 / usr / share / redmine / vendor / plugins / prepend_engine_views / 4 init.rb class_eval in ` '
4 / usr / share / redmine / vendor / plugins / prepend_engine_views / 4 init.rb in ` included '
5 / usr / share / redmine / vendor / plugins / prepend_engine_views / init.rb 20 in ` include '
6 / usr / share / redmine / vendor / plugins / prepend_engine_views / init.rb 20 in ` send '
7 / usr / share / redmine / vendor / plugins / prepend_engine_views / init.rb evaluate_init_rb 20 in ` '
8 / usr / share / redmine / vendor / rails / railties / lib / rails / plugin.rb 103 in ` evaluate_init_rb '
9 / usr / share / redmine / vendor / rails / ActiveSupport / lib / active_support / core_ext / kernel / reporting.rb silence_warnings 11 in ` '
10 / usr / share / redmine / vendor / rails / railties / lib / rails / plugin.rb evaluate_init_rb 99 in ` '
11 / usr / share / redmine / vendor / rails / railties / lib / rails / plugin.rb 44 in `load '
12 / usr / share / redmine / config / . . / Vendor / plugins / engines / lib / engines / plugin.rb 77 in `load '
13 / usr / share / redmine / vendor / rails / railties / lib / rails / plugin / loader.rb load_plugins 33 in ` '
14 / usr / share / redmine / vendor / rails / railties / lib / rails / plugin / loader.rb 32 in ` each '
15 / usr / share / redmine / vendor / rails / railties / lib / rails / plugin / loader.rb load_plugins 32 in ` '
16 / usr / share / redmine / vendor / rails / railties / lib / initializer.rb 323 in ` load_plugins '
17 / usr / share / redmine / vendor / rails / railties / lib / initializer.rb 160 in ` process'
18 / usr / share / redmine / vendor / rails / railties / lib / initializer.rb 112 in ` send '
19 / usr / share / redmine / vendor / rails / railties / lib / initializer.rb 112 in ` run '
20 / usr / share / redmine / config / environment.rb 43
21 / 31 in ` gem_original_require usr/lib/ruby/1.8/rubygems/custom_require.rb '
22 / 31 usr/lib/ruby/1.8/rubygems/custom_require.rb in ` require '
23 / 299 in ` usr/lib/ruby/1.8/phusion_passenger/railz/application_spawner.rb preload_application '
24 / 248 in ` usr/lib/ruby/1.8/phusion_passenger/railz/application_spawner.rb initialize_server '
25 / 255 in ` usr/lib/ruby/1.8/phusion_passenger/utils.rb report_app_init_status '
26 / 233 in ` usr/lib/ruby/1.8/phusion_passenger/railz/application_spawner.rb initialize_server '
27 / 194 in ` usr/lib/ruby/1.8/phusion_passenger/abstract_server.rb start_synchronously '
28 / usr/lib/ruby/1.8/phusion_passenger/abstract_server.rb 163 in ` start '
29 / usr/lib/ruby/1.8/phusion_passenger/railz/application_spawner.rb 209 in ` start '
30 / 262 in ` usr/lib/ruby/1.8/phusion_passenger/spawn_manager.rb spawn_rails_application '
31 / 126 in ` usr/lib/ruby/1.8/phusion_passenger/abstract_server_collection.rb lookup_or_add '
32 / 256 in ` usr/lib/ruby/1.8/phusion_passenger/spawn_manager.rb spawn_rails_application '
33 / 80 usr/lib/ruby/1.8/phusion_passenger/abstract_server_collection.rb in ` synchronize '
34 / 79 usr/lib/ruby/1.8/phusion_passenger/abstract_server_collection.rb in ` synchronize '
35 / 255 in ` usr/lib/ruby/1.8/phusion_passenger/spawn_manager.rb spawn_rails_application '
36 / 154 in ` usr/lib/ruby/1.8/phusion_passenger/spawn_manager.rb spawn_application '
37 / 287 in ` usr/lib/ruby/1.8/phusion_passenger/spawn_manager.rb handle_spawn_application '
38 / 352 in ` usr/lib/ruby/1.8/phusion_passenger/abstract_server.rb __send__ '
39 / 352 in ` usr/lib/ruby/1.8/phusion_passenger/abstract_server.rb main_loop '
40 / 196 in ` usr/lib/ruby/1.8/phusion_passenger/abstract_server.rb start_synchronously '
41 / usr / lib / phusion_passenger / passenger- spawn -server 61

Thank you for your attention ."
16105,Redmine,Defect,"",Closed,Normal,Time Tracking doesn't work from git commits,Vasily Khayrulin,"",2014-03-16 04:48,Time tracking,"","","","",0,2014-02-15 18:06,2014-03-16 04:48,次のチケットと重複 #16126,Duplicate,2.4.3,"I've setup redmine 2.4.3
Created test project. added git repository in settings.
Also i've enabled parse time for commits and enabled time tracking module for project.

Next I'm trying to do commit with comments like 'issue #1 @1h'
I could see assigned commits for the issue, but spent time and status doesn't change.
"
16100,Redmine,Defect,"",New,Normal,"reposman.rb - git repository without "".git"" suffix",Wojtek …,"",2014-03-04 05:35,SCM extra,"","","","",0,2014-02-14 14:41,"","","","","While this is not necessary it's a convention that bare git repositories should be suffixed with "".git"". Could reposman.rb be changed to accommodate that?"
16097,Redmine,Patch,"",Closed,Normal,German translation for r12850,Daniel Felix,"",2014-02-15 01:43,Translations,"","","","",0,2014-02-14 09:54,2014-02-15 01:43,"","","","Translation for r12850.

Replace:
@
label_custom_field_select_type: Select the type of object to which the custom field
    is to be attached
@

with:
@
label_custom_field_select_type: Bitte w?hlen Sie den Objekttyp, zu dem das benutzerdefinierte Feld 
    hinzugef?gt werden soll
@

"
16095,Redmine,Defect,"",Closed,Normal,"Viewing issue: role permissions should hide start date, due date, time and % done and any related history",Richard Gunn,"",2014-02-22 12:40,Issues permissions,"","","","",0,2014-02-14 03:27,2014-02-22 12:40,"",Invalid,2.4.2,"I have created a customer specific role & user and edited their permissions (role and workflow) to hide time related fields.

The correct behaviour is exhibited for this user under this role creating/updating issues - no time related fields are shown.

However when viewing the issue as this user the start date, due date, % done and estimated time is visible, as is the history related to this.

Please refer to the attached screen shot.

Environment:
Redmine version 2.4.2.stable
Ruby version 1.9.3-p484 (2013-11-22) [x86_64-linux]
Rails version 3.2.16
Environment production
Database adapter Mysql2
SCM:
Subversion 1.8.4
Git 1.8.3
Filesystem 
Redmine plugins:
redmine_mylyn_connector 2.8.2.stable"
16092,Redmine,Defect,"",Closed,High,Parent/subtask: calculation of estimated hours,Pavel Potcheptsov,"",2016-02-20 13:22,Time tracking,"","","","",0,2014-02-13 15:35,2016-02-20 13:22,"関連している #5490, 関連している #17550, 関連している #20688, 関連している #21449, 次のチケットが重複 #13775",Fixed,2.4.0,"We defined 1-level issue with estimated time 10 hours.
Once we defined subtask for 1-level issue with estimated time 15 hours, we got 15 hours in parent task. (should be 25 hours in parent)
Once we defined subtask for above subtask with estimation 20 hours, above subtask became with 20 hours and parent task became 20 hours. (should be 45 in parent)
If we define another subtask for 1-level issue with estimation 30 hours, then parent task make sum of two subtasks on 2-level and total time for parent task will be 50 hours. (should be 75 in parent)

But in general, with such arithmetic we're losing hours. Each task which has subtask should make a sum of it's own estimation hours with all hours that defined in his subtasks, not round to hours in subtasks."
16091,Redmine,Defect,"",Closed,Normal,Export CSV with many custom field runs many queries,Johan Guilbaud,Jean-Philippe Lang,2014-04-08 19:03,Custom fields,2.5.0,"","","",0,2014-02-13 14:45,2014-02-23 09:16,関連している #16638,Fixed,2.4.2,"Hello!

When exporting issues in CSV with lot of custom field (more than 20) it's very slow. We've made an audit and we have found there are many sql requests like that : (we use mysql)

@140127 16:38:49     2 Query     SELECT  `issues`.* FROM `issues`  WHERE `issues`.`id` = 35006 LIMIT 1
                    2 Query     SELECT `issue_relations`.* FROM `issue_relations`  WHERE `issue_relations`.`issue_from_id` = 35007
                    2 Query     SELECT `issue_relations`.* FROM `issue_relations`  WHERE `issue_relations`.`issue_to_id` = 35007
                    2 Query     SELECT `custom_values`.`id` AS t0_r0, `custom_values`.`customized_type` AS t0_r1, `custom_values`.`customized_id` AS t0_r2, `custom_values`.`custom_field_id` AS t0_r3, `custom_values`.`value` AS t0_r4, `custom_fields`.`id` AS t1_r0, `custom_fields`.`type` AS t1_r1, `custom_fields`.`name` AS t1_r2, `custom_fields`.`field_format` AS t1_r3, `custom_fields`.`possible_values` AS t1_r4, `custom_fields`.`regexp` AS t1_r5, `custom_fields`.`min_length` AS t1_r6, `custom_fields`.`max_length` AS t1_r7, `custom_fields`.`is_required` AS t1_r8, `custom_fields`.`is_for_all` AS t1_r9, `custom_fields`.`is_filter` AS t1_r10, `custom_fields`.`position` AS t1_r11, `custom_fields`.`searchable` AS t1_r12, `custom_fields`.`default_value` AS t1_r13, `custom_fields`.`editable` AS t1_r14, `custom_fields`.`visible` AS t1_r15, `custom_fields`.`multiple` AS t1_r16 FROM `custom_values` LEFT OUTER JOIN `custom_fields` ON `custom_fields`.`id` = `custom_values`.`custom_field_id` WHERE `custom_values`.`customized_id` = 35007 AND `custom_values`.`customized_type` = 'Issue' ORDER BY custom_fields.position@


NB : there are differences in sql requests used between using a filter with all columns with doing export on selected column and no filter and doing export on all columns...



Whe are about 5 minutes to export 3300 issues with 20 customs fields..."
16090,Redmine,Defect,"",Closed,Normal,Redmine Invoices Plugin Pro Translation missing (german),Marco Descher,"",2014-02-15 08:51,"","","","","",0,2014-02-13 13:23,2014-02-15 08:51,"",Invalid,"",the following translcation is missing in invoice 3.1.0-pro de.label_invoice_email_template
16087,Redmine,Patch,"",New,Normal,Markdown renderer doesn’t clean HTML properly,Charmander -,"",2015-05-08 04:26,Text formatting,"","","","",0,2014-02-13 03:43,"","","","","The current renderer strips HTML (contrary to conventional Markdown) and still fails to catch everything:

    [bad link](javascript:alert(1\))

This fixes both behaviours. scrub-classes is a patch to remove unrecognized classes that could potentially be used to annoy; I haven’t completed the list because the existing implementation already allows all classes through syntax highlighting:

<pre>~~~any-class-here
code block
~~~</pre>"
16085,Redmine,Defect,"",Closed,High,Help,costel miron,"",2014-02-12 21:42,Administration,"","","","",0,2014-02-12 19:36,2014-02-12 21:42,"",Invalid,"","Hello

i have a readynas 102 from netgear and i want to know if is posible to instal on this product FreeNAS software and if  you can help me with a tutorial that would be great.

thx"
16081,Redmine,Defect,"",Closed,Normal,Export CSV - Custom field true/false not using translation,Johan Guilbaud,Jean-Philippe Lang,2014-03-02 10:30,Custom fields,2.4.4,"","","",0,2014-02-12 13:25,2014-03-02 10:30,"",Fixed,2.4.2,"When showing in web browser an issue with ""true/false"" custom(s) field(s), in french language we have ""oui"" (yes) or ""non"" (no) but when exporting issues we got ""true"" or ""false"" instead of ""oui"" or ""not""

We have this problem since we have upgraded from 2.2.4 to 2.4.2


Environment:
  Redmine version                2.4.2.stable
  Ruby version                   2.1.0-p0 (2013-12-25) [x86_64-linux]
  Rails version                  3.2.16
  Environment                    production
  Database adapter               Mysql2"
16077,Redmine,Defect,"",Closed,Normal,Table of contents macro conflicts with collapse macro,Duncan Robertson,Jean-Philippe Lang,2014-02-23 09:11,Text formatting,2.5.0,"","","",0,2014-02-11 18:28,2014-02-23 09:11,"",Fixed,2.4.2,"Using the collapse macro on page that also has a table of contents macro on it causes the contents of the last collapse macro to be displayed at the start of the TOC box. No other collapse content is shown in the TOC.

See [[Macro Conflict]] for example"
16076,Redmine,Defect,"",Needs feedback,Normal,Wrong custom fields are displayed / weird behavior when selecting different projects on issue edit form,Marvin Hohlfeld,"",2014-02-25 08:53,Custom fields,"","","","",0,2014-02-11 14:45,"","",Cant reproduce,2.4.1,"Let's say we have three Projects:

Project A  with TrackerA with Custom Fields F1 and F2
Project B  with TrackerB with Custom Field  F1 and F2
Project C  with TrackerC with Custom Field  F3

...and a ticket created in Project A (with F1 and F2 filled)

If we now >Edit< this ticket to move it to another Project and play with the project dropdown to trigger the ajax form update:

(in this order:)

1. Select Project C: No custom fields are shown (expected: display of F3 with no value)
2. Select Project A: Default fields are shown but no custom fields! (expected: original display with F1 and F2 and thei original values)
3. Select Project B: All correct again !?, F1 and F2 are displayed with their original values
4. Select Project A again: All correct

This is reproducable at every time. I think there is some issue with the ajax form update, when try to choose between projects with different trackers and custom fields?
"
16073,Redmine,Patch,"",Closed,Normal,French translation for Assigned,Olivier Houdas,"",2014-02-15 09:09,Translations,"","","","",0,2014-02-11 10:44,2014-02-15 09:09,"","","","I would suggest to translate ""to assign"" by ""affecter ?"" in Redmine, rather than by ""assigner ?"", which is more related to a legal context.

You will find attached a patch with all occurrences replaced properly based on the fr.yml version of Redmine 2.4.3.
Note that I also fixed in that patch:
* 2 accent mistakes (qui pr?c?dent -> qui pr?c?dent, and role -> r?le) in recent strings
* a missing plural for bytes (octet -> octets)
* a case issue on KB : ko-> Ko (as other values are Mo, Go and To)"
