#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
22110,Redmine,Defect,"",Closed,Normal,Unrelated attachment(s),Zafer Kara,"",2016-11-20 13:17,Issues,"","","","",0,2016-02-24 15:54,2016-11-20 13:17,"",No feedback,3.1.2,Redmine adding unrelated file(s) when a new issue creating
22108,Redmine,Defect,"",Closed,High,Issues filter for CSV Export are not applied,Takayuki Araki,Jean-Philippe Lang,2016-03-13 09:02,Issues filter,3.2.1,"","","",0,2016-02-24 10:27,2016-03-13 09:02,"",Fixed,3.2.0,"When I export CSV file from Issues.
Now the filter for issues, e.g. status, categories are not applied and all opened issues in the project are exported.

I was confirmed that this problem only occurs in version 3.2, not in 3.1.

I found 2 points.

1. CSV export options form doesn't send proper parameter.
\app\views\issues\index.html.erb line 80
form_tag(params.merge({:format => 'csv',:page=>nil}) a form tag with parameters in the action attribute. 
But, parameters don't send to the controller.(This has occurred even 2.6.)
And so, IssuesController#index tries to get the filter from session data.

2. Format of session data changed in 3.2
queries_helper.rb line 215
<pre>
session[:query][:project_id] != (@project ? @project.id : nil)
</pre>
returns nil in 3.2.

session[:query][:project_id]  is nil. 
session[:query][""project_id""]  has the project_id.

And so, IssuesController#index cannot get the filter from session data.


<pre>
Environment:
  Redmine version                3.2.0.stable rev.15148
  Ruby version                   2.1.5-p273 (2014-11-13) [i386-mingw32]
  Rails version                  4.2.5.1
  Environment                    production
  Database adapter               Mysql2 (5.6.20 MySQL Community Server (GPL))
</pre>"
22106,Redmine,Defect,"",Closed,Normal,Notifications from www.redmine.org are not delivered,Go MAEDA,Jean-Philippe Lang,2016-03-07 06:07,Website (redmine.org),"","","","",0,2016-02-24 07:46,2016-03-07 06:07,"",Fixed,"","In recent days, notifications from www.redmine.org are not delivered.

* My acquaintance tried to create a new account on www.redmine.org, but he have not receive an email to activate his account.
* An ""issue"":http://www.redmine.org/issues/3058 which I am watching was updated, but I have not get any notifications.
* I updated an ""issue"":http://www.redmine.org/issues/22104 but I have not receive a notification.

"
22105,Redmine,Defect,"",Closed,Normal,Responsive layout. Change menu selector in responsive.js.,Vasil Kovalevsky,Jean-Philippe Lang,2016-04-03 14:05,UI - Responsive,3.2.2,"","","",0,2016-02-24 04:20,2016-04-03 14:05,"",Fixed,"","Hello.
In our redmine we are using custom menu with sub items and other cool things.
Everything was nice before there is was added responsive layout in redmine.
Menu works before window resize less than 899px (responsive.css media max-width: 899px) and groving up more 899px our menu stays flatten (in mobile view a lot of functions works good).
Reason - wrong (for us) selector in responsive.js

So, there is 2 variables (functions):
_initMobileMenu and _initDesktopMenu
_initMobileMenu:
<pre>
$('#main-menu > ul').detach().appendTo('.js-project-menu');
$('#top-menu > ul').detach().appendTo('.js-general-menu');
$('#sidebar > *').detach().appendTo('.js-sidebar');
$('#account ul').detach().appendTo('.js-profile-menu'); // bad selector
</pre>
better change to
<pre>
$('#main-menu > ul').detach().appendTo('.js-project-menu');
$('#top-menu > ul').detach().appendTo('.js-general-menu');
$('#sidebar > *').detach().appendTo('.js-sidebar');
$('#account > ul').detach().appendTo('.js-profile-menu'); // changed to only child uls (no subchilds)
</pre>

_initDesktopMenu:
<pre>
$('.js-project-menu > ul').detach().appendTo('#main-menu');
$('.js-general-menu ul').detach().appendTo('#top-menu'); // bad selector
$('.js-sidebar > *').detach().appendTo('#sidebar');
$('.js-profile-menu ul').detach().appendTo('#account');  // bad selector
</pre>
better change to
<pre>
$('.js-project-menu > ul').detach().appendTo('#main-menu');
$('.js-general-menu > ul').detach().appendTo('#top-menu'); // changed to only child uls (no subchilds)
$('.js-sidebar > *').detach().appendTo('#sidebar');
$('.js-profile-menu > ul').detach().appendTo('#account');  // changed to only child uls (no subchilds)
</pre>

And responsive.js was wrote that we cannot patch anything there, only direct change in source (or I missed something), but we dont change any source of redmine (its our rule).

Please, if its not hard, add this small changes to some release, its not about redmine, its about our system. Of cource, we can change our menu structure (move ul to div\span), but its very long for us (a lot of changes need to do: style, rednder, js, items tree).
Now we just disabled responsive menu, but its not good solution.
Thanks in advance."
22104,Redmine,Patch,"",Closed,Normal,Prevent font scaling in landscape mode on webkit,Felix Gliesche,Jean-Philippe Lang,2016-03-12 11:25,UI - Responsive,3.2.1,"","","",0,2016-02-23 21:21,2016-03-12 11:25,"","","","Webkit browsers tend to auto scale text in landscape mode:

!before.jpg!

I am attaching a small patch which prevents this behavior in order to render the font-size that is actually set through CSS:

!after.jpg!"
22101,Redmine,Patch,"",Closed,Normal,"Set max-with to 100% for input, select and textea",Felix Gliesche,Jean-Philippe Lang,2016-03-12 11:24,UI - Responsive,3.2.1,"","","",0,2016-02-23 00:51,2016-03-12 11:24,"","","","This patch adds a global reset for the max-widht attribute on mobile for input, select and textarea elements 

Without this reset i can happen, that form fields are wider than their container, e.g. because the attribute size was set. This is the case on the search page. 

Before:
!{width:320px}before.png!

After:
!{width:320px}after.png!
"
22097,Redmine,Patch,"",Closed,Normal,REST API - API Usage in Perl,Hiroo Hayashi,"",2016-03-21 05:19,REST API,"","","","",0,2016-02-20 14:04,2016-03-21 05:19,"","","","Usage in Perl is missing on [[Rest_api#API-Usage-in-various-languagestools]].

Attached includes some examples in Perl.

I hope this helps the Redmine community.

"
22091,Redmine,Defect,"",Closed,Normal,version 3.2.0. stable - Cannot change properties,Filip Kellenberger,"",2016-02-19 11:27,Permissions and roles,"","","","",0,2016-02-19 09:06,2016-02-19 11:27,"","",3.2.0,"Before, I clicked on update button and I could *change properties* ( status, assignee, target version), *Add notes* and *Add files*.
In this new version 3.2.0. I click on Edit button but I can only *Add notes* and *Add files*. I cannot change properties ( status, ...)

Thanks for help"
22085,Redmine,Defect,"",Reopened,Normal,error 500 when trying to reply to a forum topic on redmine.org,Linus van Geuns,Jean-Philippe Lang,2016-02-19 10:52,Website (redmine.org),"","","","",0,2016-02-18 17:19,2016-02-18 17:30,関連している #23037,"","","Hey,

I am getting the following error page when trying to add the attached response to the linked forum topic:
message#49303

"
22079,Redmine,Defect,"",Closed,Normal,What send in email notification ,GoRun M,"",2016-02-18 13:48,Email notifications,"","","","",0,2016-02-18 13:04,2016-02-18 13:48,"",Invalid,"","How I could get it in the mail that is sent when creating new questions to imput a date of creation of this task.

example:
Issue 1393: Subject 
* Author: User
* Status: New
* Priority: High
* assigned to: aikidomaster
** and i need date posted of issue*"
22078,Redmine,Patch,"",Closed,Normal,Incorrect French translation of :setting_issue_group_assignment,Julien Bellion,Jean-Philippe Lang,2016-03-19 10:27,Translations,3.3.0,"","","",0,2016-02-18 11:40,2016-03-19 10:27,"","","",Correction of setting_issue_group_assignment in french translation
22077,Redmine,Defect,"",Needs feedback,Normal,PDF issue export,Oleg Fedotkin,"",2016-06-20 16:37,PDF export,"","","","",0,2016-02-18 09:56,"",関連している #22807,"","","Hello.
I'm using redmine 3.2.0-stable, and also I'd like to emphasize there wasn't such problem when I was using 3.1.0-stable.
When I export issue to PDF, the file seems pretty corrupted if there're Cyrillic characters present (e.g. screenshot).

Affected browser version: 48.0.2564.82 Ubuntu 14.04 (64-bit)
On Firefox PDF export works perfectly."
22074,Redmine,Patch,"",Closed,Normal,Prevent username from overlapping in mobile menu,Felix Gliesche,Jean-Philippe Lang,2016-03-12 11:21,UI - Responsive,3.2.1,"","","",0,2016-02-17 23:30,2016-03-12 11:21,"","","","Under certain cirumstances the username shown in the mobile menu can break into another line overlapping the next menu item. For example if the username is too long and contains a '-':

!before.png!

I am attaching a patch which fixes this behaviour by avoiding line breaks and by adding @text-overflow: ellipsis@

!after.png!

"
22072,Redmine,Defect,"",Closed,Normal,Private notes get copied without private flag to Duplicate issues,David Robinson,Jean-Philippe Lang,2016-03-12 11:10,Security,2.6.10,"","","",0,2016-02-17 22:11,2016-03-12 11:10,"",Fixed,2.6.9,"When I change the status on an issue that has related issues that are related as ""duplicates"" of the issue, and I write a private note and change the status on the issue at the same time, this private note gets copied as NOT private to the duplicate issues.

To reproduce:

# Create issue #xxxx.
# Create issue #yyyy.
# Establish relationship: #yyyy duplicates #xxxx.
# Edit #xxxx
** Change status
** Write private note
** Save

The private note will be copied to #yyyy along with the status, but will *not* be private on #yyyy.
"
