#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
21161,Redmine,Defect,"",Closed,Normal,Redmine can't access uploaded file with accent,David BOUCHE,"",2017-06-04 04:15,Attachments,"","","","",0,2015-11-05 16:32,2017-06-04 04:15,"",Invalid,3.1.1,"Hello,

I'm having the same issue with two redmine installations, I've made a short vid?o to illustrate the problem : https://youtu.be/u6W9uEPQNHk

*I can't consult/download uploaded files with accent.* Redmine returns a 404 error.

The log corresponding at the 404 error :

<pre>
Started GET ""//attachments/download/64/Test file with space and acc?nt.jpg"" for 2.9.10.148 at 2015-11-05 15:21:34 +0000
Processing by AttachmentsController#download as HTML
  Parameters: {""id""=>""64"", ""filename""=>""Test file with space and acc\xC3\xA9nt.jpg""}
  Current user: david (id=2)
  Rendered common/error.html.erb within layouts/base (0.2ms)
Filter chain halted as :find_attachment rendered or redirected
Completed 404 Not Found in 94ms (Views: 41.2ms | ActiveRecord: 37.1ms)
</pre>


Here informations about redmine installations, *1st one* (used for the video) :

<pre>
Environment:
  Redmine version                3.0.3.stable
  Ruby version                   1.9.3-p194 (2012-04-20) [x86_64-linux]
  Rails version                  4.2.1
  Environment                    production
  Database adapter               PostgreSQL
SCM:
  Git                            1.9.1
  Filesystem                     
Redmine plugins:
  redmine_agile                  1.3.8
</pre>

*2nd one* :

<pre>
Environment:
  Redmine version                3.1.1.stable
  Ruby version                   2.0.0-p247 (2013-06-27) [x86_64-linux]
  Rails version                  4.2.4
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.6.6
  Cvs                            1.12.13
  Git                            1.7.0.4
  Filesystem                     
Redmine plugins:
  redmine_agile                  1.3.11
  redmine_contacts               4.0.2
  redmine_contacts_helpdesk      3.0.1
</pre>

Do not hesite to ask for other details.

Thanks for your support, David"
21160,Redmine,Patch,"",Closed,Normal,"Add ""View all projects"" link to ""Latest projects"" box on ""Home"" view",Go MAEDA,"",2015-11-15 13:36,UI,"","","","",0,2015-11-05 15:39,2015-11-15 13:36,関連している #21148,"","","""Latest projects"" box in ""Home view"" lacks ""View all projects"" link. I think it should be implemented for usability and consistency. Reasons are following:

* Moving mouse cursor to top menu in order to view other project is quite annoying.
* ""Latest news"" box already has ""View all news"" link. ""View all projects"" link should be placed for consistency.

!welcome-page.png!"
21159,Redmine,Patch,"",Closed,Normal,Hide empty <ul> on project overview,Felix Gliesche,Felix Gliesche,2015-11-07 09:04,UI,3.2.0,"","","",0,2015-11-05 14:44,2015-11-07 09:04,次のチケットが重複 #6102,"","","When there is either no homepage, no subprojects or no visible custom fields for a project present, an empty <ul> is being rendered on a projects overview. Due to browser presets, this <ul> can cause a space which resolves in an incorrect alignment of the default boxes (issue tracking, members). See the screenshot before_patch.png for this behaviour.

This patch prevents the empty <ul> from being rendered when none of the above conditions are met. The attached screenshot after_patch.png shows how it looks when the patch is being applied."
21155,Redmine,Defect,"",Closed,Normal,Deleting invalid wiki page version deletes whole page content,Vasil Kovalevsky,Jean-Philippe Lang,2015-11-11 08:25,Wiki,2.6.8,"","","",0,2015-11-05 02:52,2015-11-11 08:25,"",Fixed,3.1.1,"Hello.
We just found bug in redmine 3.1.1.
We was need to remove version of the redmine wiki, but we dropped whole wiki page (content).
How it was:
* user opened ""/projects/some our project/wiki/Some_Name_Of_Wiki_Page/history"" in two different tabs
* For example he has 29 versions. And he was need to delete the 29th version.
* he clicked delete link on first tab for the 29 version
* ok, was deleted.
* but user went to the second tab and clicked delete link for the 29th version again
* whole wiki was removed, but there was 28 versions. And error 500 ""undefined method `versions' for nil:NilClass""
<pre>
Some piece of log
…redmine/redmine-3.1/app/controllers/wiki_controller.rb: 210:in `history'
…k-4.2.4/lib/action_controller/metal/implicit_render.rb:   4:in `send_action'
…/gems/actionpack-4.2.4/lib/abstract_controller/base.rb: 198:in `process_action'
…ionpack-4.2.4/lib/action_controller/metal/rendering.rb:  10:in `process_action'
…/actionpack-4.2.4/lib/abstract_controller/callbacks.rb:  20:in `block in process_action'
</pre>

Why it was:

<pre>
wiki_controller.rb -> destroy_version

There is 2 lines

@content = @page.content_for_version(params[:version])
@content.destroy

Method of instance WikiPage (@page is) ""content_for_version"" did not found version (right, it was deleted) and return instance WikiContent instead (variable content - its assotoation to WikiContent by page_id column). And there is dropped the WikiContent instance in the second line in the controller.

def content_for_version(version=nil)
  if content
    result = content.versions.find_by_version(version.to_i) if version
    result ||= content
    result
  end
end
</pre>

What will be best:
* check wiki version existing and return 404 (render_404)
OR
* just move back to refreshed history page


Of cource, user has a lot of pages opened and he mistaked, when he deleted one version twice. But system can catch same misses.


And, by SubmittingBugs instruction:
Database manager version: MySQL 5.5.46 (MariaDB)
Ruby version: 2.2.1
Rails version: 4.2.4
Redmine version: 3.1.1
Plugins: for check bug we made clear redmine on new server, so, no any plugins."
21146,Redmine,Defect,"",Closed,Normal,Roles Error,Ziqin Deng,"",2017-06-10 09:50,"","","","","",0,2015-11-04 06:46,2017-06-10 09:50,"","",3.1.1,"It seems that all the actions associated with roles occured a error. Futhermore ,for users who are not Manager even cannot open projects!!!

The version was upgated from 2.6.7 ->3.0.1 ->3.1.1"
21141,Redmine,Defect,"",Closed,Normal,Git tags and branches need to be UTF-8 encoded,Holger Just,"",2015-11-03 20:12,SCM,"","","","",0,2015-11-03 20:00,2015-11-03 20:12,次のチケットと重複 #16881,Duplicate,"","When shelling out and getting the list of git branches and tags to display in the repository navigation, the names are read in ASCII-8BIT encoding, i.e. binary strings without any encoding. This is basically correct as git itself doesn't enforce any kind of encoding for these things.

However, when rendering the navigation with branches or tags containing non-ASCII characters, ERB throws the following error in source:trunk/app/views/repositories/show.html.erb#L21

<pre>
Encoding::CompatibilityError: incompatible character encodings: ASCII-8BIT and UTF-8
</pre>

The reason for this exception is that in source:trunk/app/views/repositories/_navigation.html.erb#L18, the select box for branches is rendered. If a branch name (in ASCII-8BIT encoding) can't be converted to UTF-8 implicitly, the whole output_buffer containing the rendered HTML will be set to ASCII-8BIT encoding. When the buffer is then appended to the outer UTF-8 buffer, the error is thrown.

The solution is to force UTF-8 encoding to branch names, assuming they are stored in some UTF-8 like encoding. As we can't know the _actual_ encoding of the branches, this is probably a good enough bet. In any case, it avoids HTTP 500 errors and renders something, even if the encoding doesn't fully match...

The attached patch provides the forced encoding. Unfortunately, we can't use @scm_iconv@ with the branches as it returns a new string which would not be a @Branch@ instance anymore.

The patch was extracted from and developed by ""Planio"":https://plan.io/redmine-hosting/. The patch is created against the current trunk at r14793. The patched issue is present since about forever but only manifests itself only on Ruby >=1.9 and probably some kind-of-recent Rails, at least since Redmine 2.6."
21139,Redmine,Defect,"",Needs feedback,Normal,Error in journal_details,Сергей Бондарев,"",2015-11-05 03:00,"","","","","",0,2015-11-03 17:02,"","","","","i got Error 500 in one of issues

production.log:

<pre>
Started GET ""/issues/7815"" for 91.205.47.195 at 2015-11-03 18:08:47 +0300
Processing by IssuesController#show as HTML
  Parameters: {""id""=>""7815""}
  Current user: s.bondarev (id=141)
  Rendered issues/_action_menu.html.erb (3.7ms)
  Rendered attachments/_links.html.erb (4.0ms)
  Rendered issue_relations/_form.html.erb (1.8ms)
  Rendered issues/_relations.html.erb (2.6ms)
  Rendered issues/_history.html.erb (53.1ms)
  Rendered issues/show.html.erb within layouts/base (92.8ms)
Completed 500 Internal Server Error in 157ms (ActiveRecord: 12.4ms)

ActionView::Template::Error (undefined method `project' for nil:NilClass):
     9:
    10:     <% if journal.details.any? %>
    11:     <ul class=""details"">
    12:       <% details_to_strings(journal.visible_details).each do |string| %>
    13:        <li><%= string %></li>
    14:       <% end %>
    15:     </ul>
  app/helpers/issues_helper.rb:345:in `block in details_to_strings'
  app/helpers/issues_helper.rb:331:in `each'
  app/helpers/issues_helper.rb:331:in `details_to_strings'
  app/views/issues/_history.html.erb:12:in `block in _app_views_issues__history_html_erb__756860947688524154_82188920'
  app/views/issues/_history.html.erb:2:in `each'
  app/views/issues/_history.html.erb:2:in `_app_views_issues__history_html_erb__756860947688524154_82188920'
  app/views/issues/show.html.erb:124:in `_app_views_issues_show_html_erb___3370798931249239145_33577620'
  app/controllers/issues_controller.rb:118:in `block (2 levels) in show'
  app/controllers/issues_controller.rb:115:in `show'
  lib/redmine/sudo_mode.rb:63:in `sudo_mode'

</pre>

"
21137,Redmine,Patch,"",Closed,Normal,Rescue network level errors with LDAP auth,Holger Just,Jean-Philippe Lang,2015-11-07 09:27,LDAP,3.2.0,"","","",0,2015-11-03 11:08,2015-11-07 09:27,"","","","Right now, only a small number of possible error cases is rescue inside the AuthSourceLdap model are rescued, namely errors happening on the LDAP protocol itself. This results in plain (and not really helpful) 500 errors on login for many common transient network errors, including an unstable connection between the app and the LDAP server, TLS certificate issues, DNS issues, changed firewalls...

The attached patch against current trunk at r14793 provides a list of exceptions that are explicitly rescued to show a nice error message to the user instead of just failing with an HTTP 500. This should result in much more pleasant experience for people using LDAP auth.

This patch was extracted from ""Planio"":https://plan.io/redmine-hosting."
21136,Redmine,Defect,"",Closed,Normal,Issues API may disclose changeset messages that are not visible,Jan from Planio www.plan.io,Jean-Philippe Lang,2015-11-27 08:49,Issues,2.6.8,"","","",0,2015-11-02 22:44,2015-11-08 10:10,"",Fixed,"","The check to include related changesets in the single issue API view currently is done against the project of the issue.

An issue can have related changesets from other projects, where the current user might not have the permission to see changesets. This leads to changeset messages being leaked to users without the permission to see those.

The attached patch (created by Felix Sch?fer) uses the changesets passed by the controller instead of reimplementing logic in the view, thus sharing the same logic as the html view."
21133,Redmine,Patch,"",Closed,Normal,Bulgarian translation,Ivan Cenov,"",2015-11-07 15:05,Translations,"","","","",0,2015-11-02 17:00,2015-11-07 15:05,"","","","Translated:
* field_default_version
* error_attachment_extension_not_allowed
* setting_attachment_extensions_allowed
* setting_attachment_extensions_denied"
