#,ÉvÉçÉWÉFÉNÉg,ÉgÉâÉbÉJÅ[,êeÉ`ÉPÉbÉg,ÉXÉeÅ[É^ÉX,óDêÊìx,ëËñº,çÏê¨é“,íSìñé“,çXêVì˙,ÉJÉeÉSÉä,ëŒè€ÉoÅ[ÉWÉáÉì,äJénì˙,ä˙ì˙,ó\íËçHêî,êiíªó¶,çÏê¨ì˙,èIóπì˙,ä÷òAÇ∑ÇÈÉ`ÉPÉbÉg,Resolution,Affected version,ê‡ñæ
14972,Redmine,Patch,"",Closed,Normal,French locale update,Alexis Blandin,Jean-Philippe Lang,2013-09-25 19:19,Translations,"","","","",0,2013-09-23 14:17,2013-09-25 19:19,"","","",Some typo errors.
14971,Redmine,Patch,"",New,Normal,Plugin rollback migration,J?r?me BATAILLE,"",2014-07-30 11:40,Database,"","","","",0,2013-09-23 12:50,"","","","","The first migration is not rollback-able
with :
@rake redmine:plugins:migrate NAME=<plugin_name> VERSION=<version_name>

because there is no previous migration to migrate to.

Here is a patch to be able to rollback plugins, with a steps parameter


"
14969,Redmine,Defect,"",New,Urgent,ActiceSupport::TimeWithZone failed in migrate_from_mantis.rake,Mac Chang,"",2018-02-01 15:56,Importers,"","","","",0,2013-09-23 05:30,"",ä÷òAÇµÇƒÇ¢ÇÈ #15175,"",2.3.3,"The Redmine installation information as below:

@Information

Redmine 2.3.3.stable

Default administrator account changed True
Attachments directory writable True
Plugin assets directory writable True
RMagick available (optional) True

Environment:
Redmine version 2.3.3.stable
Ruby version 1.9.3-p231 (2012-05-25) [i386-mingw32]
Rails version 3.2.13
Environment production
Database adapter Mysql2
Redmine plugins:
no plugin installed


Mantis Bug Tracker version: 1.2.15
@

I referred from this page's SQL coding (http://www.webismymind.be/upload/documents/migrate_from_mantis_1_2.sql), altered and update my Mantis database time format.

Also, I edited the migrate_from_mantis.rake script, connection seems fine on a fresh installed Redmine until I encounter this error:

""*comparison of Fixnum with ActiveSupport::TimeWithZone failed*""


Please advice me what is the error and what I have to edit on my migrate_from_mantis.rake script. See attachment for more information. Thank you."
14967,Redmine,Defect,"",Closed,High,Search Issues PGSqlError when select multiple ids,Andrey Viktorov,"",2013-10-01 08:37,Issues,"","","","",0,2013-09-22 17:43,2013-10-01 08:37,"","",1.1.3,"Help me please:

Processing IssuesController#index () [POST]
  Parameters: {""controller""=>""issues"", ""values""=>{""priority_id""=>[""3""], ""status_id""=>[""1,9,10""], ""due_date""=>[""""], ""created_on""=>[""""], ""tracker_id""=>[""5""], ""do
Query::StatementInvalid: PGError: ERROR:  invalid input syntax for integer: ""1,9,10""
LINE 1: ... ""issues"".project_id WHERE ((issues.status_id IN ('1,9,10'))...
                                                             ^
: SELECT count(DISTINCT ""issues"".id) AS count_all FROM ""issues""  LEFT OUTER JOIN ""issue_statuses"" ON ""issue_statuses"".id = ""issues"".status_id  LEFT OUTER JOIN

"
14965,Redmine,Defect,"",New,Normal,"QueryColumn::sql_for_field assumes that operators ""issue is opened/closed"" deal with field named 'status_id' only - not extendable",Egor Suvorov,"",2013-09-22 14:25,Database,"","","","",0,2013-09-22 14:20,"","","","","While trying to add some custom filters I found out that even if you call sql_for_field with specific table and field name, it still uses #{queries_table_name}.status_id as field in generated WHERE statement. You can see the problem in /app/models/query.rb:687

I'd like to change it to #{db_table}.#{db_field} (this seems more extendable and corresponds with what is written in another operators' code).
"
14964,Redmine,Defect,"",New,High,No http(s) support in Subversion in redmine stack,Akshay Guleria,"",2013-10-14 11:55,SCM,"","","","",0,2013-09-22 12:30,"","","","","I have installed Bitname Redmine stack on a CentOS server. When I try to access my subversion server using https, I get error: 
""The entry or revision was not found in the repository.""

Here is the version info: CentOS Linux release 6.0 (Final) 
Linux 2.6.32-71.el6.x86_64 
Apache/2.4.6 (Unix) 
ruby 1.9.3p448 (2013-06-27 revision 41675) [x86_64-linux] 
Subversion: 
svn, version 1.6.11 (r934486)
* ra_neon : Module for accessing a repository via WebDAV protocol using Neon.
  - handles 'http' scheme
  - handles 'https' scheme
* ra_svn : Module for accessing a repository using the svn network protocol.
  - with Cyrus SASL authentication
  - handles 'svn' scheme
* ra_local : Module for accessing a repository on local disk.
  - handles 'file' scheme

*Below command runs perfectly:*
sudo -u daemon svn list --xml 'https://mysvnserver:8443/svn/my_repo'@HEAD

Have made the daemon user (one that runs the redmine) a real user and certificate is permanently stored in the $home/.svn folder.

<?xml version=""1.0""?>
<lists>
<list
   path=""https://mysvnserver:8443/svn/my_repo"">
<entry
   kind=""dir"">
<name>branches</name>
<commit
   revision=""1"">
<author>VisualSVN Server</author>
<date>2013-09-20T09:54:34.899414Z</date>
</commit>
</entry>

.... truncated ....
<date>2013-09-20T13:42:55.889648Z</date>
</commit>
</entry>
</list>
</lists>

*Production.log:*
Started GET ""/redmine/projects/myproject/repository"" for 172.16.8.167 at 2013-09-22 15:45:56 +0530
Processing by RepositoriesController#show as HTML
  Parameters: {""id""=>""rapid-hana-development""}
  Current user: anonymous
Error parsing svn output: #<REXML::ParseException: No close tag for /lists/list>
/opt/redmine-2.3.3-0/ruby/lib/ruby/1.9.1/rexml/parsers/treeparser.rb:28:in `parse'
/opt/redmine-2.3.3-0/ruby/lib/ruby/1.9.1/rexml/document.rb:245:in `build'
/opt/redmine-2.3.3-0/ruby/lib/ruby/1.9.1/rexml/document.rb:43:in `initialize'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/activesupport-3.2.13/lib/active_support/xml_mini/rexml.rb:30:in `new'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/activesupport-3.2.13/lib/active_support/xml_mini/rexml.rb:30:in `parse'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/activesupport-3.2.13/lib/active_support/xml_mini.rb:80:in `parse'
/opt/redmine-2.3.3-0/apps/redmine/htdocs/lib/redmine/scm/adapters/abstract_adapter.rb:315:in `parse_xml'
/opt/redmine-2.3.3-0/apps/redmine/htdocs/lib/redmine/scm/adapters/subversion_adapter.rb:106:in `block in entries'
/opt/redmine-2.3.3-0/apps/redmine/htdocs/lib/redmine/scm/adapters/abstract_adapter.rb:260:in `call'
/opt/redmine-2.3.3-0/apps/redmine/htdocs/lib/redmine/scm/adapters/abstract_adapter.rb:260:in `block in shellout'
/opt/redmine-2.3.3-0/apps/redmine/htdocs/lib/redmine/scm/adapters/abstract_adapter.rb:257:in `popen'
/opt/redmine-2.3.3-0/apps/redmine/htdocs/lib/redmine/scm/adapters/abstract_adapter.rb:257:in `shellout'
/opt/redmine-2.3.3-0/apps/redmine/htdocs/lib/redmine/scm/adapters/abstract_adapter.rb:214:in `shellout'
/opt/redmine-2.3.3-0/apps/redmine/htdocs/lib/redmine/scm/adapters/subversion_adapter.rb:100:in `entries'
/opt/redmine-2.3.3-0/apps/redmine/htdocs/app/models/repository.rb:192:in `entries'
/opt/redmine-2.3.3-0/apps/redmine/htdocs/app/controllers/repositories_controller.rb:116:in `show'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_controller/metal/implicit_render.rb:4:in `send_action'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/abstract_controller/base.rb:167:in `process_action'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_controller/metal/rendering.rb:10:in `process_action'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/abstract_controller/callbacks.rb:18:in `block in process_action'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/activesupport-3.2.13/lib/active_support/callbacks.rb:480:in `_run__3860488053528598661__process_action__3422329827401823211__callbacks'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/activesupport-3.2.13/lib/active_support/callbacks.rb:405:in `__run_callback'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/activesupport-3.2.13/lib/active_support/callbacks.rb:385:in `_run_process_action_callbacks'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/activesupport-3.2.13/lib/active_support/callbacks.rb:81:in `run_callbacks'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/abstract_controller/callbacks.rb:17:in `process_action'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_controller/metal/rescue.rb:29:in `process_action'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_controller/metal/instrumentation.rb:30:in `block in process_action'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/activesupport-3.2.13/lib/active_support/notifications.rb:123:in `block in instrument'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/activesupport-3.2.13/lib/active_support/notifications/instrumenter.rb:20:in `instrument'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/activesupport-3.2.13/lib/active_support/notifications.rb:123:in `instrument'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_controller/metal/instrumentation.rb:29:in `process_action'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_controller/metal/params_wrapper.rb:207:in `process_action'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/activerecord-3.2.13/lib/active_record/railties/controller_runtime.rb:18:in `process_action'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/abstract_controller/base.rb:121:in `process'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/abstract_controller/rendering.rb:45:in `process'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_controller/metal.rb:203:in `dispatch'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_controller/metal/rack_delegation.rb:14:in `dispatch'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_controller/metal.rb:246:in `block in action'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_dispatch/routing/route_set.rb:73:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_dispatch/routing/route_set.rb:73:in `dispatch'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_dispatch/routing/route_set.rb:36:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/journey-1.0.4/lib/journey/router.rb:68:in `block in call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/journey-1.0.4/lib/journey/router.rb:56:in `each'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/journey-1.0.4/lib/journey/router.rb:56:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_dispatch/routing/route_set.rb:612:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/rack-openid-1.3.1/lib/rack/openid.rb:98:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_dispatch/middleware/best_standards_support.rb:17:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/rack-1.4.5/lib/rack/etag.rb:23:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/rack-1.4.5/lib/rack/conditionalget.rb:25:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_dispatch/middleware/head.rb:14:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_dispatch/middleware/params_parser.rb:21:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_dispatch/middleware/flash.rb:242:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/rack-1.4.5/lib/rack/session/abstract/id.rb:210:in `context'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/rack-1.4.5/lib/rack/session/abstract/id.rb:205:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_dispatch/middleware/cookies.rb:341:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/activerecord-3.2.13/lib/active_record/query_cache.rb:64:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/activerecord-3.2.13/lib/active_record/connection_adapters/abstract/connection_pool.rb:479:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_dispatch/middleware/callbacks.rb:28:in `block in call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/activesupport-3.2.13/lib/active_support/callbacks.rb:405:in `_run__4153181317357645220__call__3706874415275061893__callbacks'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/activesupport-3.2.13/lib/active_support/callbacks.rb:405:in `__run_callback'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/activesupport-3.2.13/lib/active_support/callbacks.rb:385:in `_run_call_callbacks'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/activesupport-3.2.13/lib/active_support/callbacks.rb:81:in `run_callbacks'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_dispatch/middleware/callbacks.rb:27:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_dispatch/middleware/remote_ip.rb:31:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_dispatch/middleware/debug_exceptions.rb:16:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_dispatch/middleware/show_exceptions.rb:56:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/railties-3.2.13/lib/rails/rack/logger.rb:32:in `call_app'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/railties-3.2.13/lib/rails/rack/logger.rb:16:in `block in call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/activesupport-3.2.13/lib/active_support/tagged_logging.rb:22:in `tagged'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/railties-3.2.13/lib/rails/rack/logger.rb:16:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_dispatch/middleware/request_id.rb:22:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/rack-1.4.5/lib/rack/methodoverride.rb:21:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/rack-1.4.5/lib/rack/runtime.rb:17:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/activesupport-3.2.13/lib/active_support/cache/strategy/local_cache.rb:72:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/rack-1.4.5/lib/rack/lock.rb:15:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/actionpack-3.2.13/lib/action_dispatch/middleware/static.rb:63:in `call'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/rack-cache-1.2/lib/rack/cache/conte
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/rack-cache-1.2/lib/rack/cache/conte
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/rack-cache-1.2/lib/rack/cache/conte
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/rack-cache-1.2/lib/rack/cache/conte
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/rack-cache-1.2/lib/rack/cache/conte
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/railties-3.2.13/lib/rails/engine.rb
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/railties-3.2.13/lib/rails/applicati
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/railties-3.2.13/lib/rails/railtie/c
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/rack-1.4.5/lib/rack/builder.rb:134:
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/rack-1.4.5/lib/rack/urlmap.rb:64:in
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/rack-1.4.5/lib/rack/urlmap.rb:49:in
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/rack-1.4.5/lib/rack/urlmap.rb:49:in
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/passenger-4.0.17/lib/phusion_passen                                                 ss_request'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/passenger-4.0.17/lib/phusion_passen                                                 ept_and_process_next_request'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/passenger-4.0.17/lib/phusion_passen                                                 n_loop'
/opt/redmine-2.3.3-0/ruby/lib/ruby/gems/1.9.1/gems/passenger-4.0.17/lib/phusion_passen                                                 n start_threads'
...
No close tag for /lists/list
Line: 4
Position: 93
Last 80 unconsumed characters:

Output was:
 <?xml version=""1.0""?>
<lists>
<list
   path=""https://172.16.88.93:8443/svn/AdvizeR_Factory"">

  Rendered common/error.html.erb within layouts/base (1.4ms)
Completed 404 Not Found in 284ms (Views: 133.1ms | ActiveRecord: 13.6ms)






"
14960,Redmine,Defect,"",Closed,Normal,"migrate_from_mantis.rake does not import Mantis users, uses too short password",Mac Chang,Jean-Philippe Lang,2013-10-13 10:27,Importers,2.3.4,"","","",0,2013-09-21 08:15,2013-10-13 10:27,ä÷òAÇµÇƒÇ¢ÇÈ #14590,Fixed,2.3.3,"I installed Redmine using Bitnami Redmine Stack 2.3.3-0. Redmine is working fine. Below is the information fetch from the installed Redmine:

Information

Redmine 2.3.3.stable

Default administrator account changed	True
Attachments directory writable	        True
Plugin assets directory writable	True
RMagick available (optional)	        True

Environment:
  Redmine version                2.3.3.stable
  Ruby version                   1.9.3-p231 (2012-05-25) [i386-mingw32]
  Rails version                  3.2.13
  Environment                    production
  Database adapter               Mysql2
Redmine plugins:
  no plugin installed


Now, I've set the mysql root account access with no password. I can confirm that it is accessible via terminal by 'mysql -u root' and phpmyadmin with just username 'root'.

Mantis is install in the same database with different schema name 'bugtracker' (Redmine is redmine), and I can access Mantis (version 1.2.15) with the settings below taken from config_inc.php below:


	$g_hostname = 'localhost';
	$g_db_type = 'mysql';
	$g_database_name = 'bugtracker';
	$g_db_username = 'root';
	$g_db_password = '';


*When I do rake redmine:migrate_from_mantis RAILS_ENV=production

C:\BitNami\redmine-2.3.3-0\apps\redmine\htdocs>rake redmine:migrate_from_mantis
RAILS_ENV=production

WARNING: Your Redmine data will be deleted during this process.
Are you sure you want to continue ? [y/N] y

Please enter settings for your Mantis database
adapter [mysql2]:
host [localhost]:
database [bugtracker]:
username [root]:
password []:
encoding [UTF-8]:

Migrating usersrake aborted!
Validation failed: Password is too short (minimum is 8 characters)

Tasks: TOP => redmine:migrate_from_mantis
(See full trace by running task with --trace)

C:\BitNami\redmine-2.3.3-0\apps\redmine\htdocs>*


What is that about? No password is password too short? How am I going to connect to Mantis database? I even tried setting different users with all grants and long passwords, I'm highly in doubt there's a problem with the script. See attachments for more info. Thank you.




P/S: What is this 'admin' and password 'mantis' setting about?
      # Users
      print ""Migrating users""
      User.delete_all ""login <> 'admin'""
      users_map = {}
      users_migrated = 0
      MantisUser.all.each do |user|
        u = User.new :firstname => encode(user.firstname),
                     :lastname => encode(user.lastname),
                     :mail => user.email,
                     :last_login_on => user.last_visit
        u.login = user.username
        u.password = 'mantis'"
14955,Redmine,Defect,"",Closed,Normal,undefined method `issue_ids'   while trying with Revision 8488,poornima dhanasekaran,"",2013-10-01 08:35,"","","","","",0,2013-09-20 13:18,2013-09-27 22:11,"",Invalid,"","Hi,

I've tried to add the previous & next tabs for the issues tab but im getting the undefined method `issue_ids' for #<Query:0xab9ced0>. Please help me out."
14953,Redmine,Defect,"",New,Normal,Intermittent AJAX Atttachement Upload Failure in Firefox,Charlie Beckett,"",2014-08-08 19:53,Attachments,"","","","",0,2013-09-20 10:56,"",ä÷òAÇµÇƒÇ¢ÇÈ #6089,"",2.3.2,"(Firslty, thanks to all involved in this great product)

I'm running Redmine v2.3.2 under Windows Apache with  ModSSPI (for NTLM) and thin.  
The AJAX Document upload works perfect in IE and Chrome but intermittently fails in Firefox.  

The first upload can succeed, then adding more documents results in 'error' appearing in the Optional Description element and the document fails to upload.  

Looking at the Apache access logs it appears that the problem is related to authentication; with the working attempts logging user IDs and the failed attempts without.  With Chrome you can see 2 attempts and the third attempt authenticating, in IE, you see nothing.

I've tried setting SSPIPerRequestAuth but that's made no difference.  Help greatly appreciated.

"
14939,Redmine,Defect,"",Closed,Normal,Wiki link to specific issues failed,wooden rob,"",2013-09-29 10:16,Wiki,"","","","",0,2013-09-18 16:15,2013-09-29 10:16,ä÷òAÇµÇƒÇ¢ÇÈ #14606,"","","<pre>
Environment:
 Redmine version                2.3.3.devel
 Ruby version                   1.9.3-p385 (2013-02-06) [i686-linux]
 Rails version                  3.2.13
 Environment                    production
 Database adapter               Mysql2
SCM:
 Git                            1.7.10.4
 Filesystem                     
Redmine plugins:
 no plugin installed
</pre>


Lets consider two users: A and B.
B is admin.

A get an ""Internal Error"" when accessing a wiki pages with links to specific issues.
B can always see the pages in 
# When page content is as follow, A gets the error.
<pre>
#4346
#12
</pre>
# When page content is as follow, A can see the content of the page.
<pre>
#12
#4346
</pre>


When the ""Internal Error"" occurs, I can see a sql error in the log."
