#,ÉvÉçÉWÉFÉNÉg,ÉgÉâÉbÉJÅ[,êeÉ`ÉPÉbÉg,ÉXÉeÅ[É^ÉX,óDêÊìx,ëËñº,çÏê¨é“,íSìñé“,çXêVì˙,ÉJÉeÉSÉä,ëŒè€ÉoÅ[ÉWÉáÉì,äJénì˙,ä˙ì˙,ó\íËçHêî,êiíªó¶,çÏê¨ì˙,èIóπì˙,ä÷òAÇ∑ÇÈÉ`ÉPÉbÉg,Resolution,Affected version,ê‡ñæ
16700,Redmine,Patch,"",Closed,Normal,Blank content type for attachments attached via Ajax file upload,Jens Kr?mer,Jean-Philippe Lang,2014-05-24 18:39,Attachments,2.5.2,"","","",0,2014-04-16 12:59,2014-05-24 18:39,"","","","We recently discovered a bug her at ""Planio"":https://plan.io which pretty much affects all attachments created via the Ajax file upload: Attachments are initially created with the correct content type, but later when retrieved via their tokens and attached to their container this gets overwritten with nil.

Please see the patch attached. Testcase included."
16685,Redmine,Patch,"",Closed,Normal,Introduce the request_store gem to hold User.current and prevent data leakage in error messages,Holger Just,"",2014-09-14 13:33,Accounts / authentication,2.6.0,"","","",100,2014-04-15 15:21,2014-09-14 13:33,"","","","Recently, there were several issues where the User.current was not properly initialized and thus the setting from the request before it was used, e.g. #16511 with r13041 which can lead to data disclosure. This issue and all similar ones can be fully circumvented by ensuring that the current user is reset before the request even reaches our rails code.

This patch which was extracted from ""Planio"":https://plan.io proposes the introduction of the ""request_store gem"":https://github.com/steveklabnik/request_store. It adds a middleware to provide a true request-local data store based on @Thread.current@. This ensures that the current user always needs to be set explicitly and can't be taken from previous requests, even if the logic to setup the user somehow fails or is circumvented due to early error handlers. The fail-safe default is always @User.anonymous@ which should be sufficient even in the face of an auth error.

This patch is against the current master branch on ""Github"":https://github.com/redmine/redmine."
16669,Redmine,Defect,"",Closed,Normal,Markdown formatter should use the :no_intra_emphasis extension,Sam Rawlins,Jean-Philippe Lang,2014-05-24 18:33,Text formatting,2.5.2,"","","",0,2014-04-14 18:50,2014-05-24 18:33,"",Fixed,2.5.1,"I'm so excited to see Redmine supporting markdown with Redcarpet (#15520)! However, this is causing a lot of unintended emphasis rendering, e.g. at ruby-lang.org [1]. I think the `:no_intra_emphasis` extension should be enabled when creating the Redcarpet::Markdown formatter. From the Redcarpet docs [2]:

> `:no_intra_emphasis:` do not parse emphasis inside of words.
> Strings such as `foo_bar_baz` will not generate `<em>` tags.

The fix is just to add `:no_intra_emphasis => true` to [Redmine::WikiFormatting::Markdown::Formatter#formatter](http://www.redmine.org/projects/redmine/repository/entry/trunk/lib/redmine/wiki_formatting/markdown/formatter.rb#L125)

[1] https://bugs.ruby-lang.org/issues/9726, https://bugs.ruby-lang.org/issues/9724, https://bugs.ruby-lang.org/issues/9719, https://bugs.ruby-lang.org/issues/9683, https://bugs.ruby-lang.org/issues/9679 are just the 5 most recent.
[2] https://github.com/vmg/redcarpet#and-its-like-really-simple-to-use"
16668,Redmine,Defect,"",Closed,Normal,Redmine links broken when object name contains special characters,Darth Vader,Jean-Philippe Lang,2014-05-24 18:32,Text formatting,2.5.2,"","","",0,2014-04-14 17:31,2014-05-24 18:32,"",Fixed,2.5.0,"When attaching files with special characters (ampersand is an example), the attachment link does not work:
<pre>
attachment:""Test & Show.txt""
</pre>
attachment:""Test & Show.txt""

The regular expression in application_helper.rb, parse_redmine_links does parse the filename correctly but it seems that the code that compares attachments to the filename fails to match the two.

<pre>
Environment:
  Redmine version                2.5.0.stable
  Ruby version                   1.9.3-p231 (2012-05-25) [i386-mingw32]
  Rails version                  3.2.17
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.8.4
  Perforce                       2013.1
  Git                            1.8.5.2
</pre>"
16667,Redmine,Defect,"",Closed,Normal,Subtask defect,Felix Muster,"",2014-04-14 22:48,"","","","","",0,2014-04-14 15:43,2014-04-14 22:48,"",Invalid,2.5.0,"Hello,
when I create a subtask.
It don't get any relation to the parents issue.

It isn't shown under Subtasks on the parent issue.

It is created like a normal issue.

I don't know if this is a defect or I forgot to configure somethin.

Thank You"
16661,Redmine,Defect,"",New,Normal,Different users sharing same role have rights in projects in which user is not a member,Lajish Lakshmanan,"",2014-04-30 11:31,Administration,"","","","",0,2014-04-14 11:50,"","ä÷òAÇµÇƒÇ¢ÇÈ #850, éüÇÃÉ`ÉPÉbÉgÇ™èdï° #17213","","","Since different projects have different project managers and development managers. Providing admin rights to such users create confusion and a threat to redmine integrity.

In my organisation, we are using Redmine for different projects, so different users can have same role. Due to this an user in one project get same rights as that of other user in another project. Somehow I can manage this situation by making project as private but there is a need to see issues of other projects in order to get information from those trackers.

Don't we need a logic for assigning roles permissions based on project instead of globally. Here *Administrator* should be able to set Roles permission in project itself and of course local admin for each project. "
16660,Redmine,Defect,"",Closed,Normal,issues relations,ä£? ìÇ,"",2014-04-15 02:54,Issues,"","","","",0,2014-04-14 11:49,2014-04-15 02:54,"",Cant reproduce,2.5.1,"is there ""copies from"" and ""copies to"" have no significance in issues relates?
i create two issues,and set related to copies from,but i see no filed changed."
16659,Redmine,Defect,"",New,Normal,subtasks in corss-project views,ä£? ìÇ,"",2014-05-13 09:58,Gantt,"","","","",0,2014-04-14 11:30,"","","",2.5.1,"a project create a issue,and include a subtask in another project,but view issues list do not display subtask,and the gantt can't display the subtask's progress bar.
"
16655,Redmine,Defect,"",Closed,Normal,start_date not set despite settings[default_issue_start_date_to_creation_date] being set.,Christoffer L,Jean-Philippe Lang,2014-05-24 18:30,Email receiving,2.5.2,"","","",0,2014-04-14 08:38,2014-05-24 18:30,"",Fixed,2.5.1,"I'm using rdm-mailhandler.rb with a postfix virtual mailbox-handler.

And as subject says start_date is not being set when an issue is created from mail.
I am unsure on where to apply a patch, and how exactly it should be applied.

I think that the setting[default_issue_start_date_to_creation_date] should be applied to an issue that is created via rdm-mailhandler.rb.

<pre>
Environment:
  Redmine version                2.5.1.stable
  Ruby version                   1.9.3-p0 (2011-10-30) [x86_64-linux]
  Rails version                  3.2.17
  Environment                    production
  Database adapter               Mysql2
SCM:
  Git                            1.7.9.5
  Filesystem
</pre>
"
16654,Redmine,Defect,"",New,Normal,Rest API custom field not working ,olivier musse,"",2014-04-14 08:13,REST API,"","","","",0,2014-04-14 08:13,"","","",2.5.1,"Upgrade to 2.5.1-stable version to have the custom_fields.json API feature available. 
Any of the other API feature (issues,trackers,users, news....) is working but the /custom_fiels.json is empty while having custom fields defined in my database. 
Missed something or bug ?"
16652,Redmine,Defect,"",Closed,Low,Missing menu ÅgmoveÅh multiple tickets,illuminate33 illuminate33,"",2014-04-26 08:42,Issues,"","","","",0,2014-04-14 02:55,2014-04-26 08:42,"",Invalid,2.5.1,"Probably your answer is ""The behavior is by design. ""
But I want to consult with my boss after a confirmation.

http://community.bitnami.com/t/missing-menu-move-multiple-tickets/23598



"
16649,Redmine,Defect,"",New,Normal,Trimming the project description on projects list can break the text formatting,Pascal K?nig,"",2014-04-13 21:08,Text formatting,"","","","",0,2014-04-13 21:08,"","","","","Hello everyone,

i've encountered a rather annoying bug:

I'm hosting a redmine installation where i've got a project with a table in the project description. When i go to the /projects page, the project description is displayed cut off and the table in the description is not parsed correctly.

I think the reason for this behaviour are the three dots (...) at the end of the line of the description. The textile parser expects a table row to end with a pipe ( | ), gets three dots instead and kinda breaks.

*For example:*

This is what the table should look like:
| col 1 | col 2|

This is what the table actually looks like because of the trimmed description:

| col 1 | col 2|...

I hope you guys get my explanation. :)


---

*Additional information*
Database version: MySQL 5.5.35
Ruby version: 1.9.3-p194
Rails version: 3.2.17
Redmine version: 2.5.0.stable"
16645,Redmine,Defect,"",Closed,Normal,undefined method `>' for nil:NilClass,Alexander Klevtsov,"",2014-06-18 11:43,Custom fields,"","","","",0,2014-04-12 01:42,2014-04-12 05:39,"",Cant reproduce,2.4.5,"After upgrade from 2.4-dev to 2.4.5 started in +some projects+ encounter errors:
*undefined method `>' for nil:NilClass*

<pre>
  [1m[35m (0.1ms)[0m  SELECT MAX(`settings`.`updated_on`) AS max_id FROM `settings` 
  [1m[36mUser Load (0.1ms)[0m  [1mSELECT `users`.* FROM `users` WHERE `users`.`type` IN ('User', 'AnonymousUser') AND `users`.`status` = 1 AND `users`.`id` = 1 LIMIT 1[0m
  Current user: kaa (id=1)
  [1m[35mProject Load (0.1ms)[0m  SELECT `projects`.* FROM `projects` WHERE `projects`.`identifier` = 'olis-lxg-travel' LIMIT 1
  [1m[36mSQL (0.1ms)[0m  [1mSELECT `enabled_modules`.`name` FROM `enabled_modules` WHERE `enabled_modules`.`project_id` = 39[0m
  [1m[35mIssueStatus Load (0.1ms)[0m  SELECT `issue_statuses`.* FROM `issue_statuses` WHERE `issue_statuses`.`is_default` = 1 LIMIT 1
  [1m[36mCACHE (0.0ms)[0m  [1mSELECT `issue_statuses`.* FROM `issue_statuses` WHERE `issue_statuses`.`is_default` = 1 LIMIT 1[0m
  [1m[35mIssuePriority Load (0.1ms)[0m  SELECT `enumerations`.* FROM `enumerations` WHERE `enumerations`.`type` IN ('IssuePriority') AND `enumerations`.`is_default` = 1 ORDER BY enumerations.position ASC LIMIT 1
  [1m[36mProject Load (0.1ms)[0m  [1mSELECT `projects`.* FROM `projects` WHERE `projects`.`id` = 39 LIMIT 1[0m
  [1m[35mTracker Load (0.2ms)[0m  SELECT `trackers`.* FROM `trackers` INNER JOIN `projects_trackers` ON `trackers`.`id` = `projects_trackers`.`tracker_id` WHERE `projects_trackers`.`project_id` = 39 AND `trackers`.`id` = 1 ORDER BY trackers.position LIMIT 1
  [1m[36mCACHE (0.0ms)[0m  [1mSELECT `issue_statuses`.* FROM `issue_statuses` WHERE `issue_statuses`.`is_default` = 1 LIMIT 1[0m
  [1m[35mRole Load (0.1ms)[0m  SELECT `roles`.* FROM `roles` 
  [1m[36mWorkflowTransition Load (0.1ms)[0m  [1mSELECT `workflows`.* FROM `workflows` WHERE `workflows`.`type` IN ('WorkflowTransition') AND `workflows`.`old_status_id` = 1 AND (role_id IN (1,2,3,4,5,6,7,8) AND tracker_id = 1 AND ((author = 0 AND assignee = 0) OR author = 1))[0m
  [1m[35mIssueStatus Load (0.1ms)[0m  SELECT `issue_statuses`.* FROM `issue_statuses` WHERE `issue_statuses`.`id` IN (5, 4, 3, 2, 6)
  [1m[36mSQL (0.1ms)[0m  [1mSELECT `enabled_modules`.`name` FROM `enabled_modules` WHERE `enabled_modules`.`project_id` = 39[0m
  [1m[35mCACHE (0.0ms)[0m  SELECT `roles`.* FROM `roles` 
  [1m[36mWorkflowPermission Load (0.1ms)[0m  [1mSELECT `workflows`.* FROM `workflows` WHERE `workflows`.`type` IN ('WorkflowPermission') AND `workflows`.`tracker_id` = 1 AND `workflows`.`old_status_id` = 1 AND `workflows`.`role_id` IN (1, 2, 3, 4, 5, 6, 7, 8)[0m
  [1m[35mTracker Load (0.2ms)[0m  SELECT `trackers`.* FROM `trackers` WHERE `trackers`.`id` = 1 LIMIT 1
  [1m[36mCACHE (0.0ms)[0m  [1mSELECT `roles`.* FROM `roles` [0m
  [1m[35mCACHE (0.0ms)[0m  SELECT `workflows`.* FROM `workflows` WHERE `workflows`.`type` IN ('WorkflowPermission') AND `workflows`.`tracker_id` = 1 AND `workflows`.`old_status_id` = 1 AND `workflows`.`role_id` IN (1, 2, 3, 4, 5, 6, 7, 8)
  [1m[36mCACHE (0.0ms)[0m  [1mSELECT `issue_statuses`.* FROM `issue_statuses` WHERE `issue_statuses`.`is_default` = 1 LIMIT 1[0m
  [1m[35mCACHE (0.0ms)[0m  SELECT `roles`.* FROM `roles` 
  [1m[36mCACHE (0.0ms)[0m  [1mSELECT `workflows`.* FROM `workflows` WHERE `workflows`.`type` IN ('WorkflowTransition') AND `workflows`.`old_status_id` = 1 AND (role_id IN (1,2,3,4,5,6,7,8) AND tracker_id = 1 AND ((author = 0 AND assignee = 0) OR author = 1))[0m
  [1m[35mCACHE (0.0ms)[0m  SELECT `issue_statuses`.* FROM `issue_statuses` WHERE `issue_statuses`.`id` IN (5, 4, 3, 2, 6)
  [1m[36mCACHE (0.0ms)[0m  [1mSELECT `issue_statuses`.* FROM `issue_statuses` WHERE `issue_statuses`.`is_default` = 1 LIMIT 1[0m
  [1m[35mCACHE (0.0ms)[0m  SELECT `roles`.* FROM `roles` 
  [1m[36mCACHE (0.0ms)[0m  [1mSELECT `workflows`.* FROM `workflows` WHERE `workflows`.`type` IN ('WorkflowTransition') AND `workflows`.`old_status_id` = 1 AND (role_id IN (1,2,3,4,5,6,7,8) AND tracker_id = 1 AND ((author = 0 AND assignee = 0) OR author = 1))[0m
  [1m[35mCACHE (0.0ms)[0m  SELECT `issue_statuses`.* FROM `issue_statuses` WHERE `issue_statuses`.`id` IN (5, 4, 3, 2, 6)
  [1m[36mCACHE (0.0ms)[0m  [1mSELECT `roles`.* FROM `roles` [0m
  [1m[35mCACHE (0.0ms)[0m  SELECT `workflows`.* FROM `workflows` WHERE `workflows`.`type` IN ('WorkflowPermission') AND `workflows`.`tracker_id` = 1 AND `workflows`.`old_status_id` = 1 AND `workflows`.`role_id` IN (1, 2, 3, 4, 5, 6, 7, 8)
  [1m[36mIssueCustomField Load (0.2ms)[0m  [1mSELECT `custom_fields`.* FROM `custom_fields` INNER JOIN `custom_fields_trackers` ON `custom_fields`.`id` = `custom_fields_trackers`.`custom_field_id` WHERE `custom_fields`.`type` IN ('IssueCustomField') AND `custom_fields_trackers`.`tracker_id` = 1[0m
  [1m[35mIssueCustomField Load (0.1ms)[0m  SELECT `custom_fields`.* FROM `custom_fields` WHERE `custom_fields`.`type` IN ('IssueCustomField') AND (is_for_all = 1 OR id IN (SELECT DISTINCT cfp.custom_field_id FROM custom_fields_projects cfp WHERE cfp.project_id = 39)) ORDER BY custom_fields.position ASC
  [1m[36mCACHE (0.0ms)[0m  [1mSELECT `roles`.* FROM `roles` [0m
  [1m[35mCACHE (0.0ms)[0m  SELECT `workflows`.* FROM `workflows` WHERE `workflows`.`type` IN ('WorkflowPermission') AND `workflows`.`tracker_id` = 1 AND `workflows`.`old_status_id` = 1 AND `workflows`.`role_id` IN (1, 2, 3, 4, 5, 6, 7, 8)
  [1m[36mCACHE (0.0ms)[0m  [1mSELECT `roles`.* FROM `roles` [0m
  [1m[35mCACHE (0.0ms)[0m  SELECT `workflows`.* FROM `workflows` WHERE `workflows`.`type` IN ('WorkflowPermission') AND `workflows`.`tracker_id` = 1 AND `workflows`.`old_status_id` = 1 AND `workflows`.`role_id` IN (1, 2, 3, 4, 5, 6, 7, 8)
  [1m[36mCACHE (0.0ms)[0m  [1mSELECT `issue_statuses`.* FROM `issue_statuses` WHERE `issue_statuses`.`is_default` = 1 LIMIT 1[0m
  [1m[35mCACHE (0.0ms)[0m  SELECT `roles`.* FROM `roles` 
  [1m[36mCACHE (0.0ms)[0m  [1mSELECT `workflows`.* FROM `workflows` WHERE `workflows`.`type` IN ('WorkflowTransition') AND `workflows`.`old_status_id` = 1 AND (role_id IN (1,2,3,4,5,6,7,8) AND tracker_id = 1 AND ((author = 0 AND assignee = 0) OR author = 1))[0m
  [1m[35mCACHE (0.0ms)[0m  SELECT `issue_statuses`.* FROM `issue_statuses` WHERE `issue_statuses`.`id` IN (5, 4, 3, 2, 6)
  [1m[36mCACHE (0.0ms)[0m  [1mSELECT `issue_statuses`.* FROM `issue_statuses` WHERE `issue_statuses`.`is_default` = 1 LIMIT 1[0m
  [1m[35mUser Load (0.2ms)[0m  SELECT DISTINCT `users`.* FROM `users` INNER JOIN `members` ON `members`.`user_id` = `users`.`id` WHERE `users`.`type` IN ('User', 'AnonymousUser') AND `users`.`status` = 1 AND (members.project_id = 39)
  [1m[36m (0.1ms)[0m  [1mBEGIN[0m
  [1m[35m (0.0ms)[0m  ROLLBACK
Completed 500 Internal Server Error in 273.3ms

NoMethodError (undefined method `>' for nil:NilClass):
  app/models/custom_field.rb:355:in `validate_field_value_format'
  app/models/custom_field.rb:334:in `validate_field_value'
  app/models/custom_field_value.rb:46:in `validate_value'
  lib/plugins/acts_as_customizable/lib/acts_as_customizable.rb:126:in `each'
  lib/plugins/acts_as_customizable/lib/acts_as_customizable.rb:126:in `validate_custom_field_values'
  app/controllers/issues_controller.rb:146:in `create'

</pre>

<pre>
Environment:
  Redmine version                2.4.5.stable
  Ruby version                   2.0.0-p451 (2014-02-24) [i686-linux]
  Rails version                  3.2.17
  Environment                    development
  Database adapter               Mysql2
SCM:
  Subversion                     1.6.12
  Cvs                            1.12.13
  Git                            1.7.2.5
  Filesystem                     
Redmine plugins:
  recaptcha                      1.0.0
  redmine_agile                  1.1.2-light
  redmine_people                 0.1.8
  redmine_questions              0.0.5
</pre>"
16640,Redmine,Defect,"",Closed,Normal,Emails are not being sent to recipients for redmine events,Ryan Sparkes,"",2014-04-14 07:40,Email receiving,"","","","",0,2014-04-11 17:39,2014-04-12 12:15,"",Cant reproduce,2.5.0,"We are having issues with Redmine email not being sent.

We have found that a workaround to our issue is to update mailer.rb to explicitly state who the mail is from. For example, we have added the highlighted lines below:

@  def account_information(user, password)@
@    set_language_if_valid user.language@
@    @user = user@
@    @password = password@
@    @login_url = url_for(:controller => 'account', :action => 'login')@
*%{background-color:pink}@    f = ""Redmine <#{Setting.mail_from}>"" @%*
@    mail :to => user.mail,@
*%{background-color:pink}@      :from => f,@%*
@      :subject => l(:mail_subject_register, Setting.app_title)@
  end
</pre>

We needed to make a similar change in all methods that send out an email. It's not clear to us that this is the correct fix - perhaps there is a setting somewhere that we have missed?

We did not see this problem in redmine 2.3.1, but it appeared after upgrading to 2.5.0.

Environment:
|Redmine version|2.5.0.stable|
|Ruby version|1.9.3-p231 (2012-05-25) [i386-mingw32]|
|Rails version|3.2.17|
|Environment|production|
|Database adapter|Mysql2|
"
16623,Redmine,Defect,"",Closed,Normal,Incorrect task status on activity page,Gennady Grechin,"",2014-04-11 04:48,Activity view,"","","","",0,2014-04-10 19:36,2014-04-11 04:48,"",Duplicate,2.5.1,"I create new task. If I open activity page I'll see corresponding record with status ""New"" (I'll name this record as ""1"" below)

Ok, I change status of the task to ""Opened"". If I open activity page I'll see corresponding record with status ""Opened"" (record ""2""). But record ""1"" has also status ""Opened"".

Next changing status of task to ""Resolved"" will add new record to activity page with status ""Resolved"". Also, record ""2"" remain ""Opened"", but record ""1"" will be ""Resolved"".

It seems the first record (of task creation) refers to the same variable with last status.

P.S. Icons of the records are correct."
16619,Redmine,Defect,"",Closed,Normal,Mailer.token_for generates invalid message_id when using from address with full name,David Robinson,Jean-Philippe Lang,2014-05-24 18:29,Email notifications,2.5.2,"","","",0,2014-04-10 13:34,2014-05-24 18:29,"",Fixed,2.4.4,"The token generator in Mailer.rb (Mailer.token_for) has the following code:
<pre>
host = Setting.mail_from.to_s.gsub(%r{^.*@}, '')
</pre>
If you have configured Redmine to send from an address with both name and email, (f.ex. ""Redmine Mailer<no-reply@redmine.org>"") this results in a Message-id like the following being created:
<pre>
<redmine.journal-2421.20140408113649@redmine.org>>
</pre>
the double "">"" at the end is considered illegal by some mail servers, and results in them rejecting it.

A possible solution could be the following:
<pre>
host = Setting.mail_from.to_s.gsub(%r{(^.*@)|>}, '')
</pre>
"
16613,Redmine,Defect,"",New,Normal,Not proper scanned Markup with point notation,Daniel Felix,"",2018-02-16 16:07,Text formatting,"","","","",0,2014-04-10 10:59,"","","","","Hi there,

I encountered a little misbehaviour regarding textile markup und . notations.

Example:
@*test.argh*@
*test.argh*
gets proper parsed (bold test.argh)
@*[test].argh*@
*[test].argh*
gets wrong parsed to (bold .argh - [test] is striped)
@*{test}.argh*@ 
*{test}.argh*
is parsed to (bold .argh - {test} is striped, as this is the notation for passing css to the markup, which is correct.)

Is the regular expression maybe wrong and it only parses for @*[something in brackets].Text@?"
16594,Redmine,Defect,"",Closed,Normal,"Application Error: ""Rails Application failed to start properly"" ",peng zhang,"",2014-04-24 12:18,"","","","","",0,2014-04-10 08:46,2014-04-24 12:18,"",Invalid,2.5.0,"Apache log:
FastCGI: (dynamic) server ""/var/www/redmine/public/dispatch.fcgi"" (pid 2857) terminated by calling exit with status '127'
FastCGI: (dynamic) server ""/var/www/redmine/public/dispatch.fcgi"" has failed to remain running for 30 seconds given 3 attempts, its restart interval has been backed off to 600 seconds

redmine_error_log:
FastCGI: incomplete headers (0 bytes) received from server ""/var/www/redmine/public/dispatch.fcgi""nds

"
16593,Redmine,Defect,"",Closed,Normal,Unable to change issue status while updating issue in version 2.4.2,vinuthna g,"",2015-04-14 19:36,Issues,"","","","",0,2014-04-10 08:42,2015-04-14 19:36,"",No feedback,2.4.2,"I have created an issue and while trying to update that issue I'm unable change the status of the issue, I have verified workflow under Administration. I have admin access and also my role is project leader in that project,attaching screenshot for reference."
