#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
24924,Redmine,Defect,"",Closed,Normal,Redmine installation produces different results depending on the date installed,Angelo Bertolli,"",2017-01-27 06:45,Gems support,"","","","",0,2017-01-25 21:59,2017-01-26 03:02,"",Wont fix,3.3.1,"h2. The general problem

Redmine releases leave their dependencies open-ended, and assume that later versions of gems will always be backward compatible and can be installed with the release.

If you install Redmine on a system using the instructions on the site, you will get a different result depending on what version of a gem happens to be available at that time.

h2. A side effect, specific example of this being an issue

When the Gemfile specifies a version like '>= x.x.x' it will throw an error during installation if the newest version of a gem has changed dependencies.

e.g.

* When Redmine 3.3.1 was released it could be installed on RHEL 7 using Ruby 2.0
* At some point in time, nokogiri 1.7 was released that requires Ruby 2.1
* When attempting to run bundler to install Redmine on an identical system after this point will generate an error requiring Ruby 2.1

h2. Solution

The current/correct practice for maintaining a Gemfile should be to use '~> x.x.x' whenever possible.  This ensures both that (1) the version of the gem that was verified with a particular release is used, and (2) future gem versions do not cause unresolved dependency problems.

"
24923,Redmine,Patch,"",Closed,Normal,Bulgarian translation,Ivan Cenov,"",2017-01-28 20:10,Translations,"","","","",0,2017-01-25 19:46,2017-01-28 20:10,"","","","Translated

* error_cannot_reassign_time_entries_to_an_issue_about_to_be_deleted
* warning_fields_cleared_on_bulk_edit
* field_updated_by
* field_last_updated_by
* field_full_width_layout
* setting_timelog_required_fields
* label_user_mail_option_only_assigned
* label_user_mail_option_only_owner
* label_attribute_of_object"
24917,Redmine,Defect,"",Closed,Normal,duplicated key upgrading from 3.3.1 to 3.3.2 version,Daniele Renda,"",2017-01-25 01:15,Gems support,"","","","",0,2017-01-25 00:54,2017-01-25 01:15,次のチケットと重複 #24271,Duplicate,3.3.2,"Hi,
I was upgrading redmine from 3.3.1 version to 3.3.2 version. I followed as always steps wrote here http://www.redmine.org/projects/redmine/wiki/RedmineUpgrade but I noticed that the during the installation of gems it required for ruby >=2.1 (I had 2.0.0).

So I updated ruby with rvm and I was able to go ahead. 
But when I recreate the secret token I've an error.
<pre>
bundle exec rake generate_secret_token

/usr/local/rvm/gems/ruby-2.2.0/gems/htmlentities-4.3.1/lib/htmlentities/mappings/expanded.rb:465: warning: duplicated key at line 466 ignored: ""inodot""

</pre>

The same things happen trying to update the database:

<pre>
bundle exec rake db:migrate RAILS_ENV=production
/usr/local/rvm/gems/ruby-2.2.0/gems/htmlentities-4.3.1/lib/htmlentities/mappings/expanded.rb:465: warning: duplicated key at line 466 ignored: ""inodot""
(eval):53: warning: duplicated key at line 53 ignored: :format
</pre>

I should move on or are errors that should be fixed?

Thanks"
24915,Redmine,Defect,"",Needs feedback,High,Activity shows issues and text of issues which should not,Thomas L?fgren,"",2017-01-24 12:22,Security,"","","","",0,2017-01-24 12:05,"",関連している #22120,"",3.3.1,"If as user only allowed to see your issues (Issues assigned or created by user) and you click on a different member of the project from the Project overview side.

* You will see all the tickets assigned to that user and some of the content of the tickets as well.
* If you click on a ticket from the activity you will get 403 Forbidden.

This may be applicable on other kind of activities."
24910,Redmine,Defect,"",New,Low,Issue processing UTF7 mails,Falk Eckert,"",2017-10-16 13:34,Email receiving,"","","","",0,2017-01-23 22:12,"","","","","Hello,

we have an issue with processing UTF7 mails:

exception: code converter not found (UTF-7 to UTF-8)
[""/srv/redmine/public_html/lib/redmine/codeset_util.rb:25:in `encode'"", ""/srv/redmine/public_html/lib/redmine/codeset_util.rb:25:in `to_utf8'""

Are there any ideas to solve this issue?

Thx
Falk"
24908,Redmine,Defect,"",Closed,Normal,Reply to email with signature picture problems,Esteve Navas,"",2017-02-09 03:56,Email receiving,"","","","",0,2017-01-23 12:36,2017-02-09 03:56,"",Duplicate,3.1.3,"I've configured the reply to email feature and it works nicely, people can reply to the mail Redmine sends and the reply is added as a Note.

The problem I have is that it does not work when the user has a picture attached to the signature, with a <img src=""""> html tag. If I have the signature in plain text it works without any issue.

I'm checking the production.log and this is the log when I add a note from Redmine:

<pre>
Started PATCH ""/redmine/issues/1961"" for 192.168.200.100 at 2017-01-23 12:30:25 +0100
Processing by IssuesController#update as HTML
  Parameters: {""utf8""=>""?"", ""authenticity_token""=>""jhKmG0UwjXxniTl5XAavxbjXZrHpcOVsREn9BiLuuZwi2j+NvN3+6Gz3+UDDUxb98rmr5YpVb72/Fmgob/LSuw=="", ""form_update_triggered_by""=>"""", ""issue""=>{""is_private""=>""0"", ""project_id""=>""2"", ""tracker_id""=>""11"", ""subject""=>""Reply to mail isn't working"", ""description""=>""I create this ticket to make the tests for it."", ""status_id""=>""2"", ""priority_id""=>""2"", ""assigned_to_id""=>""5"", ""start_date""=>""2017-01-22"", ""due_date""=>"""", ""custom_field_values""=>{""33""=>""IT"", ""34""=>""RedMine""}, ""notes""=>""32454354352435432543543"", ""private_notes""=>""0"", ""lock_version""=>""12""}, ""last_journal_id""=>""7074"", ""commit""=>""Submit"", ""prev_issue_id""=>""1629"", ""next_issue_id""=>""1627"", ""issue_position""=>""4"", ""issue_count""=>""20"", ""id""=>""1961""}
  Current user: esteve.n (id=5)
  Rendered mailer/_issue.text.erb (4.8ms)
  Rendered mailer/issue_edit.text.erb within layouts/mailer (5.5ms)
  Rendered mailer/_issue.html.erb (0.8ms)
  Rendered mailer/issue_edit.html.erb within layouts/mailer (2.5ms)
Redirected to http://192.168.200.202/redmine/issues/1961?issue_count=20&issue_position=4&next_issue_id=1627&prev_issue_id=1629
Completed 302 Found in 1818ms (ActiveRecord: 21.3ms)
</pre>

This is the log when I try to add a note from email:

<pre>
Started GET ""/redmine/issues/1961?issue_count=20&issue_position=4&next_issue_id=1627&prev_issue_id=1629"" for 192.168.200.100 at 2017-01-23 12:30:57 +0100
Processing by IssuesController#show as HTML
  Parameters: {""issue_count""=>""20"", ""issue_position""=>""4"", ""next_issue_id""=>""1627"", ""prev_issue_id""=>""1629"", ""id""=>""1961""}
  Current user: esteve.n (id=5)
  Rendered issues/_action_menu.html.erb (5.5ms)
  Rendered plugins/redmine_close_button/app/views/issues/_close_button.html.erb (0.9ms)
  Rendered issue_relations/_form.html.erb (2.9ms)
  Rendered issues/_relations.html.erb (4.4ms)
  Rendered issues/_history.html.erb (256.2ms)
  Rendered issues/_action_menu.html.erb (3.0ms)
  Rendered issues/_form_custom_fields.html.erb (1.9ms)
  Rendered issues/_attributes.html.erb (19.0ms)
  Rendered issues/_form.html.erb (31.2ms)
  Rendered attachments/_form.html.erb (2.1ms)
  Rendered issues/_edit.html.erb (37.1ms)
  Rendered issues/_sidebar.html.erb (4.8ms)
  Rendered watchers/_watchers.html.erb (4.7ms)
  Rendered issues/show.html.erb within layouts/base (355.3ms)
Completed 200 OK in 422ms (Views: 368.4ms | ActiveRecord: 9.5ms)
Saving attachment '/opt/redmine/redmine-3.3.1/files/2017/01/170123123106_nkfoclgkbojlghok.jpg' (5574 bytes)
</pre>

Is seems that treats the picture as an attachment? Could be that the problem?

Thank you for your help."
24907,Redmine,Defect,"",Closed,Normal,"Issue queries: ""Default columns"" option conflicts with ""Show description""",Jens Kr?mer,Jean-Philippe Lang,2017-01-29 14:12,Issues filter,3.4.0,"","","",0,2017-01-23 11:40,2017-01-29 14:12,"",Fixed,3.3.2,"When editing an issue query, it is impossible to activate the _Show description_ option while _Default columns_ is selected. This is somewhat confusing. Probably _Show description_ should be moved into the _Columns_ fieldset which is toggled by the _Default columns_ checkbox? "
24906,Redmine,Defect,"",New,Normal,Session expiration not visible when editing issues,Immanuel Wilhelmy,"",2017-01-23 11:35,Accounts / authentication,"","","","",0,2017-01-23 11:35,"","","",3.3.0,"h2. Session expiration not visible when editing issues

As some tickets already address redmine's behavior when you are _currently_ editing a ticket and get (in the meantime) logged out, this addresses an aditional scenario:

h3. Problem

if your session has expired, you can *still click on edit* for a currently shown issue and editing is still possible.
However if you hit *save* you will be notified your session has expired. Selecting Back (on firefox) redirects you to the login page and your edits are lost.

h3. How to test

Log in
Select an issue (viewing mode)
open redmine in a second tab and logout on this
Return to the issue tab
Select edit (editing is possible)
Select save
--> you will be notified that your session is expired and your edits are lost

h3. Desired behavior

If your session has expired at least the ""edit"" function should be blocked and user should get notification on invalid session. Ideally the user would be shown (when session expires during editing) the login-dialog with the possibility to authenticate, resume and save the current edit.

h2. our environment

Environment:
  Redmine version                3.3.0.stable
  Ruby version                   2.1.4-p265 (2014-10-27) [x86_64-linux]
  Rails version                  4.2.6
  Environment                    production
  Database adapter               Mysql2
SCM:
  Git                            2.7.4
  Filesystem                     
Redmine plugins:
  clipboard_image_paste          1.10
  redmine_all_files              0.0.3
  redmine_edit_custom_fields     0.0.4
  redmine_extended_watchers      1.0.5
  redmine_issues_tree            0.0.8
  redmine_lightbox2              0.3.1
  redmine_my_page_queries        2.1.6
  redmine_people                 1.2.0
  redmine_silencer               0.4.1
  redmine_tweaks                 0.5.6
  redmine_wiki_extensions        0.7.0
  redmine_wiki_lists             0.0.6
  redmine_xapian                 1.6.5
  sidebar_hide                   0.0.7"
24904,Redmine,Defect,"",Closed,Normal,Internal error occurs on view all issues,Alex Kolesnik,"",2017-01-23 13:28,Issues,"","","","",0,2017-01-23 11:14,2017-01-23 13:24,"",Invalid,3.3.2,"Hi. After upgrading RM from 2.6 to 3.3.2, I'm getting the following error in the browser after clicking on ""View all issues"" link (https://redmine-test-upg.mydom.com/issues):
> Internal error
> 
> An error occurred on the page you were trying to access.
> If you continue to experience problems please contact your Redmine administrator for assistance.
> 
> If you are the Redmine administrator, check your log files for details about the error.
> 
> Back 

Redmine's production.log is empty, while Apache's error_log has:
<pre>
App 20453 stderr: ArgumentError (wrong number of arguments (given 1, expected 0)):
App 20453 stderr:   plugins/redmine_qa_contact/lib/query_patch.rb:48:in `qa_contact_available_filters'
App 20453 stderr:   app/models/query.rb:247:in `build_from_params'
App 20453 stderr:   app/models/issue_query.rb:124:in `build_from_params'
App 20453 stderr:   app/helpers/queries_helper.rb:220:in `retrieve_query'
App 20453 stderr:   app/controllers/issues_controller.rb:45:in `index'
App 20453 stderr:   lib/redmine/sudo_mode.rb:63:in `sudo_mode'
App 20453 stderr:
</pre>

About my system:
<pre>
# ruby bin/about

sh: darcs: command not found
sh: hg: command not found
sh: bzr: command not found
Environment:
  Redmine version                3.3.2.stable
  Ruby version                   2.3.1-p112 (2016-04-26) [x86_64-linux-gnu]
  Rails version                  4.2.7.1
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.6.11
  Git                            1.7.1
  Filesystem
Redmine plugins:
  redmine_digest                 0.2.0
  redmine_preview_attach_column  0.1.7
  redmine_qa_contact             0.0.2
  redmine_release_notes          1.2.0
  redmine_scm_hookhelpers        0.0.1
  redmine_silencer               0.4.1
  redmine_testlinklink           1.0.0
  redmine_timesheet_plugin       0.7.0
  redmine_work_time              0.2.6
</pre>

Mysql is 5.7.

No troubles when listing issues of a specific project (https://redmine-test-upg.mydom.com/projects/myproject/issues).

Please, help to fix this."
24901,Redmine,Patch,"",Closed,Normal,"Remove unused ""label_more"" from locale files",Go MAEDA,"",2017-02-21 13:13,Code cleanup/refactoring,3.4.0,"","","",0,2017-01-22 16:00,2017-02-21 13:13,"","","",label_more is no longer used since r8102.
