#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
19595,Redmine,Defect,"",Closed,Normal,"Broken ""receiving emails""",Semyon Dubina,"",2015-04-12 07:06,Email receiving,"","","","",0,2015-04-12 06:03,2015-04-12 06:38,次のチケットと重複 #19485,Duplicate,3.0.1,"After update 2.6.1 -> 3.0.1 fetching emails from an IMAP server is brokened with error:

> PG::AmbiguousColumn: ERROR:  column reference ""address"" is ambiguous
>LINE 1: ...s"".""type"" IN ('User', 'AnonymousUser') AND (LOWER(address) I...
>                                                             ^
>: SELECT  DISTINCT ""users"".* FROM ""users"" INNER JOIN ""email_addresses"" ON ""email_addresses"".""user_id"" = ""users"".""id"" WHERE ""users"".""type"" IN ('User', >'AnonymousUser') AND (LOWER(address) IN ('wordpress@itunion.info'))  ORDER BY ""users"".""id"" ASC LIMIT 1
In sql bothe tables(email_addresses and users) have column ""address"".
_Not sure when the columns were created. If it is not ""out of the box"", then this one of some plugins._

Step-by-steb find out: *having_mail have wrong condition*:
> @joins(:email_addresses).where(""LOWER(address) IN (?)"", addresses).uniq@
For me worked:
> joins(:email_addresses).where(""LOWER(*email_addresses*.address) IN (?)"", addresses).uniq
"
19590,Redmine,Defect,"",Closed,Normal,Parent not visible unless 'Edit' is clicked,Brian Bouterse,"",2015-05-09 10:08,Issues,"","","","",0,2015-04-10 17:09,2015-05-09 10:08,"","",2.3.3,"0) Create a task A, and a task B.
1) Click Edit on Task B and set the task ID to the ID of task A. Save.
2) Observe that task A shows task B as a SubTask
3) Observe that the normal (not 'edit) view of Task B gives no indication that it has its parent id set.
4) Click edit on task B and you can see parent ID set.

I expect that if a parent ID for a task that it is visible in some way."
19589,Redmine,Defect,"",Closed,Normal,Email Client (Not Show the images),Ignacio  Gutierrez,"",2015-04-10 16:45,Email notifications,"","","","",0,2015-04-10 16:38,2015-04-10 16:45,"",Invalid,2.6.2,"

My situation:
1) I create a new issues with image.
2) I choose the people who need to know the issues.
3) Before of the two (2) step, i active Email Notification.
4) the people who need to know about the issues is receive the message on Lotus Notes.
5) the content or text in the messages is ok but the image is blocked like i can't see the image.
I need:
1) To know how i fixed the Client-Email/Lotus Note (Not the Server Email) to show the image in messages?
2) To know if i have to change some plugin to send the image ...Server-Redmine to Server-Lotus.

One observation, the Client Email/Lotus Note I can't see the image but in Web Mail is show the image.
So, i have a question:
Which process do the application about email with image:
Email notification don't send the image or just show the url ...where can i find the image in email?

I don't know much english, but if you answer me i will try to learned fast the english to fixed this problem.

I'm glad to know this application.
Aprecciate the help.

Chrysanthemum2.jpg (87,276 KB) gans gans12, 2015-04-10 16:14

!Chrysanthemum2.jpg!
"
19588,Redmine,Defect,"",Closed,Normal,Invalid column size for language pt-BR,Jos? Cavalcanti,"",2015-06-25 23:53,Database,"","","","",0,2015-04-10 16:05,2015-04-10 16:23,関連している #20176,Invalid,3.0.1,"I installed Redmine 3.0.1 recently with default language pt-BR, no problem during the instalation. However, when logging in the first time I got error 500. Looking logs I found:
<pre>
Mysql2::Error: Data too long for column 'language' at row 1
</pre>

I saw the table users and confirmed the size of column language is 2, but the language I was trying to put is 'pt-BR' (size 4).

After that I got another errors on non-created tables like `settings`


Full error log:

<pre>
Mysql2::Error: Data too long for column 'language' at row 1: INSERT INTO `users` (`firstname`, `lastname`, `mail`, `language`, `login`, `hashed_password`, `admin`, `created_on`, `updated_on`) VALUES ('Administrator', 'Admin', 'tec.ic.gc@phoebustecnologia.com.br', 'pt-br', 'admin', '594e6525619e6b4f20c0f523c95b0f0830b9c013', 1, '2015-04-10 10:49:29.979955', '2015-04-10 10:49:29.979955')
Mysql2::Error: Unknown column 'roles.builtin' in 'where clause': SELECT  1 AS one FROM `roles` WHERE `roles`.`builtin` = 0 LIMIT 1
Started GET ""/redmine/"" for 127.0.0.1 at 2015-04-10 10:54:23 -0300
Processing by WelcomeController#index as HTML
Mysql2::Error: Table 'bitnami_redmine.settings' doesn't exist: SHOW FULL FIELDS FROM `settings`
Completed 500 Internal Server Error in 0ms

ActiveRecord::StatementInvalid (Mysql2::Error: Table 'bitnami_redmine.settings' doesn't exist: SHOW FULL FIELDS FROM `settings`):
  app/models/setting.rb:186:in `check_cache'
  app/controllers/application_controller.rb:100:in `user_setup'


Started GET ""/redmine/"" for 127.0.0.1 at 2015-04-10 10:56:31 -0300
Processing by WelcomeController#index as HTML
Mysql2::Error: Table 'bitnami_redmine.settings' doesn't exist: SHOW FULL FIELDS FROM `settings`
Completed 500 Internal Server Error in 16ms

ActiveRecord::StatementInvalid (Mysql2::Error: Table 'bitnami_redmine.settings' doesn't exist: SHOW FULL FIELDS FROM `settings`):
  app/models/setting.rb:186:in `check_cache'
  app/controllers/application_controller.rb:100:in `user_setup'
</pre>"
19581,Redmine,Defect,"",Closed,High,_redmine_session cookie security flaw,Marcelo Dalmao,"",2015-04-11 08:08,Accounts / authentication,"","","","",0,2015-04-09 17:34,2015-04-11 08:08,"",Invalid,"","Once logged in redmine , simply look for the cookie is generated and then use it to log in from another browser, without knowing your user name and password . It's a big security breach because anyone with access to copy the cookie , you can logging of that user without any approval of the person and without being detected."
19580,Redmine,Defect,"",Closed,Normal,"""Required"" and ""Read-only"" rules on ""Fields Permissions"" screen are not colored ",Go MAEDA,Jean-Philippe Lang,2015-04-25 09:47,UI,2.6.4,"","","",0,2015-04-09 16:04,2015-04-25 09:47,関連している #22305,Fixed,"","""Required"" and ""Read-only"" rules on ""Fields Permission"" screen are not colored in Redmine 3.0. It is caused by wrong css classes which have unnecessary chars as follows.

<pre><code class=""html"">
<td class=""[&quot;required&quot;]"">
</code></pre>

This issue can be fixed by the attached patch: attachment:fields_permissions_color_fix.diff

*expected (Redmine 2.6):*
!with-fix.png!

*actual (current trunk):*
!without-fix.png!"
19578,Redmine,Defect,"",Closed,Normal,Issues reports table header overlaping,Antoine Duranel,Go MAEDA,2017-12-11 04:18,UI,3.3.6,"","","",0,2015-04-09 12:52,2017-12-11 04:18,"関連している #15307, 関連している #27772",Fixed,2.4.0,"Hi,

After migrating from Redmine 1.2.1 to 3.0.1, the Issues > Summary > Reports details page does not have the same behaviour for the table header overflow.

We use around 20 ""Issues statuses"" in our Redmine instance and with this latest Redmine version, headers overlap to fit in the window size which make them unreable (see attached screenshots).
This change might have been done before the Redmine 3.0.1 release but I did not find the entry about it in Changelogs.

Thanks,
Antoine"
19577,Redmine,Defect,"",Closed,Normal,Open redirect vulnerability with back_url param,Jan from Planio www.plan.io,Jean-Philippe Lang,2015-12-08 06:39,Security,2.6.7,"","","",0,2015-04-09 12:50,2015-09-13 16:45,"",Fixed,"","h2. Summary

The valid_back_url? method used e.g. after a login to redirect the user
back to where they came from doesn't properly validate passed URLs
resulting in an open redirect vulnerability which can be used for
phishing and other attacks.

After the redirect to the untrusted site, phishers may then steal the
user’s credentials and then use these credentials to access the
legitimate web site. Because the server name in the modified link is
identical to the original site, phishing attempts have a more
trustworthy appearance.

h2. Description

When redirecting the user back after a successful login,
redirect_back_or_default is trying to validate the passed URL to ensure
that the target of the HTTP 302 redirect is valid.

However, the valid_back_url? method used to validate the URL doesn't
take some cases into account which can result in a redirect to an
arbitrarily chosen host.

Example exploit:

    http : // redmine. example. com/login? back_url=@attacker. com

This URL results in a redirect to

    http : // redmine. example. com @attacker. com

which results in a request to http : // attacker. com with
redmine. example. com passed as a basic auth user.

h2. Credits

This issue was discovered by Yassine ABOUKIR  of
http://yassineaboukir.com/. The patch was developed by Holger Just of
Planio.

h2. Solution

The attached patch fixes this vulnerability. It adapts the
valid_back_url? method to a method called validate_back_url which
returns the validated and cleaned up URL which can be used by the
redirect method.

The patch cleanly applies against the current trunk as well as previous
Redmine versions (including 2.5, 2.6, and 3.0)
"
19576,Redmine,Defect,"",Closed,Normal,Ticket subject.strip in recent version not in an old one,Shigeru Wakita,"",2015-05-07 10:23,Email receiving,"","","","",0,2015-04-09 09:03,2015-05-07 10:23,次のチケットと重複 #16859,Duplicate,2.6.3,"Hi, 

I finally upgraded Redmine from 1.3.1 to 2.6.3 and found one problem; this did not happen at an old version [1.3.1] but happens recent one [2.6.3]. 

[[RedmineReceivingEmails]] works fine as long as the subject is short. However, the problem is subject.strip works occasionally (not always), if the subject gets longer and/or contains both English and Japanese characters. (This might be similar one to #18170.) 

I could avoid this editing app/models/mail_handler.rb using ""this methods"":https://groups.google.com/forum/#!topic/redmine-users-ja/tV-aHSTHYtE , but doing this at every upgrade time is annoying.

Followings are excerption of mail_handler.rb of each versions around issue.subject.
* Redmine 1.3.1 + Ruby 1.8.7 + Rails 3.2.8 [Problem NOT happened]
<pre>
    issue.subject = email.subject.to_s.chomp[0,255]
</pre>
* Redmine 2.6.3 + Ruby 2.1.5 + Rails 3.2.21 [Problem happens]
<pre>
    issue.subject = cleaned_up_subject

  def cleaned_up_subject
    subject = email.subject.to_s
    subject.strip[0,255]
  end
</pre>
NOTE: changing from strip to chomp could not solve the problem

I would like to clarify why this happens in resent version [2.6.1] but not in old one [1.3.1], and hope this will be fixed in up-coming version.
If I misunderstood anything, please tell me.

Thanks in advance.
"
19570,Redmine,Patch,"",Closed,Normal,Spanish translation updated,Leonel Iturralde,Jean-Philippe Lang,2015-04-25 10:31,Translations,3.0.2,"","","",0,2015-04-08 15:48,2015-04-25 10:31,"","","","
Details:
<pre> 
  label_add_projects: Add projects
  field_default_status: Default status
  text_subversion_repository_note: 'Examples: file:///, http://, https://, svn://, svn+[tunnelscheme]://'
  field_users_visibility: Users visibility
  label_users_visibility_all: All active users
  label_users_visibility_members_of_visible_projects: Members of visible projects
  label_edit_attachments: Edit attached files
  setting_link_copied_issue: Link issues on copy
  label_link_copied_issue: Link copied issue
  label_ask: Ask
  label_search_attachments_yes: Search attachment filenames and descriptions
  label_search_attachments_no: Do not search attachments
  label_search_attachments_only: Search attachments only
  label_search_open_issues_only: Open issues only
  field_address: Correo electr?nico
  setting_max_additional_emails: Maximum number of additional email addresses
  label_email_address_plural: Emails
  label_email_address_add: Add email address
  label_enable_notifications: Enable notifications
  label_disable_notifications: Disable notifications
  setting_search_results_per_page: Search results per page
  label_blank_value: blank
  permission_copy_issues: Copy issues
</pre>
<pre>
  label_add_projects: A?adir Proyectos
  field_default_status: Estado Predeterminado
  text_subversion_repository_note: 'Ejemplos: file:///, http://, https://, svn://, svn+[tunnelscheme]://'
  field_users_visibility: Visibilidad de Usuarios
  label_users_visibility_all: Todos los Usuarios Activos
  label_users_visibility_members_of_visible_projects: Miembros de Proyectos Visibles
  label_edit_attachments: Editar archivos adjuntos
  setting_link_copied_issue: Enlazar petici?n cuando se copia
  label_link_copied_issue: Enlazar petici?n copiada
  label_ask: Preguntar
  label_search_attachments_yes: Buscar adjuntos por nombre de archivo y descripciones
  label_search_attachments_no: No buscar adjuntos
  label_search_attachments_only: S?lo Buscar adjuntos
  label_search_open_issues_only: S?lo Abrir Peticiones
  field_address: Correo electr?nico
  setting_max_additional_emails: N?mero M?ximo de correos electr?nicos adicionales
  label_email_address_plural: Correo Electr?nicos
  label_email_address_add: A?adir correos electr?nicos
  label_enable_notifications: Permitir Notificaciones
  label_disable_notifications: No Permitir Notificaciones
  setting_search_results_per_page: Buscar resultados por p?gina
  label_blank_value: blanco
  permission_copy_issues: Copiar petici?n
</pre>"
