#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
22311,Redmine,Defect,"",New,Normal,links to new issues with Tracker Id does not work anymore...,Eitan Har-Shoshanim,"",2016-05-12 05:00,Issues,"","","","",0,2016-03-23 15:18,"","","",3.1.1,"I have historic wiki page that have links to allow users to open new issues on several different trackers.
I'm not sure since what version of Redmine this occurs, but I'm using @Redmine 3.1.1.stable@ and the links always sends me to new issue the default tracker (""Defect"")

The links are in the following format: http://www.mysite.org/projects/[project]/issues/new?tracker_id=[trackerid]





This is my setup info:
<pre>

Environment:
  Redmine version                3.1.1.stable
  Ruby version                   2.0.0-p645 (2015-04-13) [i386-mingw32]
  Rails version                  4.2.4
  Environment                    production
  Database adapter               Mysql2
SCM:
  Mercurial                      2.6.3
  Git                            1.9.5
  Filesystem                     
Redmine plugins:
  a_common_libs                  1.1.6
  recurring_tasks                2.0.0-pre
  redmine_category_watchers      0.0.2
  redmine_highlightjs            1.0.3
  redmine_image_clipboard_paste  1.0.0
  redmine_improved_searchbox     0.0.3
  redmine_issue_checklist        2.0.8
  redmine_issue_templates        0.1.0
  redmine_latex_mathjax_macro    0.3.0
  redmine_ldap_sync              2.0.6
  redmine_theme_changer          0.2.0
  redmine_versions_explorer      0.0.1
  redmine_wiki_extensions        0.7.0
  redmine_wiki_lists             0.0.6
  rmp_group_watchers             1.0.0
  scrum                          0.13.0
  sidebar_hide                   0.0.7
  star_item_link                 0.0.1
  usability                      2.0.0
</pre>"
22309,Redmine,Patch,"",Closed,Normal,Add styles for blockquote in email notifications,Go MAEDA,Jean-Philippe Lang,2016-05-09 01:45,Email notifications,3.3.0,"","","",0,2016-03-23 14:27,2016-04-24 17:07,"","","","This patch adds styles for blockquote element of email notifications.
blockquote in issues and issue journals have styles like the following. To improve readability, blockquote in email notifications should also be styled.

> blockquote styling example. Vertical border at left and italic font.

---

*Before (mailer's default style is applied for blockquote):*
!mail-notification-before.png!

*After (styles like issues are applied):*
!mail-notification-after.png!"
22308,Redmine,Patch,"",Closed,Normal,delete attachments over REST API,Oliver Luethi,"",2016-03-23 09:28,REST API,"","","","",0,2016-03-23 09:17,2016-03-23 09:19,"次のチケットと重複 #14828, 次のチケットが重複 #22307","","",""
22306,Redmine,Defect,"",Closed,Normal,Bad dispalay of the issues having parent issue,Jean Baptiste Potokar,"",2016-03-22 16:56,Issues,"","","","",0,2016-03-22 16:30,2016-03-22 16:56,次のチケットと重複 #6320,Duplicate,3.2.1,"Hi, 

When issues are parents of other issues, they appear in the Issues array with a little triangle on the left. 
But not always : depending on the filters and sorts you choose, this triangle doesn't apperar systematicly.

Regards!

JB"
22305,Redmine,Defect,"",Closed,Normal,Highlighting of required and read-only custom fields broken in Workflow editor.,Serghei Zagorinyak,Jean-Philippe Lang,2016-04-09 07:52,UI,3.1.5,"","","",0,2016-03-22 11:49,2016-04-09 07:52,関連している #19580,Fixed,3.1.4,"1. Go to Administration/Workflow
2. Open Fields permissions tab
3. Add some read-only and required fields in the Standard fields section
4. Add some read-only and required fields in the Custom fields section
5. Save changes

Read-only and required fields in Standard fields section are highlighted with grey and red rescpectively.
Read-only and required fields in Custom fields section are not highlighted."
22302,Redmine,Defect,"",Closed,Normal,Status field doesn't appear on issues edit action,Anton Abramenko,"",2016-03-22 09:05,Issues,"","","","",0,2016-03-22 05:02,2016-03-22 09:05,"",Invalid,3.2.1,"From [[RusRedmineIssueTrackingSetup]] is set ""add note"" permission enabled to role, but status field doesn't appear on issues edit/update action."
22301,Redmine,Patch,"",Closed,Normal,Simplified Chinese translation for trunk,Hang Xie,"",2016-03-24 13:56,Translations,"","","","",0,2016-03-22 03:46,2016-03-24 13:56,"","","","Add:
mail_subject_security_notification
mail_body_security_notification_change
mail_body_security_notification_change_to
mail_body_security_notification_add
mail_body_security_notification_remove
mail_body_security_notification_notify_enabled
mail_body_security_notification_notify_disabled
mail_body_settings_updated
field_remote_ip

Fix:
setting_sys_api_key"
22296,Redmine,Patch,"",Closed,Normal,Add collision option to autocomplete initialization,Felix Gliesche,Jean-Philippe Lang,2016-04-03 14:32,UI - Responsive,3.2.2,"","","",0,2016-03-21 12:39,2016-04-03 14:32,"","","","If an issue has a long title and is being referenced as related issue on mobile phones, it can break the layout:

!{width:300px}before.jpg!

By adding the option to handle collision to the jquery ui's autocomplete initialization call, we can avoid this unwanted behaviour:

!{width:300px}after.jpg!

You can find the docs for the possible options here: https://api.jqueryui.com/position/

Attached you will find the corresponding patch.
"
22291,Redmine,Patch,"",New,Normal,Link Category in the issue page to all open issues from that project with the same category,Marius BALTEANU,"",2016-09-05 23:59,Issues,Candidate for next major release,"","","",0,2016-03-20 20:30,"","","","","The attached patch makes the category attribute from the issue page linkable to all open issues from that project (and subprojects) that have the same category (the same type of link exists in the summary report page)

This feature is an useful shortcut for users when you're on an issue and you want to view all other open issues.  

Before patch: 
!before.png!

After patch: 
!after1.png!"
22288,Redmine,Patch,"",Closed,Normal,Japanese translation update (r15149),Go MAEDA,"",2016-03-24 06:39,Translations,"","","","",0,2016-03-20 05:36,2016-03-24 06:39,"","","",Translated 9 strings related to #21421.
