#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
18218,Redmine,Defect,"",Closed,High,No more datepicker in New issue or in Issue update after upgrade to 2.6.0,Pavel Potcheptsov,"",2014-10-28 15:34,"","","","","",0,2014-10-28 13:42,2014-10-28 15:34,"",Invalid,2.6.0,"<pre>
Environment:
  Redmine version                2.6.0.stable.13520
  Ruby version                   1.9.3-p327 (2012-11-10) [i686-linux]
  Rails version                  3.2.19
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.8.8
  Git                            1.7.1
  Filesystem                     
Redmine plugins:
  multi_time_tracker             0.1.4
  projects_table                 0.0.4
  redmine_agile                  1.3.2
  redmine_dmsf                   1.4.9 stable
  redmine_drafts                 0.2.0
  redmine_equipment_status_viewer 1.0.1
  redmine_fields_permissions     1.0.0
  redmine_lightbox               0.0.1
  redmine_monitoring_controlling 0.1.1
  redmine_plugin_views_revisions 0.0.1
  redmine_ppo                    0.0.1
  redmine_timesheet_plugin       0.7.0
  redmine_xls_export             0.2.1.t4
  reklama                        0.2.1
</pre>"
18209,Redmine,Patch,"",New,Normal,Add e-mail notification option: Tracker updated,Martin Cizek,"",2014-10-27 15:24,Email notifications,"","","","",0,2014-10-27 15:24,"","","","","The ""global"" email notifications settings (Administration -> Settings -> Email notifications) currently allow to specify the following issue updates to be watched by users who have chosen to watch ""any events on..."":
<pre>
[ ] Issue updated 
     [x] Note added
     [x] Status updated
     [x] Assignee updated
     [x] Priority updated
</pre>
We suggest to add ""Tracker updated"", as we consider it a substantial event for certain people (e.g. a customer willing to know whenever a Bug is changed to a Feature, but don't want to be spammed by issue reassignments). The new 'Issue updated' action notifications would be:
<pre>
[ ] Issue updated 
     [x] Note added
     [x] Status updated
     [x] Assignee updated
     [x] Priority updated
     [x] Tracker updated
</pre>

This update would be especially beneficial for ""Event notifications"":http://www.redmine.org/plugins/event_notifications plugin users, who are able to set these standard notification options also per-user and per-project.

The patch against current trunk (r13520) is attached; if there is anything we should improve, please let us know.

P.S. I've noticed this feature is similar to #16362, where assignee change was added.

(thanks to Sandra Tatarevicova, sponsored by Orchitech Solutions)"
18206,Redmine,Defect,"",Closed,Normal,Files module doesn't sort ,Josselin Beaud'huy,"",2014-10-27 13:59,Files,"","","","",0,2014-10-27 13:02,2014-10-27 13:59,"",Invalid,2.6.0,Sort files doesn't work on files module
18205,Redmine,Defect,"",Closed,Normal,Compatablity Issue,Prashanth S,"",2014-10-27 12:57,Issues workflow,"","","","",0,2014-10-27 12:13,2014-10-27 12:57,"",Invalid,2.4.6,"Hi , While Creating the new issues or using any of the modules randomly ,compatablity issues occurs like miss placed text and scroll bar issues in mozilla firefox browser.
Please  go through the screnshot."
18202,Redmine,Defect,"",Closed,Normal,Compatablity Issue,Prashanth S,"",2014-10-27 11:50,Issues,"","","","",0,2014-10-27 10:30,2014-10-27 11:50,"",Invalid,2.4.6,"Hi, 
When we go through the issue feature , after sometime compatablity issue occurs like broken frames , Scrollbar issue.Please go through the screenshots.
"
18201,Redmine,Defect,"",New,Low,Internal server error (500): invalid byte sequence in UTF-8,Bj?rn Peem?ller,"",2014-11-05 10:10,"","","","","",0,2014-10-27 09:56,"","","",2.6.0,"Hi, tonight my local Redmine instance (2.6.0) was visited by YandexBot with an invalid URL:

<pre>
/login?%BB%A1%20%AA%13%BD%F4%06r
</pre>

For this input Redmine returned the following error message:

<pre>
ArgumentError: invalid byte sequence in UTF-8
</pre>

The reason seems to be an invalid UTF-8 encoding which Rails can not decode successfully. After short googling, I successfully added a gem which tries to sanitize such URLs by replacing invalid bytes (https://github.com/sunny/handle_invalid_percent_encoding_requests, based on discussion http://stackoverflow.com/questions/24648206/ruby-on-rails-invalid-byte-sequence-in-utf-8-due-to-bot), and it works for the above link.

Maybe there is even a better solution, but I think it would be favourable to make Redmine more robust either way.

Regards,
Bj?rn"
18200,Redmine,Patch,"",Closed,Normal,Traditional Chinese translation (to r13516),ChunChang Lo,"",2014-10-27 11:59,Translations,"","","","",0,2014-10-27 04:49,2014-10-27 11:59,"コピー元 #18002, コピー先 #18264","","","* New
** label_add_projects
"
18192,Redmine,Defect,"",Closed,Normal,LDAP tests not running with Rails 4.1,Jean-Philippe Lang,Jean-Philippe Lang,2014-11-18 17:13,LDAP,"","","","",0,2014-10-24 23:02,2014-11-02 13:52,関連している #14534,Fixed,"",""
18191,Redmine,Patch,"",Closed,Normal,Update time zones for Russia once again,Ilya Demenkov,"",2014-10-24 23:26,Gems support,"","","","",0,2014-10-24 22:21,2014-10-24 23:26,"","","","Starting October 26, 2014 Russia is changing its time zones again. All of Russia will move back one hour, except:

* Udmurtia and Samara Oblast will remain on UTC+04:00 (thus reinstating Samara Time)
* Kemerovo Oblast will remain on UTC+07:00
* Zabaykalsky Krai will move back two hours to UTC+08:00
* Magadan Oblast will move back two hours to UTC+10:00
* Chukotka Autonomous Okrug and Kamchatka Krai will remain on UTC+12:00 (thus reinstating Kamchatka Time)

For example, Moscow will move from UTC+4 back to UTC+3 it used before 2011.

Annual DST changes will not be observed. Further information availble at http://en.wikipedia.org/wiki/Time_in_Russia

Please release a patch to update time zones and please include it to the next version."
18190,Redmine,Patch,"",Closed,Normal,Bulgarian translation (r13499),Ivan Cenov,"",2014-10-27 11:59,Translations,"","","","",0,2014-10-24 21:59,2014-10-27 11:59,"","","","Translated:
* label_add_projects"
18182,Redmine,Patch,"",Closed,Normal,Latvian translation update,J?nis Elmeris,"",2014-10-27 11:58,Translations,3.0.0,"","","",0,2014-10-24 15:47,2014-10-27 11:58,"","","",Some new Latvian translations and a few clarified translations (issue relations).
