#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
14003,Redmine,Patch,"",Closed,Normal,Swedish Translation for r11797,Nicklas Holm,"",2013-05-08 05:11,Translations,"","","","",0,2013-05-07 21:41,2013-05-08 05:11,"","","",""
13995,Redmine,Defect,"",Resolved,Normal,Custom Field (User) - Changes were not correct journalized,Martin G,"",2016-10-14 09:01,Custom fields,"","","","",0,2013-05-07 13:28,"","","",2.2.4,"I have a custom field of type ""user"" with multiple values and I create a new issue with some selected users.
During a change of the issue I delete some selected users and this action were not journalized. The only change that i see is when I add some additional users.

See also the attached screenshot."
13992,Redmine,Defect,"",Closed,Normal,Date and Month is misplaced (from dd/mm/yyyy to mm/dd/yyyy) for Due Date field,Hue Nguyen,"",2015-08-23 17:24,Issues,"","","","",0,2013-05-07 10:05,2015-08-23 17:24,"",No feedback,"","Date and Month is misplaced it's order from dd/mm/yyyy to mm/dd/yyyy for Due Date field everytime issue is updated.

I am using Redmine version 2.3, Ruby 1.9 and Rail 2.3.13

Everytime i go and update an issue, the date and month is changing, there should be a javascript is running behind that changing the date format from dd/mm to mm/dd. pls let me know if u are facing the same issue"
13990,Redmine,Defect,"",Closed,Normal,Trac importer breaks on exotic filenames and ruby 1.9+,Jean-Baptiste Barth,Jean-Baptiste Barth,2013-05-07 00:22,Importers,2.4.0,"","","",0,2013-05-07 00:16,2013-05-07 00:22,"",Fixed,"","See:  http://www.redmine.org/boards/2/topics/31188, also reported in other forum threads and ""here"":https://github.com/redmine/redmine/pull/6.

The problem is due to the fact that @String#[]@ changed between ruby 1.8 and 1.9. In 1.8 @x[0]@ would return a fixnum representing the character, while it returned the character itself in 1.9 (""1.8 doc"":http://ruby-doc.org/core-1.8.7/String.html#method-i-5B-5D, ""1.9 doc"":http://www.ruby-doc.org/core-1.9.3/String.html#method-i-5B-5D). It's easily explained by the unicode support improvements in 1.9 and the fact that a single 1.9 character can map to multiple codepoints.

The easiest workaround is to let the code as is for 1.8 but only take the first codepoint above (unicode strings can have multiple codepoints per character...)."
13989,Redmine,Defect,"",Closed,Normal,Trac and Mantis importers reset global notification settings,Jean-Baptiste Barth,Jean-Baptiste Barth,2013-05-06 22:43,Importers,2.4.0,"","","",0,2013-05-06 22:35,2013-05-06 22:43,"",Fixed,"","As reported by brandonvalentine ""here"":https://github.com/redmine/redmine/pull/6 (""fix"":https://github.com/brandonvalentine/redmine/commit/1e4be672c9dab48ecb158f780768d59849eb16bd), notification settings are reset when you use the Trac importer, which is obviously bad. As the structure is really identical, it happens also on the Mantis importer."
13988,Redmine,Patch,"",Closed,Normal,Enhanced Arabic translation,Amr Noaman,"",2013-07-13 12:50,Translations,2.4.0,"","","",80,2013-05-06 20:31,2013-07-13 12:50,"","","","I have adjusted the arabic translation to match the majority of arabic speakers in Egypt, the gulf area, and the Middle East. Also, I have fixed many incorrect translations. 

Attached are the new changed files."
13986,Redmine,Defect,"",Needs feedback,Normal,db:migrate on MSSQL 2012 fails with error,Kyle Butler,"",2013-05-07 19:09,Database,"","",2013-05-19,"",0,2013-05-06 19:41,"","","",2.3.1,"<pre>
==  CreateJournals: migrating =================================================
-- create_table(:journals, {:force=>true})
   -> 0.2627s
   -> -1 rows
-- create_table(:journal_details, {:force=>true})
   -> 0.2675s
   -> -1 rows
-- add_index(""journals"", [""journalized_id"", ""journalized_type""], {:name=>""journals_journalized_id""})
   -> 0.1291s
   -> -1 rows
-- add_index(""journal_details"", [""journal_id""], {:name=>""journal_details_journal_id""})
   -> 0.1290s
   -> -1 rows
rake aborted!
An error has occurred, this and all later migrations canceled:

TinyTds::Error: Unicode data in a Unicode-only collation or ntext data cannot be sent to clients using DB-Library (such as ISQL) or ODBC version 3.7 or earlier.: EXEC sp_executesql N'SELECT [issue_histories].* FROM [issue_histories]'/opt/redmine-2.3.1/db/migrate/007_create_journals.rb:31:in `up'
Tasks: TOP => db:migrate
(See full trace by running task with --trace)

</pre>"
13982,Redmine,Defect,"",Closed,Normal,Re-send account confirmation e-mail,Francesco V,"",2013-12-04 05:51,Email notifications,"","","","",0,2013-05-06 15:24,2013-12-04 05:51,"関連している #10691, 次のチケットと重複 #14228",Duplicate,2.3.0,"When new user is created if a confirmation e-mail is lost there is no way to re-send a new confirmation token.
User must create a new account using new credentials and e-mail.

""Lost password"" should generate a new confirmation mail."
13980,Redmine,Defect,"",Closed,Normal,Custom field permissions not applying ,sadhanandavel ramdoss,"",2013-05-08 18:08,Custom fields,"","","","",0,2013-05-06 09:16,2013-05-08 18:08,次のチケットと重複 #11887,Duplicate,2.2.3,"Hi, I have created a couple of custom fields and want to set the field permissions to them based on the status of the issue. For example, the custom field ""Actual start"" should be 'required' only when the issue status is 'In progress'. Like wise, the custom field 'Actual end' is 'required' only when the issue status is 'Resolved'. I set these permissions in the Workflow module, but they are not working when I create/update the issue."
13950,Redmine,Defect,"",Closed,Normal,"Duplicate Lithuanian ""error_attachment_too_big"" translation keys",Toshi MARUYAMA,"",2013-05-06 04:51,Translations,2.3.2,"","","",0,2013-05-05 11:17,2013-05-06 04:51,"",Fixed,2.3.1,"source:tags/2.3.1/config/locales/lt.yml#L255

<pre><code class=""yaml"">
  error_attachment_too_big: ""?i byla negali b?ti ?kelta, nes vir?ija maksimali? (%{max_size}) leistin? bylos apimt?""
  error_attachment_too_big: ""This file cannot be uploaded because it exceeds the maximum allowed file size (%{max_size})""
</code></pre>"
