#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
22864,Redmine,Defect,"",Closed,Normal,Associated revisions mix timestamps of git committer and git author.,Deniz Bahadir,"",2016-05-20 17:54,SCM,"","","","",0,2016-05-20 16:44,2016-05-20 17:54,次のチケットと重複 #11710,Duplicate,3.2.0,"h1. Background information:

Git-commits have an *author*, who originally created the commit, and a *committer* who (finally) committed this commit to the Git-repository. Both come with their own timestamps.

* In general, author and committer are the same.
* They can be the same but have different dates associated with them
* But they can even be different.

h1. The problem

The problem is, that if these commits are displayed as _associated revisions_ from a Redmine-ticket the *author* will be displayed with *commit-date* instead of the original *author-date*.

h1. Suggested solution.

The best solution would probably be to always display both, author *and* committer with their respective dates."
22863,Redmine,Defect,"",Closed,Low,Page not found error on Homepage,Gregor Su?anj,"",2016-05-24 12:40,"","","","","",0,2016-05-20 15:23,2016-05-21 05:30,"",Invalid,3.1.3,"Greetings,
after a long process to setup the Redmine server on Centos 7 I hit a wall.

Whenever I visit the homepage https://redmine.someurl.com it returns a Page not found.
All subpages work properly (I ""guessed"" https://redmine.someurl.com/projects), I can edit my profile information and create new projects.

I can not find a suitable category to fit this issue into."
22861,Redmine,Defect,"",Needs feedback,Normal,Allow themes to override responsive style sheet.,S?bastien Comeau,"",2016-05-30 10:17,Themes,"","","","",0,2016-05-20 13:33,"","","",3.2.2,Modified the scan_themes method in themes.rb to allow themes to override responsive style sheet.
22850,Redmine,Patch,"",Closed,Normal,Speedup remove_inherited_roles,Pavel Rosick?,Jean-Philippe Lang,2016-10-02 13:45,Performance,3.4.0,"","","",0,2016-05-19 10:18,2016-10-02 13:45,関連している #19179,"","","<pre>
Environment:
  Redmine version                3.2.2.devel
  Ruby version                   2.1.5-p273 (2014-11-13) [x64-mingw32]
  Rails version                  4.2.6
  Environment                    production
  Database adapter               Mysql2
SCM:
  Git                            2.8.1
  Filesystem
Redmine plugins:
  no plugin installed
</pre>

I made an optimalization to avoid these queries, that reliably kills the application if there are many member roles.

SELECT `member_roles`.* FROM `member_roles` WHERE `member_roles`.`inherited_from` = ?

This table was retrieved with a full table scan, which is often quite bad for performance, unless you only retrieve a few rows.
The table was retrieved with this index:
No index was used in this part of the query.
You can speed up this query by querying only fields that are within the index. Or you can create an index that includes every field in your query, including the primary key.
Approximately 1224500 rows of this table were scanned.
"
22847,Redmine,Defect,"",Closed,Normal,"Developed a redmine plug-in, can upload? ",匿名ユーザー,"",2016-05-19 05:51,"","","","","",0,2016-05-18 21:22,2016-05-19 05:51,"",Invalid,"","plugin source:

https://github.com/zhujunwu/redmine-plugin-notice

remark : en.yml,zh.yml"
22846,Redmine,Defect,"",Closed,Normal,??了一个redmine公告插件，可以上??,匿名ユーザー,"",2016-05-18 15:34,"","","","","",0,2016-05-18 15:10,2016-05-18 15:31,"",Invalid,"","??了一个redmine公告插件，可否上??

代?下? : 
https://github.com/zhujunwu/redmine-plugin-notice"
22843,Redmine,Defect,"",New,Normal,Markdown code blocks not inserted properly,Jean-Claude Wippler,"",2017-12-24 16:03,Text formatting,"","","","",0,2016-05-18 11:06,"","","",3.2.0,"When using the @pre@ button in the web editor to insert a pre-formatted code block for a project which uses Markdown formatting, the lines inserted contain ""@~~~@"", which does not work in Markdown. It should insert lines ""@```@"" instead (possibly also preceded and followed by an empty line, not sure).

Very easy to reproduce: in a Markdown project, add an entry, press the ""pre"" button, click on ""Preview"". The resulting page shows ""~~~"" instead of a proper code block."
22835,Redmine,Defect,"",Closed,Low,Can't change start month in Gant custom querie,Nikita Brattsev,"",2016-05-18 09:49,Gantt,"","","","",0,2016-05-17 11:08,2016-05-18 09:49,"",Invalid,3.2.1,"When I trying to save new querie in Gant, start month and year is always current."
22831,Redmine,Defect,"",Closed,Normal,"Rest api no longer return estimated time ,hours spent for master tickets",Filip Endris,"",2017-01-07 08:23,REST API,"","","","",0,2016-05-16 15:11,2017-01-07 08:23,次のチケットと重複 #21757,Duplicate,"","Since we upgraded from 1.2.xx to 3.2.1 (this major update is the reason i cant provide version which broke this feature) I can no longer retrieve spent time and estimated time for master tickets this is what i get ->
<estimated_hours/>
<spent_hours>0.0</spent_hours>
the ticket itself of course have more than 0 in both fields"
22822,Redmine,Defect,"",Needs feedback,Normal,Tracker configuration page don't show actual project hiearchy,fabrice salvaire,"",2016-05-15 17:35,Administration,"","","","",0,2016-05-15 12:01,"","","",3.2.0,"The project hierarchy shown in the tracker configuration page doesn't correspond to the actual hierarchy but to the initial one.
"
22819,Redmine,Defect,"",Closed,Normal,Internal Error while create new issue,saurabh Savaliya,"",2017-08-07 16:52,"","","","","",0,2016-05-14 16:40,2016-06-22 06:58,"",No feedback,"","While I am going to create, delete or edit any issue, it will give *internal error*. Recently I changed fields permission from administration. I have tried again after reset those changes but still it is not working.

I give lots of time to configure redmine and its admin. Please advise what should be error.

*Affected Version: 3.2.1*"
22809,Redmine,Patch,"",Closed,Normal,Updated Korean locale data,Yonghwan SO,"",2016-05-22 07:01,Translations,"","","","",0,2016-05-13 08:07,2016-05-22 07:01,"","","",I updated for current status.
22808,Redmine,Defect,"",Closed,Normal,Malformed SQL query with SQLServer when grouping and sorting by fixed version,Silvio Fernandes,Jean-Philippe Lang,2016-05-21 08:50,Issues filter,3.1.6,"","","",0,2016-05-12 18:29,2016-05-21 08:50,"",Fixed,3.2.1,"Hi guys,

I had the same problem of issue #19544, but my was with the fixed version column, in version 3.2.1 with SQL Server 2012, and this r14207 did not solve my problem.

making a debug in the code, I found that the part where it should make a flatten between two Array, the variable group_by_sort_order comes as String, so I did a treatment to make this String into Array, and solved my problem.

code modified in /app/models/issue_query.rb
<pre><code class=""ruby"">
  # Returns the issues
  # Valid options are :order, :offset, :limit, :include, :conditions
  def issues(options={})
    if group_by_sort_order.is_a?(String)
      # convert String in Array
      order_option = [group_by_sort_order.split(','), options[:order]].flatten.reject(&:blank?)
    else
      order_option = [group_by_sort_order, options[:order]].flatten.reject(&:blank?)
    end

...
</code></pre>"
22807,Redmine,Defect,"",Needs feedback,Normal,rbpdf 1.19.0 breaks the encoding,Pavel Rosick?,"",2016-05-12 19:09,PDF export,"","","","",0,2016-05-12 17:06,"",関連している #22077,"",3.2.2,"env
ruby 2.1.5p273 (2014-11-13 revision 48405) [x64-mingw32]
redmine 3.2.2 stable
general_pdf_fontname: freesans
no plugins

Can't properly export czech characters to pdf since Redmine 3.2.0
example: p??li? ?lu?ou?k? k??

Forcing previous version of rbpdf gem fixes the issue
gem ""rbpdf"", ""1.18.7"""
22799,Redmine,Defect,"",Closed,Normal,my account error 500,梦航 侯,"",2016-05-12 05:36,"","","","","",0,2016-05-12 05:07,2016-05-12 05:36,"",Invalid,"","App 57868 stderr: ActionView::Template::Error (Permission denied @ dir_s_mkdir - /var/www/redmine/tmp/cache/900):
App 57868 stderr: 17: <p><%= f.text_field :lastname, :required => true ></p>
App 57868 stderr: 18: <p><%= f.text_field :mail, :required => true %></p>
App 57868 stderr: 19: < unless @user.force_default_language? >
App 57868 stderr: 20: <p><%= f.select :language, lang_options_for_select %></p>
App 57868 stderr: 21: < end >
App 57868 stderr: 22: < if Setting.openid? %>
App 57868 stderr: 23: <p><%= f.text_field :identity_url %></p>
App 57868 stderr: lib/redmine/i18n.rb:102:in `languages_options'
App 57868 stderr: app/helpers/application_helper.rb:1041:in `lang_options_for_select'
App 57868 stderr: app/views/my/account.html.erb:20:in `block in app_views_my_account_html_erb__3042467007524082365_70303794276760'
App 57868 stderr: app/helpers/application_helper.rb:1056:in `labelled_form_for'
App 57868 stderr: app/views/my/account.html.erb:9:in `_app_views_my_account_html_erb___3042467007524082365_70303794276760'
App 57868 stderr: 
App 57868 stderr: 
App 66091 stdout: 
App 66091 stderr: Rails Error: Unable to access log file. Please ensure that /var/www/redmine/log/production.log exists and is chmod 0666. The log level has been raised to WARN and the output directed to STDERR until the problem is fixed.
App 66091 stderr: Creating scope :system. Overwriting existing method Enumeration.system.
App 66091 stderr: Creating scope :sorted. Overwriting existing method User.sorted.
App 66091 stderr: Creating scope :sorted. Overwriting existing method Group.sorted."
