#,ÉvÉçÉWÉFÉNÉg,ÉgÉâÉbÉJÅ[,êeÉ`ÉPÉbÉg,ÉXÉeÅ[É^ÉX,óDêÊìx,ëËñº,çÏê¨é“,íSìñé“,çXêVì˙,ÉJÉeÉSÉä,ëŒè€ÉoÅ[ÉWÉáÉì,äJénì˙,ä˙ì˙,ó\íËçHêî,êiíªó¶,çÏê¨ì˙,èIóπì˙,ä÷òAÇ∑ÇÈÉ`ÉPÉbÉg,Resolution,Affected version,ê‡ñæ
18916,Redmine,Defect,"",Closed,Normal,Adding Multiple Watchers - Doesn't add when you re-search users.,James H,"",2015-01-21 07:08,"","","","","",0,2015-01-20 23:20,2015-01-21 07:08,éüÇÃÉ`ÉPÉbÉgÇ∆èdï° #17579,Duplicate,2.6.0,"When adding watchings by clicking ""add"" in the right bar:
You are shown a menu with checkboxes next to names and a search/filter field.

If you check a checkbox for a name and then change the search/filter and try to check another name, the previous checks do not count and those previously checked names are not added as watchers. Only the last batch of names that you check off (after your last search/filter-ing) will be added.

This seems like a defect. 
I feel like a function like this should be able to remember previously checked checkboxes as you check names and search for more names, or it should just add the user as soon as you check the checkbox and be ""real-time"", that way there is no need for the system to ""remember"" anything.
"
18914,Redmine,Defect,"",New,Normal,Slow rendering pages with many small macros,ÑIÑ}Ñë ÑUÑpÑ}ÑyÑ|ÑyÑë,"",2015-01-23 00:37,"",Candidate for next minor release,"","","",0,2015-01-20 20:29,"","","",2.5.0,"Page 2 macros, including another page with 2 macros, and so on ... 16 times is not loaded. The result should not be very large. This is without recursion."
18913,Redmine,Defect,"",New,Normal,Roadmap View from within Sub-project not complete,James H,"",2015-01-20 23:26,Roadmap,"","","","",0,2015-01-20 19:11,"","","",2.6.0,"I have many versions that are available to the entire project tree.

Viewing the roadmap from within a sub-project causes only several versions to display. Viewing the roadmap from the top project shows all versions correctly and as expected."
18912,Redmine,Defect,"",New,Normal,Clicking on a Completed Version doesn't navigate to the Version,James H,"",2015-01-20 23:24,Roadmap,"","","","",0,2015-01-20 19:09,"","","",2.6.0,"If you are using the roadmap and looking at the right bar:
Check the option for ""Show completed versions"".

NOW:
Clicking on a Completed Version doesn't navigate to the Version.
It ends up re-navigating to the roadmap.

When you do not have the option for ""Show Completed Versions"" checked, then it navigates fine to any of the completed versions."
18911,Redmine,Patch,"",Closed,Normal,check Setting.protocol when determining gravatar protocol,Maciej Li?ewski,"",2016-03-16 01:31,Project settings,"","","","",0,2015-01-20 14:27,2016-03-16 01:31,"ä÷òAÇµÇƒÇ¢ÇÈ #9365, ä÷òAÇµÇƒÇ¢ÇÈ #21855","","","proposed change is in line 1235 of app/helpers/application_helper.rb

instead:
options.merge!({:ssl => (request && request.ssl?), :default => Setting.gravatar_default})

change to:
options.merge!({:ssl => ((Setting.protocol == 'https') || (request && request.ssl?)), :default => Setting.gravatar_default})


without that when Redmine is behind reverse proxy that do SSL gravatar links are generated as http (when everywhere else is https as expected after Setting.protocol is changed to 'https')"
18905,Redmine,Defect,"",Closed,Low,502Proxy error The proxy server received an invalid response from an upstream server. The proxy server could not handle the request /GET/redmin,zhaojianmin zhao,"",2015-01-20 04:51,"","","","","",0,2015-01-20 03:56,2015-01-20 04:51,"",Invalid,2.6.0,"502Proxy error
The proxy server received an invalid response from an upstream server.
The proxy server could not handle the request /GET/redmin
Reason:Error reading from remote server

restart all services, turn to normal.but minutes later, error again"
18898,Redmine,Patch,"",Closed,Normal,Back migration for 20141029181824_remove_issue_statuses_is_default doesn't work,Denis Savitskiy,Jean-Philippe Lang,2015-01-19 22:01,Database,"","","","",0,2015-01-19 11:18,2015-01-19 22:01,ä÷òAÇµÇƒÇ¢ÇÈ #5991,"","","Back migration for 20141029181824_remove_issue_statuses_is_default doesn't work.
Here is a patch to correct this."
18896,Redmine,Defect,"",Closed,Normal,"Grouping of Boolean field in Query: group not displayed for ""No"" value if the group is in first position",kaz k,Jean-Philippe Lang,2015-02-18 12:34,Custom fields,2.6.2,"","","",0,2015-01-19 08:30,2015-02-18 12:34,"",Fixed,2.5.0,"When I submit the query with ""Group results by"" the boolean field which *is defined as ""required""* , collapse/expand indicator line for ""No"" is not displayed. 
* Tickets are distinguished into 2 groups, one for ""No"" and the other for ""Yes"". OK.
* But collapse/expand indicator line for ""No"" is not displayed. It should be displayed, I think.
** On the other hand, collapse/expand indicator line for ""Yes"" is displayed. OK.

I'd appreciate if this issue is picked up and will be examined/fixed.

Kind regards,

---

* Reported version
Redmine 2.5.0.stable. 
Details are as follows.
# Test redmine (Windows7)
<pre>
Environment:
  Redmine version                2.5.0.stable
  Ruby version                   1.9.3-p231 (2012-05-25) [i386-mingw32]
  Rails version                  3.2.17
  Environment                    production
  Database adapter               Mysql2
</pre>
# Production redmine (Linux)
<pre>
Environment:
  Redmine version                2.5.0.stable
  Ruby version                   1.9.3-p484 (2013-11-22) [x86_64-linux]
  Rails version                  3.2.17
  Environment                    production
  Database adapter               PostgreSQL
</pre> 

---

Note: This phenomena does not happen with a boolean field which is *not* defined as ""required"". In this case, 3 collapse/expand indicator lines are displayed (with misleading labels ( see #18894 ) when this ticket is created).
"
18894,Redmine,Defect,"",Closed,Normal,"Grouping of Boolean field: Both ""No"" and ""blank"" tickets are grouped in ""none"" groups",kaz k,Jean-Philippe Lang,2015-02-18 12:33,Custom fields,2.6.2,"","","",0,2015-01-19 06:32,2015-02-18 12:33,"",Fixed,2.5.0,"Boolean custom field can have three values; ""Yes"", ""No"" and "" (blank, or to say, not specified) "" if the filed is not specified as ""required"". 
* Ref. 
** Issue #17003-6 
** Wiki """"Boolean: checkbox (enabled/disabled) or radio buttons *(null/yes/no)* "" in [[RedmineCustomFields]]

I think it is OK. 

But I found that both ""No"" and "" (blank, or to say, not specified) "" are grouped under same name (label) of ""none"" collapse/expand indicator lines when I specified ""Group results by"" the boolean field which is not defined as ""required"".

The tickets are grouped in 2 groups and it is right I think.

But both groups have ""none"" indicated in collapse/expand indicator line. It is not a good idea, I think.
Boolean field which is not set as ""required"" contains 3 values, ""Yes"", ""No"" and "" (blank, or to say, not specified) "", so it is better to be grouped in different labels.

Could it be changed the label of ""none"" for "" (blank, or to say, not specified) "" to ""null"", ""No Value"", or"" (blank) "" ?

Kind regards,

---

* Reported version
Redmine 2.5.0.stable. Details are as follows.
# Test redmine (Windows7)
<pre>
Environment:
  Redmine version                2.5.0.stable
  Ruby version                   1.9.3-p231 (2012-05-25) [i386-mingw32]
  Rails version                  3.2.17
  Environment                    production
  Database adapter               Mysql2
</pre>
# Production redmine (Linux)
<pre>
Environment:
  Redmine version                2.5.0.stable
  Ruby version                   1.9.3-p484 (2013-11-22) [x86_64-linux]
  Rails version                  3.2.17
  Environment                    production
  Database adapter               PostgreSQL
</pre> "
18891,Redmine,Defect,"",Closed,Normal,Error after upgrading to lates revision (13915) ,ChunChang Lo,"",2015-01-26 03:44,"","","","","",0,2015-01-19 05:17,2015-01-26 03:44,"","","","The error message is as follows:
<pre>
[root@linode redmine]# rake db:migrate RAILS_ENV=""production"" --trace
rake aborted!
NameError: uninitialized constant ActionView::Helpers::ActiveModelHelper
/usr/local/share/gems/gems/actionview-4.2.0/lib/action_view/helpers.rb:40:in `<module:Helpers>'
/usr/local/share/gems/gems/actionview-4.2.0/lib/action_view/helpers.rb:4:in `<module:ActionView>'
/usr/local/share/gems/gems/actionview-4.2.0/lib/action_view/helpers.rb:3:in `<top (required)>'
/usr/local/share/gems/gems/actionview-4.2.0/lib/action_view/base.rb:5:in `<top (required)>'
/usr/local/share/gems/gems/actionview-4.2.0/lib/action_view/view_paths.rb:1:in `<top (required)>'
/usr/local/share/gems/gems/actionpack-4.2.0/lib/abstract_controller/rendering.rb:4:in `<top (required)>'
/usr/local/share/gems/gems/actionpack-4.2.0/lib/action_controller/base.rb:204:in `<class:Base>'
/usr/local/share/gems/gems/actionpack-4.2.0/lib/action_controller/base.rb:164:in `<module:ActionController>'
/usr/local/share/gems/gems/actionpack-4.2.0/lib/action_controller/base.rb:5:in `<top (required)>'
/usr/local/share/gems/gems/actionpack-action_caching-1.1.1/lib/action_controller/action_caching.rb:13:in `<top (required)>'
/usr/local/share/gems/gems/actionpack-action_caching-1.1.1/lib/actionpack/action_caching.rb:1:in `require'
/usr/local/share/gems/gems/actionpack-action_caching-1.1.1/lib/actionpack/action_caching.rb:1:in `<top (required)>'
/usr/local/share/gems/gems/bundler-1.7.12/lib/bundler/runtime.rb:85:in `require'
/usr/local/share/gems/gems/bundler-1.7.12/lib/bundler/runtime.rb:85:in `rescue in block in require'
/usr/local/share/gems/gems/bundler-1.7.12/lib/bundler/runtime.rb:68:in `block in require'
/usr/local/share/gems/gems/bundler-1.7.12/lib/bundler/runtime.rb:61:in `each'
/usr/local/share/gems/gems/bundler-1.7.12/lib/bundler/runtime.rb:61:in `require'
/usr/local/share/gems/gems/bundler-1.7.12/lib/bundler.rb:134:in `require'
/var/www/html/redmine/config/application.rb:5:in `<top (required)>'
/usr/share/rubygems/rubygems/core_ext/kernel_require.rb:53:in `require'
/usr/share/rubygems/rubygems/core_ext/kernel_require.rb:53:in `require'
/var/www/html/redmine/Rakefile:5:in `<top (required)>'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/rake_module.rb:28:in `load'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/rake_module.rb:28:in `load_rakefile'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/application.rb:689:in `raw_load_rakefile'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/application.rb:94:in `block in load_rakefile'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/application.rb:176:in `standard_exception_handling'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/application.rb:93:in `load_rakefile'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/application.rb:77:in `block in run'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/application.rb:176:in `standard_exception_handling'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/application.rb:75:in `run'
/usr/local/share/gems/gems/rake-10.4.2/bin/rake:33:in `<top (required)>'
/usr/local/bin/rake:23:in `load'
/usr/local/bin/rake:23:in `<main>'
</pre>
I have no idea about how to fix this.
Help please.
"
