#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
15347,Redmine,Defect,"",Closed,Normal,"Issue filter does not allow filtering by any watcher except for ""me""",Justin M,"",2013-11-15 21:18,Issues,"","","","",0,2013-11-13 20:38,2013-11-15 21:18,次のチケットと重複 #8160,Duplicate,2.3.2,"Issues can not be filtered by any  watcher other than the logged in user any more. See #1997#note-8 and my note #1997#note-9

<pre>
Environment:
  Redmine version                2.3.2.stable.12132
  Ruby version                   1.8.7-p352 (2011-06-30) [x86_64-linux]
  Rails version                  3.2.13
  Database adapter               Mysql2
</pre>"
15344,Redmine,Defect,"",Closed,Normal,Default status always inserted to allowed statuses when changing status ,eyal R,Jean-Philippe Lang,2013-11-15 21:32,Issues workflow,2.3.4,"","","",0,2013-11-13 14:39,2013-11-15 21:32,"",Fixed,2.3.3,"In IssuesController  , ""build_new_issue_from_params"" method is called when status is changed. (set in before_filter for update_form action)

build_new_issue_from_params has the following line:
<pre>
@allowed_statuses = @issue.new_statuses_allowed_to(User.current, true)
</pre>
 
the second parameter , being always true , causes IssueStatus.default to be pushed to the allowed_statuses.

I think this is a bug."
15327,Redmine,Defect,"",Reopened,High,move issue(s) disappeared / not functional,Terence Mill,"",2013-12-01 05:05,Issues permissions,"","","","",0,2013-11-12 12:14,2013-11-12 13:01,関連している #11887,Invalid,2.3.3,"Since redmine 2.3.3 i don't have ""move issue"" operation anywhere (button on issue form, context menu entry in issue list) although i have a role for this project with checked ""move issues"" right.
When i manually call the url ""https://redmine.local/issue_moves/new/13101"" i get ""Routing Error (no Route matches [Get]...""



"
15320,Redmine,Defect,"",Closed,Normal,Changing Child's Parent Ticket Field To Parent's Parent fails.,William Roush,"",2016-01-17 02:16,Issues,"","","","",0,2013-11-11 16:53,2016-01-17 02:16,"関連している #15811, 次のチケットと重複 #13654",Duplicate,"","Example:

* 1000
** 1001
*** 1002

Changing 1002's parent from 1001 -> 1000 results in an error."
15319,Redmine,Defect,"",Closed,Normal,Can't Move Parent Ticket Between Projects,William Roush,"",2017-01-16 09:01,Issues,"","","","",0,2013-11-11 16:42,2017-01-16 09:01,関連している #23888,"",2.3.2,"I have a ticket that has children two issues deep, and I cannot move the parent ticket to another project.

Clicking submit brings me back to the update page, clicking submit again brings me to conflict resolution, and telling it to apply my changes just results in it bringing me back to the update page.

I've removed all categories/versions/project dependent fields and I'm kind of stumped..."
15308,Redmine,Defect,"",Needs feedback,Normal,Ticket subject and text cuting when recieving from E-mail,Andrey Krot,"",2015-01-16 11:15,Email receiving,"","","","",0,2013-11-09 09:19,"",関連している #16859,"","","After updating from 1.4 to 2.3.0 version, I have got a problem with e-mail processing.
Very often the subject of ticket, created from e-mail, was cut for 25 or 50 chars. 
Sometimes the text of ticket cut to 395 chars.
We are using Excnage 2010, and Russian chars.
Early it was a problem with attachments, named in Russina with spaces. Tickets creatde missing this attachments.
But now it's a big problem, because we had to communicate with user and ask about lost info.

Redmine installed on CentOS,
Emails reciving by pop3 protocol in cron task.
"
15307,Redmine,Defect,"",Closed,Normal,HTML 5 deprecates width and align attributes,Ksenia Altbregen,Jean-Philippe Lang,2013-11-16 08:48,Code cleanup/refactoring,2.4.0,"","","",0,2013-11-08 14:43,2013-11-16 08:48,関連している #19578,Fixed,"","Asserted fixes for HTML 5. Part 2.

<align> tag is obsoleted. It is recommended to use CSS instead.
I simply changed
<pre><tag align=""left|right|center""></tag></pre>
into
<pre><tag style=""text-align: left|right|center;""></tag></pre>
everywhere I've found this tag."
15306,Redmine,Defect,"",Closed,Normal,No database update on git history rewrite,B P,"",2013-11-09 02:26,SCM,"","","","",0,2013-11-08 11:22,2013-11-09 02:26,次のチケットと重複 #12853,Duplicate,2.3.3,"h2. Versions

* redmine 2.3.3.stable
* ruby 2.0.0
* Rails 3.2.13

h2. Bug summary:

I refer to issues as much as I can in my commit messages.
While migrating a repository from another ticket tracking
system into redmine, I linked redmine with an existing 
repository. Then, obviously the tickets in redmine were 
not in sync with the tickets referenced in the commits.

So I rewrote git history by doing a huge 
<pre>git rebase -i HEAD~42</pre>
to change the referenced tickets into the new ones. And 
then I did a 
<pre>git push -f</pre>
to overwrite the repository's history.

But then, I've been surprised to see no updates in the 
tickets. e.g.: 
* ticket 1 should have become ticket @#42@ and 
* new ticket @#1@ should have had been referenced by no commits... 
But after my change ticket @#1@ was still having references 
from commits.

I tried removing and re-adding the repository, but that 
had no effects.

I finally found out that even after removing the repository,
the changesets table in the database was still having all 
commits for the repository. 

* Q&D solution:

To solve my problem I ended up issuing a:

<pre>
delete from repositories where id=3;
delete from changesets where repository_id=3;
</pre>

which finally removed the old commits from references of 
the tickets. Though, now I'm afraid to have n-n tables 
still having orphans.

Here is for the overall context of the bug, I did not 
dig further, as I'm not having a development instance 
of redmine and I need my production instance to work 
correctly. I neither checked whether that bug was still
there at HEAD of redmine, and finally I'm not sure this
is not a duplicate, though I've searched around the 
issues and found nothing.

* Reproduce

But I think that bug is definitely reproduceable:

# make a new redmine instance
# create a ticket @#N@
# make a commit referring to that ticket (e.g. @git ci -m ""fixes #N""@)
# @git push@ the commit to the repository redmine is reading from
# reload the ticket, the commit is now visible
# rewrite the history: @git rebase -i HEAD~42@ or simply @git commit --amend -m ""fixes #M""@
# @git push -f@ that commit to rewrite repository's history as well
# reload the ticket, the commit is still visible whereas it shall not be visible anymore

HTH,

Guyzmo"
15297,Redmine,Defect,"",Closed,Normal,Problem with thumbnail while upload attachment,Leonid  Eletskikh,"",2013-11-09 20:57,Attachments,"","","","",0,2013-11-07 18:37,2013-11-09 20:57,"",Invalid,2.3.0,"Hello,

Could you please help me to fix this issue?

777 to tmp/thumbnails (via #11854) doesn't work.

Logs:
<pre>
Started POST ""/uploads.js?attachment_id=1&filename=Untitled-1.png"" for 93.80.32.228 at Thu Nov 07 06:28:20 +0000 2013
Processing by AttachmentsController#upload as JS
  Parameters: {""attachment_id""=>""1"", ""filename""=>""Untitled-1.png""}
  Current user: admin (id=5795)
Saving attachment '/home/redmine/redmine/files/2013/11/131107062820_Untitled-1.png' (24629 bytes)
  Rendered attachments/upload.js.erb (1.2ms)
Completed 200 OK in 142ms (Views: 16.9ms | ActiveRecord: 2.9ms)
Started PUT ""/issues/62936"" for 93.80.32.228 at Thu Nov 07 06:28:21 +0000 2013
Processing by IssuesController#update as HTML
  Parameters: {""authenticity_token""=>""HmkzUtObgJ4+fKtLRgBe+q67+vfmshJbvN6tb8wrUUM="", ""last_journal_id""=>""130847"", ""issue""=>{""project_id""=>""6269"", ""is_private""=>""0"", ""due_date""=>"""", ""start_date""=>"""", ""priority_id""=>""4"", ""parent_issue_id""=>"""", ""tracker_id""=>""2"", ""status_id""=>""1"", ""assigned_to_id""=>"""", ""notes""=>"""", ""lock_version""=>""1"", ""subject""=>""gvgg"", ""done_ratio""=>""0"", ""description""=>""vvv"", ""estimated_hours""=>"""", ""private_notes""=>""0""}, ""utf8""=>""?"", ""id""=>""62936"", ""time_entry""=>{""activity_id""=>""9"", ""hours""=>"""", ""comments""=>""""}, ""attachments""=>{""1""=>{""filename""=>""Untitled-1.png"", ""description""=>"""", ""token""=>""248.a1adbd3beab4ec3aa03c818ffa2d19a3""}}, ""commit""=>""Submit""}
  Current user: admin (id=5795)
  Rendered mailer/_issue.text.erb (13.3ms)
  Rendered mailer/issue_edit.text.erb within layouts/mailer (14.7ms)
  Rendered mailer/_issue.html.erb (3.3ms)
  Rendered mailer/issue_edit.html.erb within layouts/mailer (6.3ms)
Redirected to http://site.com/issues/62936
Completed 302 Found in 320ms (ActiveRecord: 29.7ms)
Started GET ""/issues/62936"" for 93.80.32.228 at Thu Nov 07 06:28:22 +0000 2013
Processing by IssuesController#show as HTML
  Parameters: {""id""=>""62936""}
  Current user: admin (id=5795)
  Rendered issues/_action_menu.html.erb (5.6ms)
  Rendered plugins/redmine_lightbox/app/views/attachments/_links.html.erb (14.5ms)
  Rendered issue_relations/_form.html.erb (115.5ms)
  Rendered issues/_relations.html.erb (117.3ms)
  Rendered issues/_history.html.erb (15.4ms)
  Rendered issues/_action_menu.html.erb (5.0ms)
  Rendered issues/_form_custom_fields.html.erb (0.1ms)
  Rendered issues/_attributes.html.erb (20.8ms)
  Rendered issues/_form.html.erb (60.4ms)
  Rendered attachments/_form.html.erb (2.3ms)
  Rendered issues/_edit.html.erb (76.3ms)
  Rendered plugins/redmine_contacts/app/views/issues/_contacts.html.erb (0.2ms)
  Rendered issues/_sidebar.html.erb (117.3ms)
  Rendered watchers/_watchers.html.erb (6.9ms)
  Rendered issues/show.html.erb within layouts/base (389.6ms)
Completed 200 OK in 496ms (Views: 427.6ms | ActiveRecord: 33.5ms)
Started GET ""/attachments/thumbnail/247"" for 93.80.32.228 at Thu Nov 07 06:28:23 +0000 2013
Processing by AttachmentsController#thumbnail as */*
  Parameters: {""id""=>""247""}
  Current user: admin (id=5795)
  Rendered text template (0.0ms)
Completed 404 Not Found in 13ms (Views: 0.7ms | ActiveRecord: 2.9ms)
Started GET ""/attachments/thumbnail/246"" for 93.80.32.228 at Thu Nov 07 06:28:23 +0000 2013
Processing by AttachmentsController#thumbnail as */*
  Parameters: {""id""=>""246""}
  Current user: admin (id=5795)
  Rendered text template (0.0ms)
Completed 404 Not Found in 26ms (Views: 0.7ms | ActiveRecord: 14.4ms)
</pre>

Thanks "
15295,Redmine,Patch,"",Closed,Normal,Log error messages when moving attachements in sub-directories,J?r?me BATAILLE,Jean-Philippe Lang,2017-04-29 22:31,Attachments,2.4.0,"","","",0,2013-11-07 15:59,2013-11-09 10:50,"","","","It's about the rake task :
*rake redmine:attachments:move_to_subdirectories*

This patch adds error messages to the console for the files that could not be moved."
