#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
28967,Redmine,Defect,"",New,Normal,could the RESTAPI be used in the plugin with auth again?,jiangshan song,"",2018-06-06 07:20,REST API,"","","","",0,2018-06-06 07:20,"","","","","I wrote a plugin.
when I use $.ajax to access some rest api in the plugin, A login dialog is shown even if I have already logged in with redmine web.
could their a way for the RESTAPI to use the current user auth?"
28953,Redmine,Defect,"",New,Normal,Issue content gets lost if user deletes an attachment,Andr? Bachmann,"",2018-06-05 10:28,Issues,"","","","",0,2018-06-05 10:28,"","","",3.4.5,"Given is an already existing issue with one or more attachments. A user wants to edit this issue and add a comment, so he clicks ""Edit"". While editing and adding the issue's text, he notices an unwanted attachment in the issue head (in the yellow box on top of an issue) - so he clicks the small trash bin icon right to the attachment. The user gets asked if he is sure to delete this file, so he clicks ""Yes"". *Now all of his text changes are gone because Redmine reloads the issue page! And it doesn't even warn the user that all of his changes will get lost.*

To resolve this issue, I suggest a solution similar to when a user wants to close a browser tab while there is still an unsaved issue edit. Here the user gets asked if he really wants to close this tab.

The Redmine version is 3.4.5, and I also confirmed this with an older Redmine 2.6.2."
28951,Redmine,Defect,"",New,Normal,Cannot clear category field on copying an Issue,L?szl? V?gh,"",2018-06-05 10:10,Issues,"","","","",0,2018-06-05 10:08,"","","",3.4.5,"If I copy an issue with a non-empty category and clear the category field, the category is still set in the new (copied) issue.

<pre>
Environment:
  Redmine version                3.4.5.stable
  Ruby version                   2.3.7-p456 (2018-03-28) [x86_64-linux]
  Rails version                  4.2.8
  Environment                    production
  Database adapter               Mysql2
SCM:
  Git                            2.14.1
  Filesystem                     
Redmine plugins:
  redmine_agile                  1.4.6
DB:
  mysql 5.6.39
</pre>"
28946,Redmine,Defect,"",New,Normal,If assignee is locked subtasks don't get copied ,Marius BALTEANU,Marius BALTEANU,2018-06-05 07:19,Issues,Candidate for next minor release,"","","",0,2018-06-04 23:32,"",コピー元 #27863,"",3.4.5,"<pre>
Could not copy subtask #2 while copying #1 to #1037 due to validation errors: Assignee is invalid
</pre>"
28943,Redmine,Patch,"",New,Low,Remove RDoc tags,Sho HASHIMOTO,"",2018-06-07 03:15,Documentation,4.1.0,"","","",0,2018-06-04 17:54,"","","","",I was removed :nodoc: from *.rb because yard doesn't support :nodoc: and :nodoc: shows in generated html.
28940,Redmine,Patch,"",New,Normal,reduce allocations,Pavel Rosick?,"",2018-06-04 06:55,Performance,Candidate for next major release,"","","",0,2018-06-04 01:24,"",関連している #28939,"","","since Rails 5.1+ we can use match? on a regex class safely even on older rubies
https://github.com/rails/rails/blob/5-1-stable/activesupport/lib/active_support/core_ext/regexp.rb

but the performance benefit is visible only on ruby 2.4+
https://bugs.ruby-lang.org/issues/8110

<pre>
require 'benchmark/ips'
Benchmark.ips do |x|
  x.report('match') { /test\d/.match 'test5'.freeze }
  x.report('match?') { /test\d/.match? 'test5'.freeze }
  x.compare!
end

Comparison:
match?:  4493322.3 i/s
match:    926754.9 i/s - 4.85x  slower
</pre>

*rake test* is about 5% faster"
28939,Redmine,Patch,"",Closed,Normal,replace regexp with casecmp,Pavel Rosick?,"",2018-06-04 03:31,Performance,"","","","",0,2018-06-04 00:46,2018-06-04 03:31,関連している #28940,"","","<pre>
require 'benchmark/ips'
Benchmark.ips do |x|
  x.report('casecmp') { 'PostgreSql'.casecmp('postgresql') == 0 }
  x.report('match')   { 'PostgreSql' =~ /postgresql/i }
  x.report('match?')  { 'PostgreSql'.match? /postgresql/i }
  x.compare!
end
</pre>

<pre>
Comparsion:
casecmp:  4218477.8 i/s
 match?:  3025829.3 i/s - 1.39x  slower
  match:  2222223.1 i/s - 1.90x  slower
</pre>"
28934,Redmine,Patch,"",New,Normal,[Rails 5.2] support migration context,Pavel Rosick?,"",2018-06-02 00:38,Performance,"","","","",0,2018-06-02 00:38,"",関連している #28933,"","",https://github.com/rails/rails/commit/a2827ec9811b5012e8e366011fd44c8eb53fc714#diff-8d3c44120f7b67ff79e2fbe6a40d0ad6L1005
28933,Redmine,Patch,"",New,Normal,Migrate to Rails 5.2,Pavel Rosick?,"",2018-06-02 16:00,Gems support,Candidate for next major release,"","","",0,2018-06-01 22:10,"","関連している #27124, 関連している #28929, 関連している #28930, 関連している #28931, 関連している #28932, 関連している #28934","","","related issues
http://www.redmine.org/issues/28932
http://www.redmine.org/issues/28931
http://www.redmine.org/issues/28930
http://www.redmine.org/issues/28929
http://www.redmine.org/issues/27124"
28932,Redmine,Patch,"",Closed,Normal,[Rails 5.2] image_tag no longer generates default alt text,Pavel Rosick?,Go MAEDA,2018-06-02 05:54,Code cleanup/refactoring,"","","","",0,2018-06-01 22:09,2018-06-02 05:54,関連している #28933,"","",https://github.com/rails/rails/pull/30213
