#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
17221,Redmine,Defect,"",Closed,High,ArgumentError (comparison of Date with nil failed),zorro zuo,"",2015-04-14 19:35,"","","","","",0,2014-06-18 15:53,2015-04-14 19:35,"",No feedback,"","更新一个??的??，?面就?如下??，?个??怎?解决？
Internal error

An error occurred on the page you were trying to access.
If you continue to experience problems please contact your Redmine administrator for assistance.

If you are the Redmine administrator, check your log files for details about the error.

Back

-->production.log  ??如下：

Processing IssuesController#update (for 10.1.0.175 at 2014-06-18 21:04:52) [PUT]
  Parameters: {""time_entry""=>{""comments""=>"""", ""activity_id""=>"""", ""hours""=>""""}, ""commit""=>""提交"", ""notes""=>"""", ""action""=>""update"", ""_method""=>""put"", ""authenti
city_token""=>""22OQOv/6xq3OwpoU6zYizE1iNL7xpHxwpN+uqo9kGIk="", ""id""=>""51635"", ""issue""=>{""start_date""=>""2014-06-17"", ""custom_field_values""=>{""52""=>""ALL"", ""41""=>
"""", ""5""=>""OS 6.0""}, ""estimated_hours""=>"""", ""parent_issue_id""=>""51622"", ""priority_id""=>""7"", ""is_private""=>""0"", ""lock_version""=>""0"", ""fixed_version_id""=>"""", ""a
ssigned_to_id""=>""282"", ""subject""=>""OS6_??模式- 批量移入??至文件?及从文件?批量移出??  功能"", ""category_id""=>"""", ""tracker_id""=>""4"", ""due_date""=>""2014-0
6-18"", ""status_id""=>""1"", ""description""=>""1.批量移???至文件?\r\n2.从文件?批量移出??\r\n3.新建文件?""}, ""controller""=>""issues"", ""attachments""=>{""1""=>{""d
escription""=>""""}, ""screenshot""=>{""name""=>""screenshot"", ""content""=>"""", ""description""=>""""}}}

ArgumentError (comparison of Date with nil failed):
  app/models/issue.rb:606:in `save_issue_with_child_records'
  app/models/issue.rb:588:in `save_issue_with_child_records'
  app/controllers/issues_controller.rb:174:in `update'
  thin (1.5.0) lib/thin/connection.rb:81:in `pre_process'
  thin (1.5.0) lib/thin/connection.rb:79:in `catch'
  thin (1.5.0) lib/thin/connection.rb:79:in `pre_process'
  thin (1.5.0) lib/thin/connection.rb:54:in `process'
  thin (1.5.0) lib/thin/connection.rb:39:in `receive_data'
  D:/redmine/Ruby187/lib/ruby/gems/1.8/gems/eventmachine-1.0.0-x86-mingw32/lib/eventmachine.rb:187:in `run_machine'
  D:/redmine/Ruby187/lib/ruby/gems/1.8/gems/eventmachine-1.0.0-x86-mingw32/lib/eventmachine.rb:187:in `run'
  thin (1.5.0) lib/thin/backends/base.rb:63:in `start'
  thin (1.5.0) lib/thin/server.rb:159:in `start'
  thin (1.5.0) lib/thin/controllers/controller.rb:86:in `start'
  thin (1.5.0) lib/thin/runner.rb:187:in `send'
  thin (1.5.0) lib/thin/runner.rb:187:in `run_command'
  thin (1.5.0) lib/thin/runner.rb:152:in `run!'
  thin (1.5.0) bin/thin:6
  D:/redmine/Ruby187/bin/thin:19:in `load'
  D:/redmine/Ruby187/bin/thin:19

Rendering D:/redmine/redmine/public/500.html (500 Internal Server Error)"
17219,Redmine,Defect,"",New,Normal,"Rename label for ""Issues can be assigned to this role""",Denis Nikolaenko,"",2016-05-10 10:58,Permissions and roles,Candidate for next major release,"","","",0,2014-06-18 12:38,"","","",1.3.2,"When editing the role, wording for the label ""Issues can be assigned to this role"" is misleading. It assumes the the issues are assigned to the role itself, not to the users of the role.
I propose to change that to ""Issues can be assigned to users with this role"""
17218,Redmine,Defect,"",Closed,Normal,Zapier and custom fields,Thomas Br?ndle,"",2014-06-18 14:46,REST API,"","","","",0,2014-06-18 10:54,2014-06-18 14:46,"",Invalid,2.3.2,"I create new issues through zapier.com in our redmine installation. All standard fields work well, but I have problems filling custom fields. Custom fields are not filled, either with text nor with variables.

Redmine version: 2.3.2.stable

Here the event history from zapier (whereas the Text ""Test"" never arrives in the custom field in redmine):

Event: 	

This is an action.

custom_field||2: 	

Test

priority_id: 	

4

tracker_id: 	

14

assigned_to_id: 	

8

project_id: 	

56

subject: 	

Test AG


Does anybody have an idea what might be wrong?

Thanks and best regards
Thomas
"
17217,Redmine,Defect,"",New,Normal,Error when you try to config issue checklist plugin with empty checkboxes,David Verd?,"",2014-06-19 12:22,Plugin API,"","","","",0,2014-06-18 10:39,"","","",2.5.1,"Environment info:

Environment:
  Redmine version                2.5.1.stable
  Ruby version                   2.0.0-p481 (2014-05-08) [x86_64-linux]
  Rails version                  3.2.17
  Environment                    production
  Database adapter               Mysql2
  Mysql version                  5.5.37-0ubuntu0.14.04.1 (Ubuntu)
SCM:
  Subversion                     1.8.8
  Git                            1.9.1
  Filesystem                     
Redmine plugins:
  redmine_agile                  1.3.1
  redmine_ics_export             2.0.0.dev
  redmine_issue_checklist        2.0.5
  redmine_omniauth_google        0.0.1
  redmine_timesheet_plugin       0.7.0

Bug description:

when you go to checklist plugin config page (/settings/plugin/redmine_issue_checklist) and you unselect all the checkboxes and save, an internal error is shown on the screen. The error log message is attached as error_redmine_issue_checklist.txt

The problem consisted of the serialization of an all false options hash into a database column. the all false options hash, serialized into """", was returned to @settings in SettingsController as a """" string insted of an empty hash {}.

It affects all plugins with more than one config option (options are serialized).

Bug solution:

in SettingsControler#plugin I added 2 lines of code that fixes the bug

 def plugin
    @plugin = Redmine::Plugin.find(params[:id])
    unless @plugin.configurable?
      render_404
      return
    end

    if request.post?
      Setting.send ""plugin_#{@plugin.id}="", params[:settings]
      flash[:notice] = l(:notice_successful_update)
      redirect_to plugin_settings_path(@plugin)
    else
      @partial = @plugin.settings[:partial]
      @settings = Setting.send ""plugin_#{@plugin.id}""
      settings_options = Setting.available_settings[""plugin_#{@plugin.id}""] || {}
      @settings = {} if @settings == """" && settings_options[""serialized""]
    end
  rescue Redmine::PluginNotFound
    render_404
  end

I attach the controller app/controllers/settings_controller.rb file."
17216,Redmine,Defect,"",Closed,Normal,new issue subject cropped from e-mail,Andrey Sennikov,"",2014-06-18 10:09,Email receiving,"","","","",0,2014-06-18 09:19,2014-06-18 10:09,関連している #16859,Duplicate,2.5.1,"if i`ll create new issue submitted by e-mail with subject in russian language it will be cropped after 70 chars.
If i`ll create new issue from web-interface with same subject, everything is OK, none of chars will be cropped
If i`ll create new issue submitted by e-mail written in English, everything is OK.

no errors in production.log

Mysql 5.6.14-log
Environment:
  Redmine version                2.5.1.stable
  Ruby version                   1.9.3-p194 (2012-04-20) [x86_64-linux]
  Rails version                  3.2.17
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.6.17
  Git                            1.7.10.4
  Filesystem
Redmine plugins:
  once_assigned_ever_watcher     0.1.0
  redmine_agile                  1.3.1
  redmine_auto_assigned_user     0.2.0
  redmine_issue_checklist        2.0.5
  redmine_issue_favicon          0.0.1
  redmine_issue_history          1.0.0
  redmine_knowledgebase          3.0.4
  redmine_login_audit            0.1.5
  redmine_people                 0.1.8
  redmine_vote                   1.0.1
  redmine_wysiwyg                1.0.0
"
17213,Redmine,Defect,"",Closed,Normal,A redmine user can raise/create a tracker even though he/she is not a member of project,Lajish Lakshmanan,"",2014-07-17 01:57,Projects,"","","","",0,2014-06-18 07:37,2014-07-17 01:57,次のチケットと重複 #16661,Duplicate,2.5.1,"Currently in my organisation, we are handling too many projects through redmine. In testing team different members works in different projects. Hence testing team member from other projects can create issue in project in which they are not members.

If we made project not public then others not able to view issues of other project. But generally members of other projects should be able to view issues and respective comments but shouldn't able to edit any changes into it.

Can we have a corresponding facility in each project's setting where non members can edit issue, comments, wiki, add document etc...."
17211,Redmine,Defect,"",Needs feedback,Low,Assigning Parent Project when Copying Project,James H,"",2014-07-18 18:16,Project settings,"","","","",0,2014-06-17 23:43,"",関連している #17499,Cant reproduce,2.4.2,"Assignation of Parent Project for a project you are copying does not ""stick"" until the project first creates.

When I try to assign a parent project to a project while trying to create a copy of a project, everything else seems to go through except for the parent project field. After clicking ""Copy"" and looking at the project page shows the new copied project on the top level. I have to go into the project settings and assign it and ""save"" in order for it to go through correctly.

Happens all the time for me..."
17206,Redmine,Patch,"",Closed,Normal,Fix Invalid CSS on Error-Pages,Daniel Felix,Jean-Philippe Lang,2014-07-05 11:06,Themes,2.4.6,"","","",0,2014-06-17 08:39,2014-07-05 11:06,"","","","This error was introduced with r12308.

The CSS specification expects fonts with more than one word to be in quotation marks.

Change this line source:trunk/public/500.html#L7 to:
@
body {font-family: ""Trebuchet MS"", Georgia, ""Times New Roman"", serif; color: #303030; margin: 10px;}
@

As well in this file source:trunk/public/404.html#L7 to:
@
body {font-family: ""Trebuchet MS"", Georgia, ""Times New Roman"", serif; color: #303030; margin: 10px;}
@"
17204,Redmine,Defect,"",Closed,High,error redmine on chrome and firefox,tran quang tuyen,"",2014-06-17 08:13,"","","","","",0,2014-06-17 06:50,2014-06-17 08:13,"",Invalid,"","I install redmine 2.5.1 on centos 6.5 with ruby 2.0.0
apache + passenger. But it error on chrome and nomarl on  IE."
17203,Redmine,Defect,"",New,Normal,Redmine is slow to create new issues or edit users that belongs to a big number of projects.,Alexis Romagnoli,"",2014-08-08 15:39,Issues,"","","","",0,2014-06-16 23:20,"","","",2.4.2,"Hi, 

I'm having speed problems with an installation of Redmine 2.4.2.stable, that has about 2000 projects.
When I try to create an issue or edit a user that belongs to all these projects, the page takes to load 
about 18 seconds.

When I click on the user, on the Administration page, in the production.log file I find 2000 lines like this one:

  MemberRole Load (0.3ms)  SELECT ""member_roles"".* FROM ""member_roles"" WHERE ""member_roles"".""member_id"" = 280xx


Is it possible to speed up this queries?

Thanks."
