#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
15569,Redmine,Defect,"",Closed,Normal,Attach problem from a linux workstation,Gildo Caceres,"",2013-12-15 09:57,Attachments,"","","","",0,2013-11-28 23:56,2013-12-15 09:57,"",No feedback,2.3.1,"I have KUBUNTU as workstation and i can not attach file to a issue, there is a 500 internal error every time i try it with any browser(Firefox, Chrome)

From another workstation with Windows using Chrome there is no problem.

Any ideas about what is happening?"
15567,Redmine,Defect,"",Closed,Normal,cookiestore / session management,Jan Niggemann (redmine.org team member),Jan Niggemann (redmine.org team member),2013-11-29 22:46,Security,"","","","",0,2013-11-28 17:49,2013-11-29 22:46,"","","","I don't know if this is a true threat or not, but redmine is explicitly mentioned here:
http://maverickblogging.com/list-of-websites-using-ruby-on-rails-cookiestore-for-session-management/

http://projects.webappsec.org/w/page/13246944/Insufficient%20Session%20Expiration

Reply: ""No, Rails' CookieStore isn't broken"":https://www.coffeepowered.net/2013/09/26/rails-session-cookies/

Do we need to to something about this?"
15565,Redmine,Patch,"",New,Normal,Sidebar css,Ksenia Altbregen,"",2013-11-28 15:52,Code cleanup/refactoring,"","","","",0,2013-11-28 13:53,"","","","","Related to #13242.

CSS for <ul> and <li> tags in #sidebar spoils our plugin.
I suggest to add a special class for <ul> and <li> elements that need zero margins."
15564,Redmine,Defect,"",Closed,Normal,MySQL Errors updating from 2.3.2 to 2.4.1,Torben Hansen,"",2015-02-10 10:06,"","","","","",0,2013-11-28 11:02,2013-11-29 00:33,関連している #19905,Cant reproduce,2.4.1,"Today I've updated from Redmine 2.3.2 to 2.4.1

During the DB Migration the following errors occured (shortened summary).

<pre>
Mysql2::Error: Table 'queries_roles' already exists: CREATE TABLE `queries_roles`
Mysql2::Error: Table 'custom_fields_roles' already exists: CREATE TABLE `custom_fields_roles` 
</pre>

I had a look at the two database tables and found out they were empty so I just deleted them. After that, the DB Migration ran smoothly.

"
15561,Redmine,Defect,"",Closed,Urgent,Download redmine 2.3.4 from rubyforge doesnt work,Holger Wegner,Jean-Philippe Lang,2013-11-29 00:14,Website (redmine.org),"","","","",0,2013-11-27 18:54,2013-11-29 00:14,"",Fixed,2.3.4,"Hi,
Since 2 days I try to download the version 2.3.4 from the rubyforge page. But the page isnt available because of database problems. I noticed that they have problems there for a longer time.

Can you put the version 2.3.4 like the 2.4.1 one on the redmine page? Or is there any mirror site of rubyforge that is working?

Many thanks in advance,

Holger Wegner"
15560,Redmine,Defect,"",Needs feedback,Urgent,RJS leaking,egor homakov,"",2013-11-28 17:44,Security,"","","","",0,2013-11-27 17:23,"",関連している #17770,"","","example - http://www.redmine.org/boards/2/topics/quote/5682.js

all files that respond with JS with private data for GET requests are vulnerable to homakov.blogspot.com/2013/05/do-not-use-rjs-like-techniques.html

in redmine we should remove:

attachments/destroy.js.erb			members/create.js.erb
attachments/upload.js.erb			members/destroy.js.erb
custom_fields/new.js.erb			members/update.js.erb
groups/add_users.js.erb				messages/quote.js.erb
groups/autocomplete_for_user.js.erb		repositories/add_related_issue.js.erb
groups/destroy_membership.js.erb		repositories/new.js.erb
groups/edit_membership.js.erb			repositories/remove_related_issue.js.erb
groups/remove_user.js.erb			users/destroy_membership.js.erb
issue_categories/create.js.erb			users/edit_membership.js.erb
issue_categories/new.js.erb			versions/create.js.erb
issue_relations/create.js.erb			versions/new.js.erb
issue_relations/destroy.js.erb			versions/status_by.js.erb
issues/bulk_edit.js.erb				watchers/_set_watcher.js.erb
issues/update_form.js.erb			watchers/append.js.erb
journals/edit.js.erb				watchers/create.js.erb
journals/new.js.erb				watchers/destroy.js.erb
journals/update.js.erb				watchers/new.js.erb
members/autocomplete.js.erb			wikis/edit.js.erb
"
15555,Redmine,Defect,"",Closed,Normal,REST API PUT/PUSH has stopped working from Android App ,Deepak Sindhu,"",2013-11-29 22:08,REST API,"","","","",0,2013-11-27 08:23,2013-11-29 22:08,"",Invalid,"","Hi,

Rest Api Push/Put has stopped working from android app - tested with other android apps available on google store as well.


Redmine version : 2.3.1
Android - 2.3 

upgraded to latest redmine 2.4.1, still not working.


Log:
Processing by IssueStatusesController#index as JSON
  Parameters: {""limit""=>""25"", ""offset""=>""0"", ""key""=>""5511f63668a78e010149919a886                                                          5eb431949cfac""}
  Current user: admin (id=1)
  Rendered issue_statuses/index.api.rsb (0.6ms)
Completed 200 OK in 4.2ms (Views: 1.0ms | ActiveRecord: 0.3ms)
Started GET ""/projects/1/versions.json?key=5511f63668a78e010149919a8865eb431949c                                                          fac"" for 10.208.209.210 at 2013-11-26 05:22:20 +0100
Processing by VersionsController#index as JSON
  Parameters: {""key""=>""5511f63668a78e010149919a8865eb431949cfac"", ""project_id""=>                                                          ""1""}
  Current user: admin (id=1)
  Rendered versions/index.api.rsb (0.2ms)
Completed 200 OK in 8.2ms (Views: 0.7ms | ActiveRecord: 0.7ms)
Started PUT ""/issues/4.json?key=5511f63668a78e010149919a8865eb431949cfac"" for 10                                                          .208.209.210 at 2013-11-26 05:22:34 +0100
Processing by IssuesController#update as JSON
  Parameters: {""issue""=>{""id""=>4, ""subject""=>""Bug1 jmbjjgm"", ""priority_id""=>5, ""                                                          done_ratio""=>0, ""author_id""=>1, ""start_date""=>""2013/11/25 00:00:00 +0000"", ""trac                                                          ker_id""=>1, ""description""=>""bug1"", ""created_on""=>""2013/11/25 05:07:31 +0000"", ""u                                                          pdated_on""=>""2013/11/25 05:07:31 +0000"", ""status_id""=>2, ""notes""=>""""}, ""key""=>""5                                                          511f63668a78e010149919a8865eb431949cfac"", ""id""=>""4""}
  Current user: admin (id=1)
  Rendered common/error_messages.api.rsb (0.2ms)
Completed 422 Unprocessable Entity in 41.6ms (Views: 0.8ms | ActiveRecord: 1.8ms  
"
15553,Redmine,Defect,"",Closed,Normal,LDAP authentication,Eranio Lagrada,"",2013-11-27 08:15,Administration,"","","","",0,2013-11-27 03:30,2013-11-27 08:15,"",Invalid,2.3.3,Could not delete existing LDAP authentication. 
15552,Redmine,Defect,"",Closed,Normal,Preferences are not preserved after adding user with validation error,Maxim Kru?ina,Jean-Philippe Lang,2013-11-29 22:43,Accounts / authentication,2.5.0,"","","",0,2013-11-27 00:40,2013-11-29 22:43,"",Fixed,2.3.3,"When Adding new user and doing something wrong, resulting in refresh of page with validation alert box, not all form elements are set to their state as originaly entered.
Specifically:
* I don't want to be notified of changes that I make myself - wasnt checked, but should
* Timezone - wasnt set to original value"
15551,Redmine,Defect,"",Closed,Normal,Validating a Setting with invalid name triggers an error,Guido Heymann,Jean-Philippe Lang,2013-11-29 22:20,Code cleanup/refactoring,2.5.0,"","","",0,2013-11-27 00:28,2013-11-29 22:20,"",Fixed,2.4.0,"In case you want directly add a setting by insert through the model you get an error

insert the following test case into setting_test.rb

 def test_insert_name_not_in_settings_yml
 setting  = Setting.new(:name => ""does_not_exist"", :value => ""should_not_be_allowed"" )
 assert !setting.save
end

Then you get the errors below:
<pre>
test_insert_name_not_in_settings_yml(SettingTest):
NoMethodError: undefined method `[]' for nil:NilClass
    /redmine/app/models/setting.rb:86:in `block in <class:Setting>'
    /usr/lib64/ruby/gems/1.9.1/gems/activesupport-3.2.15/lib/active_support/callbacks.rb:425:in `_run__2686202268941026958__validate__1184212570148052443__callbacks'
    /usr/lib64/ruby/gems/1.9.1/gems/activesupport-3.2.15/lib/active_support/callbacks.rb:405:in `__run_callback'
    /usr/lib64/ruby/gems/1.9.1/gems/activesupport-3.2.15/lib/active_support/callbacks.rb:385:in `_run_validate_callbacks'
    /usr/lib64/ruby/gems/1.9.1/gems/activesupport-3.2.15/lib/active_support/callbacks.rb:81:in `run_callbacks'
    /usr/lib64/ruby/gems/1.9.1/gems/activemodel-3.2.15/lib/active_model/validations.rb:228:in `run_validations!'
    /usr/lib64/ruby/gems/1.9.1/gems/activemodel-3.2.15/lib/active_model/validations/callbacks.rb:53:in `block in run_validations!'
    /usr/lib64/ruby/gems/1.9.1/gems/activesupport-3.2.15/lib/active_support/callbacks.rb:403:in `_run__2686202268941026958__validation__1184212570148052443__callbacks'
    /usr/lib64/ruby/gems/1.9.1/gems/activesupport-3.2.15/lib/active_support/callbacks.rb:405:in `__run_callback'
    /usr/lib64/ruby/gems/1.9.1/gems/activesupport-3.2.15/lib/active_support/callbacks.rb:385:in `_run_validation_callbacks'
    /usr/lib64/ruby/gems/1.9.1/gems/activesupport-3.2.15/lib/active_support/callbacks.rb:81:in `run_callbacks'
    /usr/lib64/ruby/gems/1.9.1/gems/activemodel-3.2.15/lib/active_model/validations/callbacks.rb:53:in `run_validations!'
    /usr/lib64/ruby/gems/1.9.1/gems/activemodel-3.2.15/lib/active_model/validations.rb:195:in `valid?'
    /usr/lib64/ruby/gems/1.9.1/gems/activerecord-3.2.15/lib/active_record/validations.rb:69:in `valid?'
    /usr/lib64/ruby/gems/1.9.1/gems/activerecord-3.2.15/lib/active_record/validations.rb:77:in `perform_validations'
    /usr/lib64/ruby/gems/1.9.1/gems/activerecord-3.2.15/lib/active_record/validations.rb:50:in `save'
    /usr/lib64/ruby/gems/1.9.1/gems/activerecord-3.2.15/lib/active_record/attribute_methods/dirty.rb:22:in `save'
    /usr/lib64/ruby/gems/1.9.1/gems/activerecord-3.2.15/lib/active_record/transactions.rb:259:in `block (2 levels) in save'
    /usr/lib64/ruby/gems/1.9.1/gems/activerecord-3.2.15/lib/active_record/transactions.rb:313:in `block in with_transaction_returning_status'
    /usr/lib64/ruby/gems/1.9.1/gems/activerecord-3.2.15/lib/active_record/connection_adapters/abstract/database_statements.rb:192:in `transaction'
    /usr/lib64/ruby/gems/1.9.1/gems/activerecord-3.2.15/lib/active_record/transactions.rb:208:in `transaction'
    /usr/lib64/ruby/gems/1.9.1/gems/activerecord-3.2.15/lib/active_record/transactions.rb:311:in `with_transaction_returning_status'
    /usr/lib64/ruby/gems/1.9.1/gems/activerecord-3.2.15/lib/active_record/transactions.rb:259:in `block in save'
    /usr/lib64/ruby/gems/1.9.1/gems/activerecord-3.2.15/lib/active_record/transactions.rb:270:in `rollback_active_record_state!'
    /usr/lib64/ruby/gems/1.9.1/gems/activerecord-3.2.15/lib/active_record/transactions.rb:258:in `save'
    test/unit/setting_test.rb:93:in `test_insert_name_not_in_settings_yml'
    /usr/lib64/ruby/gems/1.9.1/gems/mocha-0.14.0/lib/mocha/integration/mini_test/version_230_to_2101.rb:36:in `run'
</pre>

Same if you call the following on console

 s = Setting.new(:name => ""does_not_exist"", :value => ""should_not_be_allowed"" )
s.valid?

The reason is in the app/model/setting.rb
<pre>
validates_numericality_of :value, :only_integer => true, :if => Proc.new { |setting| @@available_settings[setting.name]['format'] == 'int' }
</pre>
The Proc breaks if name (the key) is not in the hash.

Fix for it is to check if key is in hash inside the proc before using the non existing key so that check of numericality is skipped when key does not exist:
<pre>
validates_numericality_of :value, :only_integer => true, :if => Proc.new { |setting| @@available_settings.has_key?(setting) ? @@available_settings[setting.name]['format'] == 'int' : false}
</pre>

"
